Country,Timestamp,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
DK,2021-02-10,21568.0,17454.0,33913.0,1177.0,2220.0,4418.0,25022.0,28948.0
DK,2021-02-11,27326.0,16984.0,33503.0,1245.0,1930.0,4229.0,16220.0,23334.0
DK,2021-02-12,20180.0,16798.0,32054.0,1249.0,2981.0,3767.0,6183.0,8929.0
DK,2021-02-13,20290.0,16176.0,27667.0,1250.0,3495.0,3958.0,820.0,2449.0
DK,2021-02-14,19251.0,13784.0,23340.0,1130.0,3256.0,4087.0,13815.0,16693.0
DK,2021-02-15,20811.0,13699.0,25497.0,1202.0,617.0,3995.0,26546.0,42353.0
DK,2021-02-16,21719.0,12866.0,21691.0,1183.0,548.0,3975.0,15129.0,17748.0
DK,2021-02-17,21040.0,12276.0,19015.0,1244.0,656.0,3177.0,15520.0,14678.0
DK,2021-02-18,19073.0,11286.0,15872.0,1180.0,901.0,3388.0,29518.0,39025.0
DK,2021-02-19,20143.0,12275.0,17246.0,1229.0,2502.0,4094.0,26090.0,31732.0
DK,2021-02-20,17270.0,8180.0,14507.0,1078.0,1705.0,3337.0,32545.0,41426.0
DK,2021-02-21,15556.0,7599.0,15462.0,1081.0,2853.0,3612.0,19722.0,23596.0
DK,2021-02-22,17216.0,10803.0,15981.0,1195.0,3328.0,4011.0,19184.0,19735.0
DK,2021-02-23,15694.0,9958.0,16746.0,1224.0,845.0,4570.0,18965.0,23911.0
DK,2021-02-24,12455.0,5895.0,14902.0,1151.0,2007.0,4078.0,35693.0,60762.0
DK,2021-02-25,13250.0,7205.0,15098.0,1132.0,2464.0,4262.0,32840.0,50531.0
DK,2021-02-26,16169.0,9054.0,14338.0,1230.0,3236.0,3827.0,31164.0,57682.0
DK,2021-02-27,11638.0,9603.0,12210.0,1303.0,3726.0,3792.0,16205.0,21445.0
DK,2021-02-28,15472.0,8260.0,11132.0,1159.0,2884.0,3859.0,12749.0,25092.0
DK,2021-03-01,21802.0,11354.0,17107.0,1184.0,3069.0,4012.0,9326.0,21332.0
DK,2021-03-02,21540.0,10635.0,16824.0,960.0,2937.0,3934.0,2803.0,7423.0
DK,2021-03-03,21974.0,10983.0,19939.0,1069.0,2771.0,3985.0,4254.0,9470.0
DK,2021-03-04,19979.0,10084.0,19491.0,1150.0,4316.0,3955.0,18376.0,24582.0
DK,2021-03-05,18640.0,11446.0,20662.0,1230.0,5837.0,3896.0,5077.0,6957.0
DK,2021-03-06,19124.0,8707.0,17012.0,1298.0,3012.0,3661.0,28998.0,65211.0
DK,2021-03-07,13626.0,7306.0,17813.0,1232.0,3555.0,3326.0,24676.0,37351.0
DK,2021-03-08,17558.0,12122.0,23868.0,1197.0,5825.0,3742.0,1691.0,4166.0
DK,2021-03-09,19560.0,12002.0,24982.0,1246.0,6168.0,4011.0,1186.0,4706.0
DK,2021-03-10,16259.0,10870.0,20592.0,1295.0,2854.0,3614.0,22682.0,46232.0
DK,2021-03-11,13327.0,5890.0,17946.0,1280.0,829.0,3067.0,34230.0,72858.0
DK,2021-03-12,13831.0,5780.0,17859.0,1202.0,2512.0,3208.0,28627.0,62105.0
DK,2021-03-13,12643.0,5573.0,15106.0,1009.0,1391.0,2952.0,18813.0,29971.0
DK,2021-03-14,12409.0,5737.0,13508.0,1062.0,3503.0,3193.0,24567.0,43972.0
DK,2021-03-15,17415.0,9400.0,16729.0,1245.0,2674.0,3455.0,27362.0,38937.0
DK,2021-03-16,19362.0,9517.0,18962.0,1059.0,5790.0,3722.0,14225.0,11845.0
DK,2021-03-17,21450.0,10842.0,21117.0,1077.0,5019.0,4031.0,5367.0,7227.0
DK,2021-03-18,23018.0,10971.0,25829.0,1229.0,5322.0,4562.0,4960.0,7980.0
DK,2021-03-19,20934.0,11252.0,20300.0,1342.0,5037.0,4082.0,9274.0,16638.0
DK,2021-03-20,18024.0,9723.0,19204.0,1325.0,1964.0,4062.0,25350.0,50851.0
DK,2021-03-21,13000.0,6965.0,12632.0,1252.0,6170.0,3905.0,25731.0,32307.0
DK,2021-03-22,22196.0,11451.0,20389.0,1285.0,3684.0,4600.0,16131.0,33226.0
DK,2021-03-23,20969.0,10995.0,23810.0,1291.0,1711.0,3985.0,11721.0,21527.0
DK,2021-03-24,13034.0,10556.0,21849.0,1443.0,2618.0,3677.0,23284.0,28028.0
DK,2021-03-25,13180.0,10252.0,21687.0,1204.0,3714.0,4319.0,13872.0,18842.0
DK,2021-03-26,9484.0,8466.0,16065.0,1060.0,2430.0,4306.0,27193.0,30030.0
DK,2021-03-27,7211.0,6578.0,16511.0,1237.0,2538.0,3345.0,18861.0,25862.0
DK,2021-03-28,6783.0,5333.0,14320.0,1086.0,1065.0,2679.0,25617.0,37603.0
DK,2021-03-29,9868.0,6136.0,14063.0,1397.0,1308.0,3729.0,33259.0,46657.0
DK,2021-03-30,11008.0,8442.0,16196.0,1305.0,7363.0,3840.0,22213.0,37118.0
DK,2021-03-31,11868.0,8771.0,16749.0,947.0,6113.0,3931.0,6843.0,15157.0
DK,2021-04-01,12747.0,7315.0,11818.0,1096.0,4847.0,4117.0,18088.0,22107.0
DK,2021-04-02,13268.0,6478.0,13248.0,1210.0,6011.0,4104.0,22713.0,34259.0
DK,2021-04-03,14491.0,6734.0,14615.0,1212.0,7736.0,4045.0,10135.0,11714.0
DK,2021-04-04,12163.0,6527.0,12192.0,1157.0,2457.0,3990.0,26329.0,55467.0
DK,2021-04-05,10768.0,4993.0,13669.0,1105.0,5033.0,3361.0,16129.0,69710.0
DK,2021-04-06,14291.0,7391.0,15248.0,1436.0,6913.0,3883.0,33350.0,62615.0
DK,2021-04-07,14607.0,7353.0,15685.0,1366.0,5520.0,3840.0,25676.0,34811.0
DK,2021-04-08,15201.0,7256.0,16025.0,1488.0,3856.0,4178.0,30139.0,48982.0
DK,2021-04-09,14824.0,7382.0,15588.0,1550.0,5657.0,3772.0,30830.0,65163.0
DK,2021-04-10,21829.0,10461.0,14648.0,1238.0,7204.0,4260.0,10772.0,24751.0
DK,2021-04-11,15086.0,7219.0,13657.0,1291.0,1249.0,4201.0,20882.0,23126.0
DK,2021-04-12,16951.0,7731.0,16135.0,1420.0,6366.0,3960.0,25642.0,41551.0
DK,2021-04-13,16265.0,9531.0,15872.0,1485.0,6965.0,4319.0,26904.0,30610.0
DK,2021-04-14,22071.0,9469.0,18457.0,1159.0,7413.0,4492.0,9709.0,10977.0
DK,2021-04-15,21591.0,9930.0,18574.0,1063.0,7308.0,4567.0,7068.0,12301.0
DK,2021-04-16,20211.0,9056.0,17007.0,1317.0,7957.0,4889.0,11461.0,16676.0
DK,2021-04-17,20269.0,9147.0,17948.0,1321.0,6536.0,5097.0,19064.0,22102.0
DK,2021-04-18,21213.0,7127.0,17255.0,1316.0,8025.0,4969.0,9273.0,13667.0
DK,2021-04-19,22545.0,8182.0,21484.0,1321.0,8226.0,4378.0,8821.0,8645.0
DK,2021-04-20,21259.0,6478.0,16118.0,842.0,8736.0,4635.0,3802.0,7676.0
DK,2021-04-21,15600.0,6228.0,12756.0,1055.0,7488.0,4834.0,31627.0,51305.0
DK,2021-04-22,9071.0,5745.0,12595.0,1168.0,7633.0,4570.0,37916.0,51675.0
DK,2021-04-23,14311.0,6276.0,13054.0,1010.0,7317.0,5075.0,23376.0,37373.0
DK,2021-04-24,15456.0,6464.0,10760.0,1064.0,8525.0,4778.0,17861.0,17077.0
DK,2021-04-25,16297.0,7134.0,11961.0,1170.0,8609.0,4615.0,15204.0,17393.0
DK,2021-04-26,20052.0,8587.0,14174.0,984.0,7167.0,4221.0,2978.0,4460.0
DK,2021-04-27,16722.0,5465.0,7557.0,769.0,8866.0,4126.0,2511.0,6026.0
DK,2021-04-28,19802.0,8844.0,10254.0,1044.0,6999.0,4369.0,8931.0,10610.0
DK,2021-04-29,18636.0,9053.0,11607.0,1709.0,4658.0,4505.0,26866.0,34328.0
DK,2021-04-30,22003.0,10204.0,11964.0,1278.0,5026.0,4537.0,8511.0,9603.0
DK,2021-05-01,21320.0,7283.0,10516.0,1086.0,6396.0,4404.0,4627.0,8593.0
DK,2021-05-02,17232.0,7126.0,5340.0,1132.0,5070.0,4286.0,8225.0,8641.0
DK,2021-05-03,18504.0,8441.0,8812.0,1237.0,5709.0,4293.0,15256.0,21016.0
DK,2021-05-04,15085.0,6762.0,11269.0,1669.0,1921.0,3910.0,32502.0,40652.0
DK,2021-05-05,15646.0,8296.0,15235.0,2088.0,2910.0,4231.0,25615.0,34910.0
DK,2021-05-06,17370.0,9452.0,15194.0,1833.0,4543.0,4564.0,31984.0,24616.0
DK,2021-05-07,15872.0,9069.0,12426.0,1323.0,5740.0,4644.0,18528.0,14322.0
DK,2021-05-08,15075.0,7356.0,7483.0,1285.0,7619.0,4571.0,20363.0,23394.0
DK,2021-05-09,10240.0,5861.0,6457.0,1267.0,7113.0,4251.0,28914.0,43881.0
DK,2021-05-10,14131.0,7589.0,7448.0,1373.0,4817.0,4677.0,27646.0,29670.0
DK,2021-05-11,14425.0,8329.0,10849.0,1482.0,3495.0,4649.0,18664.0,14819.0
DK,2021-05-12,22742.0,8831.0,12784.0,1267.0,2618.0,4507.0,10024.0,11336.0
DK,2021-05-13,20238.0,7164.0,7000.0,1337.0,3553.0,4465.0,9890.0,6329.0
DK,2021-05-14,20422.0,6172.0,5656.0,909.0,3710.0,4393.0,5754.0,5924.0
DK,2021-05-15,11317.0,6811.0,5372.0,1031.0,2823.0,4727.0,11460.0,17707.0
DK,2021-05-16,10206.0,4691.0,3759.0,828.0,4786.0,4288.0,3159.0,6046.0
DK,2021-05-17,13222.0,6908.0,9245.0,826.0,6081.0,4408.0,2392.0,4724.0
DK,2021-05-18,13907.0,7025.0,11655.0,1128.0,5878.0,4689.0,3265.0,9013.0
DK,2021-05-19,12660.0,6323.0,11321.0,1207.0,7123.0,4055.0,7862.0,18164.0
DK,2021-05-20,11394.0,6627.0,11357.0,1313.0,7516.0,4093.0,18790.0,40453.0
DK,2021-05-21,9000.0,4849.0,4883.0,939.0,5025.0,4046.0,24340.0,24728.0
DK,2021-05-22,5339.0,4951.0,6032.0,1176.0,3951.0,3686.0,35395.0,40149.0
DK,2021-05-23,5437.0,7285.0,8094.0,1592.0,4822.0,4035.0,33909.0,55577.0
DK,2021-05-24,9530.0,7532.0,7427.0,1448.0,5458.0,4410.0,25597.0,24656.0
DK,2021-05-25,10817.0,9588.0,7223.0,1497.0,2960.0,4002.0,11455.0,9406.0
DK,2021-05-26,8829.0,7482.0,7417.0,1445.0,3541.0,4031.0,24345.0,30030.0
DK,2021-05-27,9777.0,7074.0,4958.0,1038.0,5967.0,3994.0,16558.0,20613.0
DK,2021-05-28,11025.0,8115.0,8365.0,1001.0,7069.0,4029.0,8662.0,10289.0
DK,2021-05-29,11968.0,6372.0,5521.0,1094.0,9352.0,4535.0,8093.0,6372.0
DK,2021-05-30,9282.0,4086.0,3088.0,609.0,9315.0,4332.0,2188.0,2646.0
DK,2021-05-31,12737.0,5672.0,7713.0,716.0,9729.0,4266.0,3396.0,6214.0
DK,2021-06-01,15578.0,4674.0,9125.0,717.0,7515.0,4329.0,6096.0,6713.0
DK,2021-06-02,15894.0,5586.0,9621.0,922.0,7807.0,4416.0,17107.0,22592.0
DK,2021-06-03,18274.0,6071.0,11908.0,1539.0,6904.0,4509.0,35556.0,43029.0
DK,2021-06-04,22719.0,5394.0,10695.0,873.0,7552.0,4373.0,12573.0,13409.0
DK,2021-06-05,13124.0,3984.0,10743.0,896.0,8914.0,4346.0,10264.0,12251.0
DK,2021-06-06,13550.0,2565.0,8028.0,426.0,5432.0,4181.0,3991.0,4386.0
DK,2021-06-07,14418.0,3484.0,9361.0,646.0,6649.0,4145.0,4368.0,7451.0
DK,2021-06-08,14537.0,2847.0,8521.0,460.0,9996.0,3772.0,2921.0,13651.0
DK,2021-06-09,14724.0,3061.0,9096.0,517.0,9816.0,4002.0,2710.0,9434.0
DK,2021-06-10,15117.0,2722.0,8398.0,452.0,8937.0,4037.0,2719.0,7031.0
DK,2021-06-11,12691.0,3134.0,8645.0,563.0,6245.0,4122.0,11586.0,19226.0
DK,2021-06-12,4580.0,5582.0,12727.0,1381.0,7288.0,4322.0,31384.0,50337.0
DK,2021-06-13,2874.0,5462.0,11697.0,1313.0,9210.0,3824.0,28396.0,44159.0
DK,2021-06-14,8927.0,4998.0,10521.0,1032.0,6485.0,3890.0,24117.0,36279.0
DK,2021-06-15,10036.0,5193.0,9792.0,685.0,9133.0,3752.0,9850.0,21040.0
DK,2021-06-16,9428.0,3350.0,12147.0,582.0,10035.0,3716.0,6532.0,7747.0
DK,2021-06-17,9807.0,5066.0,11677.0,1180.0,9476.0,4250.0,28109.0,24848.0
DK,2021-06-18,8637.0,5173.0,11498.0,1126.0,7596.0,4226.0,18052.0,9131.0
DK,2021-06-19,5991.0,4532.0,10122.0,1019.0,7623.0,3940.0,15537.0,16815.0
DK,2021-06-20,5390.0,4246.0,10055.0,941.0,4736.0,3918.0,20490.0,27300.0
DK,2021-06-21,5874.0,4776.0,8836.0,737.0,3974.0,3858.0,15101.0,17555.0
DK,2021-06-22,5542.0,3699.0,8823.0,726.0,6344.0,3836.0,21477.0,16353.0
DK,2021-06-23,6869.0,3309.0,10133.0,516.0,6382.0,3863.0,5276.0,6685.0
DK,2021-06-24,7679.0,3831.0,19724.0,475.0,8060.0,3855.0,2219.0,8016.0
DK,2021-06-25,6584.0,3494.0,19449.0,466.0,7446.0,3778.0,2967.0,5946.0
DK,2021-06-26,495.0,2853.0,12737.0,414.0,5625.0,3890.0,2428.0,7371.0
DK,2021-06-27,232.0,2993.0,10854.0,416.0,7293.0,3702.0,3585.0,14165.0
DK,2021-06-28,764.0,3870.0,14276.0,379.0,9831.0,3386.0,2403.0,8626.0
DK,2021-06-29,909.0,3225.0,17961.0,616.0,6957.0,3066.0,7612.0,6291.0
DK,2021-06-30,930.0,5008.0,21691.0,1021.0,4616.0,3261.0,10829.0,11251.0
DK,2021-07-01,503.0,5523.0,17935.0,1140.0,7168.0,3506.0,22043.0,26748.0
DK,2021-07-02,703.0,5770.0,17322.0,1109.0,4579.0,3726.0,14280.0,8434.0
DK,2021-07-03,322.0,2783.0,12984.0,463.0,3052.0,3467.0,4737.0,4837.0
DK,2021-07-04,455.0,2508.0,12438.0,392.0,6686.0,3468.0,772.0,3146.0
DK,2021-07-05,917.0,3249.0,19542.0,617.0,5340.0,3488.0,7623.0,10913.0
DK,2021-07-06,559.0,3540.0,14556.0,699.0,5098.0,3490.0,21731.0,22033.0
DK,2021-07-07,1698.0,3324.0,15756.0,588.0,7890.0,3407.0,18841.0,24980.0
DK,2021-07-08,598.0,3149.0,20893.0,539.0,7467.0,3459.0,6628.0,8092.0
DK,2021-07-09,565.0,3379.0,20067.0,711.0,6205.0,3563.0,8498.0,5911.0
DK,2021-07-10,434.0,5595.0,18047.0,1411.0,5187.0,3882.0,23598.0,25257.0
DK,2021-07-11,146.0,2258.0,13532.0,418.0,8306.0,3595.0,4142.0,7197.0
DK,2021-07-12,323.0,5248.0,21980.0,1103.0,8628.0,4037.0,23366.0,20582.0
DK,2021-07-13,279.0,3591.0,23055.0,754.0,7919.0,3761.0,10194.0,12045.0
DK,2021-07-14,181.0,3083.0,19009.0,733.0,7823.0,3752.0,8932.0,5770.0
DK,2021-07-15,1275.0,1985.0,10244.0,394.0,8849.0,3633.0,12186.0,8935.0
DK,2021-07-16,3716.0,2436.0,10145.0,446.0,9419.0,3766.0,11876.0,9588.0
DK,2021-07-17,143.0,2339.0,9068.0,437.0,9665.0,3892.0,19775.0,33452.0
DK,2021-07-18,140.0,1932.0,6129.0,390.0,7396.0,3753.0,36703.0,49384.0
DK,2021-07-19,169.0,2451.0,8548.0,430.0,8519.0,3693.0,19834.0,20783.0
DK,2021-07-20,156.0,2497.0,9228.0,410.0,6071.0,3831.0,23667.0,37209.0
DK,2021-07-21,138.0,2765.0,11989.0,422.0,5443.0,3948.0,11630.0,12239.0
DK,2021-07-22,152.0,3279.0,16594.0,437.0,7015.0,3943.0,6510.0,10307.0
DK,2021-07-23,148.0,3549.0,15280.0,421.0,6656.0,3999.0,2341.0,4740.0
DK,2021-07-24,148.0,2718.0,11885.0,412.0,8778.0,3961.0,9324.0,12282.0
DK,2021-07-25,148.0,2458.0,10046.0,406.0,4581.0,3774.0,32926.0,35114.0
DK,2021-07-26,144.0,3142.0,14897.0,421.0,4834.0,3763.0,7574.0,11504.0
DK,2021-07-27,180.0,2803.0,15046.0,415.0,6435.0,3649.0,4815.0,7729.0
DK,2021-07-28,202.0,3210.0,7689.0,417.0,5837.0,3651.0,12702.0,18784.0
DK,2021-07-29,155.0,2298.0,6519.0,407.0,5442.0,3637.0,33052.0,41088.0
DK,2021-07-30,155.0,3071.0,9393.0,503.0,6060.0,3869.0,34556.0,42472.0
DK,2021-07-31,402.0,2640.0,7189.0,403.0,4729.0,3782.0,26151.0,27989.0
DK,2021-08-01,455.0,2772.0,6939.0,517.0,6769.0,3678.0,28008.0,43393.0
DK,2021-08-02,676.0,3411.0,7174.0,554.0,7203.0,3731.0,29361.0,26865.0
DK,2021-08-03,889.0,4424.0,7047.0,514.0,6312.0,3908.0,9381.0,17779.0
DK,2021-08-04,929.0,3818.0,7915.0,516.0,6994.0,3841.0,1254.0,3523.0
DK,2021-08-05,910.0,3620.0,8122.0,542.0,6702.0,3485.0,8002.0,8930.0
DK,2021-08-06,615.0,3437.0,7169.0,539.0,7304.0,3604.0,27281.0,38404.0
DK,2021-08-07,850.0,2927.0,8007.0,470.0,5497.0,3871.0,11739.0,17814.0
DK,2021-08-08,487.0,2403.0,7130.0,419.0,5122.0,3926.0,17838.0,17533.0
DK,2021-08-09,914.0,3206.0,7196.0,459.0,5023.0,3933.0,24312.0,25634.0
DK,2021-08-10,4579.0,3905.0,7986.0,485.0,5477.0,3933.0,7098.0,8735.0
DK,2021-08-11,3212.0,3581.0,7656.0,683.0,7409.0,3968.0,7485.0,12092.0
DK,2021-08-12,2445.0,3416.0,7650.0,431.0,6880.0,3940.0,7613.0,11735.0
DK,2021-08-13,4429.0,2993.0,7105.0,435.0,5537.0,4005.0,19896.0,27206.0
DK,2021-08-14,6203.0,2354.0,6448.0,422.0,4969.0,3773.0,38590.0,51086.0
DK,2021-08-15,3167.0,2781.0,7337.0,399.0,5497.0,3632.0,25183.0,27706.0
DK,2021-08-16,5949.0,2878.0,7406.0,457.0,3347.0,3567.0,19630.0,15361.0
DK,2021-08-17,6851.0,2615.0,5490.0,384.0,6100.0,3598.0,40635.0,49157.0
DK,2021-08-18,6182.0,2679.0,5539.0,375.0,3088.0,3597.0,43326.0,56546.0
DK,2021-08-19,7623.0,3425.0,11118.0,462.0,5626.0,3662.0,35407.0,50837.0
DK,2021-08-20,8184.0,4007.0,15992.0,512.0,5251.0,3684.0,14134.0,23349.0
DK,2021-08-21,4992.0,3005.0,13964.0,456.0,6568.0,3691.0,3472.0,7398.0
DK,2021-08-22,3269.0,3044.0,12460.0,423.0,7220.0,3649.0,7519.0,8196.0
DK,2021-08-23,6733.0,3904.0,14681.0,555.0,7753.0,3473.0,5101.0,6228.0
DK,2021-08-24,6515.0,3434.0,14615.0,474.0,7522.0,3185.0,2136.0,7966.0
DK,2021-08-25,6888.0,2674.0,10087.0,440.0,3722.0,3582.0,38311.0,49685.0
DK,2021-08-26,7579.0,3006.0,10388.0,461.0,3037.0,3582.0,36304.0,46931.0
DK,2021-08-27,7039.0,3039.0,11845.0,483.0,3526.0,3490.0,32757.0,52235.0
DK,2021-08-28,7913.0,3175.0,10350.0,548.0,2720.0,3725.0,33396.0,34865.0
DK,2021-08-29,8984.0,3312.0,12760.0,513.0,3653.0,3518.0,23913.0,20931.0
DK,2021-08-30,9179.0,3510.0,16147.0,544.0,7043.0,3836.0,16240.0,15869.0
DK,2021-08-31,9247.0,3973.0,16685.0,595.0,7622.0,3487.0,10572.0,6668.0
DK,2021-09-01,8823.0,4223.0,17889.0,574.0,7247.0,3783.0,6333.0,7172.0
DK,2021-09-02,7439.0,3613.0,16556.0,546.0,6207.0,3822.0,6158.0,11489.0
DK,2021-09-03,8538.0,3748.0,15727.0,580.0,7529.0,3812.0,25435.0,24440.0
DK,2021-09-04,7630.0,3354.0,15473.0,564.0,7416.0,3577.0,11370.0,11417.0
DK,2021-09-05,6471.0,2792.0,13984.0,455.0,7447.0,3283.0,14782.0,12074.0
DK,2021-09-06,8283.0,3599.0,17044.0,460.0,4017.0,3224.0,2153.0,3866.0
DK,2021-09-07,8109.0,3481.0,17144.0,449.0,4752.0,3257.0,2534.0,5690.0
DK,2021-09-08,9357.0,2829.0,16581.0,505.0,6012.0,3178.0,4415.0,6744.0
DK,2021-09-09,10127.0,3196.0,17049.0,442.0,8616.0,2985.0,4509.0,5493.0
DK,2021-09-10,9816.0,3499.0,17823.0,457.0,4029.0,2969.0,3966.0,5571.0
DK,2021-09-11,8603.0,3014.0,16841.0,453.0,4198.0,3007.0,8845.0,8373.0
DK,2021-09-12,9071.0,3042.0,13561.0,562.0,5359.0,3049.0,27717.0,36920.0
DK,2021-09-13,10326.0,4634.0,25364.0,681.0,4253.0,3125.0,15630.0,11185.0
DK,2021-09-14,10698.0,4810.0,19036.0,657.0,4790.0,3252.0,1678.0,2944.0
DK,2021-09-15,12125.0,3658.0,16474.0,621.0,1391.0,2944.0,26080.0,26259.0
DK,2021-09-16,15217.0,3787.0,15019.0,640.0,3093.0,2980.0,21012.0,24647.0
DK,2021-09-17,16080.0,4624.0,16325.0,601.0,2183.0,2993.0,24876.0,28794.0
DK,2021-09-18,17374.0,4784.0,18229.0,638.0,2324.0,2955.0,19071.0,10794.0
DK,2021-09-19,16866.0,3944.0,12925.0,614.0,3922.0,3111.0,21359.0,14386.0
DK,2021-09-20,17442.0,6358.0,18719.0,635.0,4627.0,3456.0,7341.0,5174.0
DK,2021-09-21,16489.0,5429.0,16476.0,579.0,2661.0,3495.0,18133.0,21817.0
DK,2021-09-22,14848.0,4818.0,14013.0,535.0,6942.0,3172.0,20406.0,27644.0
DK,2021-09-23,7879.0,2909.0,9679.0,682.0,2262.0,2924.0,40133.0,57324.0
DK,2021-09-24,9194.0,3100.0,11152.0,673.0,2385.0,3440.0,37942.0,43437.0
DK,2021-09-25,14446.0,3714.0,16070.0,683.0,6554.0,3814.0,17448.0,25528.0
DK,2021-09-26,15501.0,3874.0,18935.0,777.0,3959.0,3812.0,15494.0,13691.0
DK,2021-09-27,15894.0,3670.0,16039.0,708.0,1487.0,3725.0,30655.0,26983.0
DK,2021-09-28,19310.0,4507.0,17142.0,721.0,5535.0,3956.0,10386.0,8849.0
DK,2021-09-29,14988.0,4469.0,8178.0,800.0,3066.0,3998.0,22577.0,20517.0
DK,2021-09-30,10436.0,3217.0,6404.0,786.0,2391.0,3923.0,35878.0,29805.0
DK,2021-10-01,10821.0,3244.0,6620.0,634.0,2489.0,3962.0,41595.0,44456.0
DK,2021-10-02,16262.0,4097.0,8940.0,778.0,2976.0,4129.0,23569.0,13313.0
DK,2021-10-03,8241.0,2474.0,3140.0,486.0,1504.0,3909.0,33538.0,37059.0
DK,2021-10-04,15425.0,4834.0,7074.0,1226.0,1445.0,3629.0,30016.0,21574.0
DK,2021-10-05,16489.0,6658.0,8097.0,942.0,2185.0,3236.0,29934.0,19299.0
DK,2021-10-06,22209.0,6982.0,10611.0,1185.0,3659.0,3398.0,11887.0,8086.0
DK,2021-10-07,22907.0,9688.0,11283.0,1263.0,5155.0,3919.0,3502.0,8727.0
