Country,Timestamp,Hydro Water Reservoir,Nuclear,Other,Wind Onshore
SE,2020-10-25,159954.0,133838.0,20738.0,114515.0
SE,2020-10-26,217112.0,128201.0,20878.0,51098.0
SE,2020-10-27,210709.0,128858.0,19668.0,69940.0
SE,2020-10-28,183523.0,138985.0,18536.0,101111.0
SE,2020-10-29,212993.0,139853.0,17280.0,61925.0
SE,2020-10-30,231692.0,139804.0,18361.0,28673.0
SE,2020-10-31,200977.0,139620.0,15412.0,48539.0
SE,2020-11-01,150431.0,130742.0,16255.0,136769.0
SE,2020-11-02,154477.0,123336.0,14700.0,179595.0
SE,2020-11-03,175530.0,131187.0,17375.0,121531.0
SE,2020-11-04,196356.0,122053.0,16412.0,136062.0
SE,2020-11-05,170219.0,113027.0,15429.0,179807.0
SE,2020-11-06,192460.0,119968.0,19734.0,128926.0
SE,2020-11-07,203492.0,110328.0,15273.0,112768.0
SE,2020-11-08,226214.0,121214.0,17560.0,56555.0
SE,2020-11-09,243550.0,118167.0,24497.0,58928.0
SE,2020-11-10,259895.0,112479.0,27580.0,18960.0
SE,2020-11-11,265410.0,116106.0,25682.0,18905.0
SE,2020-11-12,257685.0,124688.0,25910.0,41441.0
SE,2020-11-13,246264.0,124274.0,25456.0,56017.0
SE,2020-11-14,226860.0,120832.0,17850.0,72296.0
SE,2020-11-15,194833.0,110582.0,16284.0,111056.0
SE,2020-11-16,196794.0,116043.0,19790.0,138685.0
SE,2020-11-17,196150.0,117101.0,17769.0,132217.0
SE,2020-11-18,189206.0,118323.0,17874.0,140880.0
SE,2020-11-19,182579.0,136260.0,18084.0,165535.0
SE,2020-11-20,211039.0,126957.0,25186.0,129676.0
SE,2020-11-21,189785.0,117619.0,16428.0,159277.0
SE,2020-11-22,154275.0,112403.0,15916.0,179325.0
SE,2020-11-23,204986.0,122486.0,19290.0,150091.0
SE,2020-11-24,244353.0,115010.0,17974.0,75034.0
SE,2020-11-25,227420.0,118739.0,20044.0,104846.0
SE,2020-11-26,231964.0,124955.0,23789.0,94799.0
SE,2020-11-27,264773.0,128116.0,24925.0,28775.0
SE,2020-11-28,263117.0,128123.0,24437.0,26021.0
SE,2020-11-29,256648.0,124885.0,25371.0,25224.0
SE,2020-11-30,251959.0,109601.0,30422.0,54422.0
SE,2020-12-01,241311.0,106423.0,29264.0,57070.0
SE,2020-12-02,217992.0,120326.0,29448.0,97217.0
SE,2020-12-03,218201.0,124457.0,28325.0,121929.0
SE,2020-12-04,234229.0,128808.0,27748.0,69662.0
SE,2020-12-05,237848.0,140519.0,23756.0,33842.0
SE,2020-12-06,224930.0,143560.0,22932.0,38166.0
SE,2020-12-07,228107.0,142286.0,25795.0,75617.0
SE,2020-12-08,247250.0,129292.0,27915.0,58888.0
SE,2020-12-09,242591.0,129381.0,27737.0,63157.0
SE,2020-12-10,260141.0,129418.0,26765.0,53523.0
SE,2020-12-11,269191.0,126270.0,26922.0,37077.0
SE,2020-12-12,262913.0,113232.0,26384.0,26018.0
SE,2020-12-13,268231.0,117433.0,26908.0,10630.0
SE,2020-12-14,253350.0,128192.0,28139.0,42550.0
SE,2020-12-15,244816.0,147431.0,28390.0,49408.0
SE,2020-12-16,250325.0,150818.0,26825.0,46500.0
SE,2020-12-17,248347.0,153534.0,26712.0,53370.0
SE,2020-12-18,247005.0,155655.0,25515.0,53802.0
SE,2020-12-19,221369.0,155524.0,22423.0,73575.0
SE,2020-12-20,188866.0,155534.0,21718.0,105899.0
SE,2020-12-21,219024.0,155435.0,25461.0,85811.0
SE,2020-12-22,224235.0,154410.0,25108.0,78423.0
SE,2020-12-23,240536.0,168901.0,24465.0,74665.0
SE,2020-12-24,223788.0,176984.0,21614.0,85035.0
SE,2020-12-25,246275.0,176767.0,22985.0,74530.0
SE,2020-12-26,244239.0,176820.0,21950.0,56090.0
SE,2020-12-27,140204.0,162516.0,19602.0,167771.0
SE,2020-12-28,209695.0,176446.0,25142.0,134496.0
SE,2020-12-29,250573.0,177163.0,26930.0,70562.0
SE,2020-12-30,271098.0,177087.0,25995.0,43794.0
SE,2020-12-31,273775.0,172569.0,26123.0,29258.0
