,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2022-01-01 00:00:00+01:00,373.0,2642.0,28.0,,203.0,1077.0,,5863.0,2190.0,,39523.0,0.0,262.0,3153.0
2022-01-01 01:00:00+01:00,378.0,2609.0,28.0,,211.0,914.0,,5768.0,1903.0,,38466.0,0.0,269.0,3177.0
2022-01-01 02:00:00+01:00,374.0,2502.0,29.0,,212.0,,183.0,5580.0,1350.0,,37836.0,0.0,270.0,3050.0
2022-01-01 03:00:00+01:00,372.0,2506.0,28.0,,214.0,,1845.0,5466.0,573.0,,36816.0,0.0,270.0,3133.0
2022-01-01 04:00:00+01:00,367.0,2509.0,29.0,,215.0,,2844.0,5474.0,517.0,,36359.0,0.0,269.0,3403.0
2022-01-01 05:00:00+01:00,364.0,2512.0,28.0,,215.0,,3395.0,5435.0,530.0,,36759.0,0.0,263.0,3610.0
2022-01-01 06:00:00+01:00,359.0,2510.0,29.0,,215.0,,3695.0,5487.0,609.0,,37298.0,0.0,264.0,3747.0
2022-01-01 07:00:00+01:00,357.0,2652.0,28.0,,214.0,,3287.0,5490.0,625.0,,37624.0,0.0,260.0,4056.0
2022-01-01 08:00:00+01:00,358.0,2656.0,28.0,,214.0,,3003.0,5469.0,604.0,,39311.0,244.0,263.0,4531.0
2022-01-01 09:00:00+01:00,359.0,2645.0,28.0,,214.0,,2980.0,5674.0,599.0,,39731.0,962.0,260.0,4837.0
2022-01-01 10:00:00+01:00,360.0,2653.0,28.0,,215.0,,2811.0,5713.0,585.0,,40138.0,2410.0,259.0,4843.0
2022-01-01 11:00:00+01:00,356.0,2656.0,28.0,,215.0,,2639.0,5682.0,882.0,,40756.0,3698.0,245.0,4583.0
2022-01-01 12:00:00+01:00,359.0,2686.0,28.0,,215.0,,1901.0,5763.0,1288.0,,40987.0,4270.0,237.0,3890.0
2022-01-01 13:00:00+01:00,359.0,2647.0,28.0,,215.0,,1386.0,5773.0,1256.0,,40832.0,4332.0,236.0,3230.0
2022-01-01 14:00:00+01:00,358.0,2593.0,28.0,,215.0,,217.0,5666.0,1419.0,,41010.0,3567.0,236.0,2835.0
2022-01-01 15:00:00+01:00,361.0,2589.0,28.0,,215.0,480.0,,5690.0,1562.0,,41079.0,2174.0,248.0,2577.0
2022-01-01 16:00:00+01:00,361.0,2605.0,28.0,,215.0,1005.0,,5763.0,1761.0,,41186.0,801.0,231.0,3050.0
2022-01-01 17:00:00+01:00,362.0,2611.0,29.0,,215.0,1805.0,,6023.0,2258.0,,41689.0,244.0,234.0,3901.0
2022-01-01 18:00:00+01:00,362.0,2596.0,29.0,,215.0,2225.0,,6250.0,2804.0,,42120.0,0.0,239.0,4718.0
2022-01-01 19:00:00+01:00,361.0,2587.0,29.0,,215.0,1828.0,,6361.0,2520.0,,41944.0,0.0,241.0,4918.0
2022-01-01 20:00:00+01:00,359.0,2625.0,29.0,,214.0,1437.0,,6177.0,2360.0,,41423.0,0.0,241.0,4905.0
2022-01-01 21:00:00+01:00,360.0,2734.0,28.0,,214.0,586.0,,6067.0,1937.0,,41202.0,0.0,240.0,5112.0
2022-01-01 22:00:00+01:00,357.0,2839.0,28.0,,215.0,701.0,,6060.0,1558.0,,41137.0,0.0,242.0,4990.0
2022-01-01 23:00:00+01:00,358.0,2878.0,28.0,,214.0,446.0,,5966.0,1498.0,,40962.0,0.0,244.0,5052.0
2022-01-02 00:00:00+01:00,357.0,2880.0,28.0,,215.0,,179.0,5863.0,933.0,,39542.0,0.0,238.0,5006.0
2022-01-02 01:00:00+01:00,356.0,2890.0,27.0,,215.0,,2011.0,5864.0,647.0,,38995.0,0.0,238.0,5152.0
2022-01-02 02:00:00+01:00,357.0,2896.0,25.0,,215.0,,2939.0,5650.0,381.0,,38876.0,0.0,238.0,5403.0
2022-01-02 03:00:00+01:00,362.0,2885.0,26.0,,214.0,,3240.0,5518.0,365.0,,36483.0,0.0,238.0,5644.0
2022-01-02 04:00:00+01:00,360.0,2873.0,27.0,,214.0,,3567.0,5409.0,407.0,,36083.0,0.0,238.0,6299.0
2022-01-02 05:00:00+01:00,363.0,2865.0,26.0,,214.0,,3713.0,5409.0,434.0,,36077.0,0.0,233.0,7041.0
2022-01-02 06:00:00+01:00,361.0,2832.0,27.0,,214.0,,3478.0,5464.0,440.0,,36026.0,0.0,235.0,7985.0
2022-01-02 07:00:00+01:00,361.0,2762.0,28.0,,214.0,,3478.0,5394.0,415.0,,35977.0,0.0,235.0,8643.0
2022-01-02 08:00:00+01:00,359.0,2650.0,29.0,,214.0,,3085.0,5413.0,471.0,,36817.0,263.0,235.0,8979.0
2022-01-02 09:00:00+01:00,359.0,2658.0,29.0,,215.0,,2362.0,5582.0,631.0,,37924.0,623.0,234.0,9171.0
