,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2020-02-29,13347.0,3715.0,11681.0,572.0,614.0,3278.0,33543.0,52196.0
2020-03-01,11090.0,4577.0,13728.0,793.0,1653.0,3089.0,34635.0,70024.0
2020-03-02,15614.0,10264.0,22137.0,941.0,2522.0,4178.0,13069.0,19904.0
2020-03-03,16956.0,11510.0,22636.0,1077.0,1062.0,4208.0,5242.0,12382.0
2020-03-04,15626.0,10881.0,22251.0,913.0,2538.0,4820.0,7750.0,14042.0
2020-03-05,14670.0,10163.0,21098.0,1068.0,2487.0,4831.0,4099.0,6571.0
2020-03-06,15198.0,9709.0,21046.0,951.0,1386.0,3858.0,19037.0,31005.0
2020-03-07,14140.0,8722.0,16568.0,917.0,2856.0,4385.0,9969.0,18384.0
2020-03-08,9715.0,3313.0,12364.0,617.0,924.0,3475.0,35033.0,74143.0
2020-03-09,12074.0,10605.0,21460.0,957.0,1714.0,4942.0,10307.0,15048.0
2020-03-10,9810.0,3720.0,13978.0,624.0,598.0,3790.0,30409.0,39562.0
2020-03-11,9191.0,3827.0,15330.0,749.0,4128.0,3698.0,31927.0,59440.0
2020-03-12,9555.0,3416.0,12601.0,635.0,2469.0,2957.0,28866.0,63396.0
2020-03-13,10977.0,4332.0,12686.0,546.0,2557.0,2887.0,29471.0,38755.0
2020-03-14,12954.0,7251.0,16660.0,677.0,4833.0,3746.0,15281.0,20614.0
2020-03-15,10449.0,2692.0,11485.0,469.0,912.0,2709.0,34254.0,64653.0
2020-03-16,11073.0,8209.0,17547.0,1210.0,2546.0,3977.0,15063.0,23191.0
2020-03-17,9349.0,4545.0,12133.0,626.0,1967.0,3759.0,21924.0,44477.0
2020-03-18,10227.0,4902.0,12483.0,568.0,1311.0,3510.0,22410.0,38357.0
2020-03-19,10345.0,6515.0,14656.0,711.0,4337.0,3995.0,9644.0,21836.0
2020-03-20,9668.0,6676.0,15076.0,738.0,4684.0,4198.0,18774.0,26193.0
2020-03-21,10666.0,4128.0,12857.0,575.0,5353.0,3267.0,9615.0,13976.0
2020-03-22,10402.0,3908.0,13026.0,605.0,4341.0,3352.0,15152.0,19712.0
2020-03-23,11777.0,4786.0,12599.0,757.0,5558.0,3535.0,26214.0,25289.0
2020-03-24,10156.0,3435.0,12357.0,1278.0,5023.0,3043.0,28787.0,36192.0
2020-03-25,10183.0,5053.0,13659.0,824.0,5620.0,2988.0,19772.0,28504.0
2020-03-26,11494.0,5883.0,16997.0,825.0,5601.0,3369.0,5140.0,9839.0
2020-03-27,9953.0,6371.0,14538.0,776.0,5524.0,3031.0,5055.0,7233.0
2020-03-28,8082.0,3406.0,14350.0,632.0,4806.0,2680.0,18790.0,28309.0
2020-03-29,9060.0,2687.0,10041.0,616.0,5848.0,2372.0,26853.0,55097.0
2020-03-30,11301.0,5687.0,10045.0,771.0,5496.0,3241.0,23803.0,33201.0
2020-03-31,10944.0,5725.0,10449.0,764.0,4754.0,3254.0,12984.0,31933.0
2020-04-01,9660.0,3728.0,9124.0,724.0,2686.0,2789.0,33684.0,58231.0
2020-04-02,8840.0,3424.0,8664.0,685.0,2346.0,2441.0,33663.0,62183.0
2020-04-03,10412.0,4470.0,10255.0,727.0,5192.0,2907.0,28615.0,55799.0
2020-04-04,10123.0,6032.0,12654.0,846.0,3734.0,4025.0,12710.0,15873.0
2020-04-05,6949.0,3549.0,7967.0,631.0,6172.0,2940.0,18298.0,27240.0
2020-04-06,8051.0,4546.0,8625.0,789.0,6261.0,3240.0,25273.0,29108.0
2020-04-07,7466.0,5602.0,8972.0,791.0,6311.0,3831.0,12271.0,17327.0
2020-04-08,7098.0,4933.0,8977.0,802.0,5581.0,3707.0,11717.0,15109.0
2020-04-09,6318.0,3694.0,8006.0,698.0,6426.0,3157.0,16511.0,32936.0
2020-04-10,8076.0,4853.0,9063.0,784.0,6024.0,3211.0,5698.0,13894.0
2020-04-11,8124.0,4401.0,8082.0,670.0,2645.0,3184.0,10680.0,15631.0
2020-04-12,5570.0,3563.0,8480.0,625.0,5590.0,3307.0,19553.0,44181.0
2020-04-13,5567.0,2916.0,8311.0,624.0,6156.0,2289.0,21402.0,55811.0
2020-04-14,9429.0,4785.0,8943.0,815.0,6022.0,2921.0,25061.0,35238.0
2020-04-15,6580.0,2997.0,8135.0,728.0,5616.0,2597.0,29429.0,54908.0
2020-04-16,6320.0,3457.0,8286.0,660.0,6464.0,3138.0,21299.0,39251.0
2020-04-17,7926.0,5377.0,8074.0,789.0,6703.0,3539.0,5363.0,7587.0
2020-04-18,7373.0,4587.0,8799.0,770.0,6602.0,3649.0,7377.0,9121.0
2020-04-19,6508.0,3683.0,8249.0,707.0,6764.0,3699.0,6622.0,10697.0
2020-04-20,10410.0,5787.0,8577.0,699.0,6863.0,4018.0,4508.0,7143.0
2020-04-21,10319.0,3835.0,8394.0,661.0,7099.0,3505.0,15371.0,20097.0
2020-04-22,8285.0,4236.0,8259.0,722.0,7060.0,3881.0,8506.0,12257.0
2020-04-23,6727.0,4413.0,8178.0,713.0,6876.0,4292.0,2273.0,6486.0
2020-04-24,5338.0,3382.0,7647.0,645.0,6070.0,4020.0,19990.0,24675.0
2020-04-25,7491.0,4597.0,8088.0,650.0,5928.0,4016.0,7356.0,10330.0
2020-04-26,7208.0,5194.0,8815.0,663.0,3487.0,4016.0,4279.0,7836.0
2020-04-27,9042.0,6613.0,8954.0,642.0,2948.0,4040.0,4260.0,9487.0
2020-04-28,7763.0,7134.0,8650.0,704.0,4997.0,3998.0,2310.0,6666.0
2020-04-29,8614.0,6302.0,8580.0,727.0,2128.0,3955.0,10854.0,22469.0
2020-04-30,9226.0,6889.0,12076.0,852.0,1577.0,4098.0,20155.0,37423.0
2020-05-01,8341.0,4515.0,7487.0,691.0,3453.0,2861.0,6676.0,10791.0
2020-05-02,5620.0,5210.0,7318.0,744.0,3913.0,3145.0,3944.0,8109.0
2020-05-03,5144.0,3759.0,7364.0,703.0,6358.0,3139.0,12859.0,29598.0
2020-05-04,3914.0,5024.0,10447.0,679.0,7408.0,3699.0,18720.0,22152.0
2020-05-05,4566.0,4950.0,9549.0,780.0,6965.0,3513.0,13573.0,15903.0
2020-05-06,4447.0,3991.0,7922.0,703.0,7130.0,3399.0,23624.0,43139.0
2020-05-07,4216.0,4807.0,9743.0,815.0,7042.0,3369.0,15077.0,23422.0
2020-05-08,5357.0,5119.0,8036.0,737.0,7401.0,4113.0,10562.0,23235.0
2020-05-09,5055.0,4881.0,7306.0,698.0,6872.0,4421.0,2519.0,5227.0
2020-05-10,4358.0,2922.0,8223.0,598.0,4750.0,3357.0,18900.0,28639.0
2020-05-11,4604.0,3631.0,9766.0,725.0,7646.0,3539.0,28145.0,31629.0
2020-05-12,6574.0,4124.0,10530.0,751.0,5549.0,3591.0,23961.0,40516.0
2020-05-13,7527.0,5563.0,8051.0,792.0,7060.0,4284.0,9006.0,10004.0
2020-05-14,7694.0,3732.0,8391.0,763.0,7073.0,3966.0,22372.0,37562.0
2020-05-15,5937.0,3849.0,9445.0,670.0,5343.0,3784.0,31039.0,52042.0
2020-05-16,5153.0,3688.0,9526.0,579.0,4839.0,3423.0,34494.0,67663.0
2020-05-17,4208.0,3598.0,6525.0,599.0,4452.0,3283.0,31229.0,58960.0
2020-05-18,5519.0,6449.0,6822.0,633.0,2297.0,3929.0,18173.0,21685.0
2020-05-19,5995.0,4150.0,7356.0,597.0,6854.0,4247.0,16489.0,32668.0
2020-05-20,5875.0,6661.0,11591.0,596.0,7553.0,4447.0,639.0,5187.0
2020-05-21,5087.0,4137.0,6985.0,570.0,7292.0,4245.0,675.0,3219.0
2020-05-22,5377.0,3612.0,6803.0,591.0,3946.0,3936.0,24041.0,39623.0
2020-05-23,4039.0,3364.0,6735.0,552.0,5860.0,3299.0,21932.0,34337.0
2020-05-24,4034.0,2177.0,6239.0,355.0,3039.0,2979.0,19276.0,49347.0
2020-05-25,6512.0,4140.0,6585.0,446.0,6237.0,3858.0,17321.0,22413.0
2020-05-26,8568.0,4132.0,7551.0,507.0,7164.0,4387.0,695.0,3874.0
2020-05-27,8375.0,5335.0,6777.0,486.0,6223.0,4298.0,13507.0,30597.0
2020-05-28,8656.0,3816.0,6795.0,458.0,8222.0,4301.0,10179.0,16554.0
2020-05-29,6488.0,3913.0,6654.0,412.0,8206.0,4299.0,1393.0,4451.0
2020-05-30,4610.0,2909.0,6579.0,404.0,7830.0,4213.0,7224.0,12481.0
2020-05-31,4509.0,2812.0,6624.0,409.0,8048.0,3838.0,7747.0,15745.0
2020-06-01,3446.0,3771.0,2964.0,596.0,8946.0,3896.0,2297.0,5155.0
2020-06-02,5915.0,4156.0,7725.0,515.0,8089.0,3960.0,1455.0,4036.0
2020-06-03,5899.0,3429.0,9663.0,427.0,10027.0,4038.0,8224.0,7508.0
2020-06-04,606.0,3858.0,8325.0,1411.0,3728.0,3880.0,15307.0,29877.0
2020-06-05,3504.0,3457.0,6586.0,478.0,6489.0,3700.0,16253.0,25626.0
2020-06-06,2685.0,2190.0,7204.0,443.0,6084.0,2999.0,21776.0,35947.0
2020-06-07,2838.0,2894.0,7844.0,444.0,5945.0,3275.0,9848.0,12149.0
2020-06-08,5918.0,3926.0,8085.0,432.0,6647.0,3289.0,4086.0,6599.0
2020-06-09,5804.0,3787.0,8172.0,530.0,5979.0,3238.0,1347.0,3681.0
2020-06-10,5631.0,4370.0,8074.0,513.0,7122.0,2960.0,5668.0,6959.0
2020-06-11,780.0,3662.0,6977.0,664.0,6752.0,2369.0,24665.0,35637.0
2020-06-12,741.0,2842.0,7321.0,455.0,2389.0,2832.0,24380.0,33823.0
2020-06-13,862.0,3476.0,8707.0,555.0,3505.0,3577.0,22883.0,30222.0
2020-06-14,394.0,3237.0,7872.0,636.0,9168.0,3502.0,23508.0,35266.0
2020-06-15,6053.0,4474.0,7177.0,552.0,9158.0,3307.0,4162.0,5417.0
2020-06-16,5190.0,3530.0,8387.0,917.0,8625.0,3375.0,2927.0,5100.0
2020-06-17,4134.0,2686.0,7345.0,862.0,7193.0,2995.0,2846.0,2960.0
2020-06-18,3745.0,3398.0,7135.0,359.0,7504.0,3049.0,2785.0,5001.0
2020-06-19,3679.0,2527.0,6980.0,358.0,2906.0,3506.0,4455.0,6507.0
2020-06-20,427.0,2592.0,6628.0,374.0,2966.0,3771.0,13458.0,18963.0
2020-06-21,166.0,2362.0,6637.0,357.0,7964.0,3640.0,5400.0,6051.0
2020-06-22,4633.0,4008.0,6184.0,407.0,8050.0,3657.0,9257.0,23152.0
2020-06-23,5867.0,3416.0,9085.0,533.0,9136.0,3504.0,4815.0,9660.0
2020-06-24,5809.0,3782.0,7767.0,2259.0,8791.0,3814.0,789.0,2563.0
2020-06-25,5335.0,3055.0,7089.0,358.0,8874.0,3634.0,7382.0,11763.0
2020-06-26,5856.0,3469.0,8249.0,499.0,8305.0,3577.0,9542.0,15545.0
2020-06-27,384.0,2522.0,7537.0,359.0,6533.0,3318.0,9071.0,10830.0
2020-06-28,118.0,2591.0,7482.0,368.0,4534.0,3520.0,16407.0,21838.0
2020-06-29,156.0,3520.0,7896.0,798.0,6814.0,3363.0,16677.0,30887.0
2020-06-30,1135.0,2247.0,6846.0,413.0,5106.0,3080.0,19094.0,41107.0
2020-07-01,239.0,3750.0,10183.0,436.0,5554.0,3510.0,11097.0,24565.0
2020-07-02,194.0,3285.0,7050.0,407.0,7636.0,3424.0,8373.0,23829.0
2020-07-03,170.0,3798.0,6677.0,380.0,4640.0,3332.0,12314.0,19016.0
2020-07-04,139.0,2059.0,5802.0,362.0,2287.0,3149.0,27536.0,32979.0
2020-07-05,176.0,1700.0,6019.0,326.0,4742.0,2729.0,18828.0,47412.0
2020-07-06,284.0,1482.0,5542.0,346.0,6581.0,2463.0,26329.0,46705.0
2020-07-07,524.0,3259.0,7801.0,431.0,6196.0,3304.0,30904.0,45637.0
2020-07-08,826.0,3925.0,8011.0,445.0,6839.0,3489.0,19643.0,34742.0
2020-07-09,938.0,4117.0,7896.0,456.0,7331.0,3598.0,4371.0,11571.0
2020-07-10,2667.0,3667.0,7180.0,470.0,5196.0,3777.0,11971.0,22712.0
2020-07-11,1111.0,2027.0,6103.0,477.0,7162.0,2952.0,28172.0,47737.0
2020-07-12,1637.0,2160.0,6333.0,397.0,5037.0,3182.0,23556.0,41698.0
2020-07-13,763.0,3745.0,7823.0,472.0,6435.0,3788.0,9229.0,17442.0
2020-07-14,899.0,3037.0,8048.0,470.0,3184.0,3751.0,11347.0,14993.0
2020-07-15,971.0,3894.0,8781.0,493.0,5386.0,3691.0,3299.0,6342.0
2020-07-16,832.0,2834.0,8832.0,509.0,6116.0,3492.0,1639.0,5334.0
2020-07-17,690.0,3034.0,7882.0,467.0,7351.0,3448.0,2417.0,6316.0
2020-07-18,587.0,2313.0,8605.0,459.0,5886.0,3342.0,7521.0,13452.0
2020-07-19,159.0,2186.0,8221.0,456.0,3258.0,3290.0,4765.0,7623.0
2020-07-20,527.0,3512.0,7657.0,478.0,7092.0,3280.0,16386.0,30055.0
2020-07-21,621.0,2402.0,7701.0,462.0,7695.0,3292.0,18277.0,40118.0
2020-07-22,878.0,3411.0,8350.0,499.0,7325.0,3490.0,12578.0,31374.0
2020-07-23,747.0,2946.0,8541.0,513.0,4821.0,3662.0,12140.0,14373.0
2020-07-24,605.0,3368.0,7770.0,564.0,4976.0,3619.0,20782.0,32776.0
2020-07-25,192.0,2760.0,8401.0,484.0,5413.0,3618.0,9878.0,12048.0
2020-07-26,383.0,2490.0,7779.0,527.0,0.0,3590.0,18815.0,30455.0
2020-07-27,602.0,3383.0,8057.0,603.0,1248.0,3587.0,16360.0,22385.0
2020-07-28,310.0,2095.0,6488.0,468.0,5535.0,3495.0,29395.0,37308.0
2020-07-29,199.0,2554.0,6786.0,469.0,4398.0,3279.0,33782.0,49960.0
2020-07-30,310.0,2451.0,7494.0,462.0,4901.0,3691.0,25423.0,56778.0
2020-07-31,244.0,3485.0,7725.0,444.0,7719.0,3806.0,6113.0,10405.0
2020-08-01,140.0,2154.0,7128.0,413.0,7287.0,3923.0,15715.0,20566.0
2020-08-02,126.0,2456.0,7357.0,446.0,4779.0,3986.0,7822.0,15385.0
2020-08-03,123.0,3082.0,7324.0,441.0,6847.0,3942.0,6599.0,15637.0
2020-08-04,137.0,2268.0,7123.0,475.0,6982.0,3720.0,6558.0,13434.0
2020-08-05,127.0,1989.0,7201.0,543.0,3275.0,3055.0,20664.0,28744.0
2020-08-06,144.0,3765.0,8667.0,1817.0,6057.0,3216.0,9497.0,11877.0
2020-08-07,144.0,2706.0,8416.0,527.0,8226.0,3387.0,4460.0,6652.0
2020-08-08,141.0,2217.0,8385.0,488.0,7267.0,3390.0,2169.0,5693.0
2020-08-09,171.0,2110.0,8311.0,513.0,7421.0,3191.0,4880.0,4416.0
2020-08-10,167.0,2939.0,8301.0,528.0,7631.0,3265.0,7669.0,8674.0
2020-08-11,142.0,3110.0,8483.0,500.0,7866.0,3245.0,9558.0,12224.0
2020-08-12,3911.0,2350.0,8087.0,505.0,7893.0,2907.0,13200.0,14959.0
2020-08-13,5019.0,2421.0,8097.0,504.0,8122.0,3252.0,5520.0,8161.0
2020-08-14,4978.0,3385.0,10364.0,774.0,8167.0,3276.0,2561.0,4709.0
2020-08-15,266.0,2232.0,7707.0,515.0,6576.0,3364.0,3656.0,2944.0
2020-08-16,144.0,2073.0,7692.0,503.0,6458.0,3236.0,3727.0,7310.0
2020-08-17,4166.0,2604.0,7635.0,808.0,6603.0,3192.0,7302.0,15951.0
2020-08-18,5630.0,3296.0,8015.0,792.0,3874.0,3102.0,1911.0,6082.0
2020-08-19,5091.0,2229.0,7772.0,482.0,5191.0,3234.0,1023.0,2185.0
2020-08-20,4894.0,2715.0,6215.0,635.0,1337.0,3177.0,10311.0,11639.0
2020-08-21,4270.0,2995.0,8208.0,570.0,3081.0,2923.0,21729.0,37303.0
2020-08-22,145.0,2488.0,6996.0,529.0,4736.0,2707.0,26724.0,39545.0
2020-08-23,141.0,2319.0,7260.0,510.0,5195.0,2864.0,22237.0,33922.0
2020-08-24,3659.0,3669.0,7990.0,540.0,4880.0,3194.0,8387.0,12930.0
2020-08-25,3975.0,2199.0,7420.0,532.0,5358.0,3175.0,12483.0,13145.0
2020-08-26,4722.0,2086.0,7391.0,539.0,3085.0,3089.0,16962.0,21836.0
2020-08-27,5312.0,3665.0,7185.0,523.0,3144.0,2793.0,12743.0,17395.0
2020-08-28,4396.0,2693.0,6931.0,521.0,2095.0,3023.0,14351.0,12365.0
2020-08-29,288.0,2622.0,7594.0,496.0,3852.0,2945.0,3716.0,8827.0
2020-08-30,298.0,2673.0,7248.0,511.0,4953.0,2923.0,6583.0,6797.0
2020-08-31,4830.0,3402.0,7952.0,546.0,6288.0,2665.0,5202.0,5680.0
2020-09-01,5310.0,3950.0,7291.0,540.0,6222.0,2663.0,3685.0,5817.0
2020-09-02,5194.0,2823.0,7738.0,522.0,5719.0,2669.0,2697.0,6185.0
2020-09-03,4619.0,3214.0,7672.0,610.0,3199.0,2676.0,17709.0,21694.0
2020-09-04,3774.0,3039.0,7880.0,606.0,3974.0,2702.0,23747.0,38393.0
2020-09-05,568.0,2656.0,7314.0,518.0,4633.0,2552.0,25450.0,31606.0
2020-09-06,1824.0,2927.0,7814.0,581.0,4857.0,2672.0,20874.0,31467.0
2020-09-07,4157.0,3574.0,6553.0,586.0,5035.0,2340.0,19122.0,27776.0
2020-09-08,5435.0,2752.0,3316.0,557.0,3993.0,2079.0,26820.0,37825.0
2020-09-09,4424.0,2784.0,5267.0,557.0,1878.0,2171.0,29128.0,48696.0
2020-09-10,5045.0,3804.0,7521.0,624.0,5061.0,2422.0,21380.0,33144.0
2020-09-11,1698.0,4599.0,7761.0,620.0,2848.0,2778.0,18233.0,25066.0
2020-09-12,438.0,3004.0,7381.0,570.0,2410.0,2926.0,27968.0,39342.0
2020-09-13,1544.0,2739.0,6978.0,569.0,1581.0,2880.0,26009.0,45416.0
2020-09-14,4716.0,4008.0,8092.0,639.0,5366.0,3069.0,9265.0,18517.0
2020-09-15,10671.0,4951.0,8824.0,1536.0,4728.0,3128.0,350.0,1540.0
2020-09-16,9146.0,3018.0,7681.0,501.0,4411.0,3358.0,17840.0,26068.0
2020-09-17,4459.0,3873.0,7369.0,570.0,5655.0,3456.0,7867.0,10839.0
2020-09-18,8948.0,3865.0,7653.0,552.0,5752.0,3623.0,3431.0,11818.0
2020-09-19,3928.0,3646.0,7819.0,602.0,4017.0,3741.0,948.0,2977.0
2020-09-20,6385.0,3623.0,8247.0,591.0,3457.0,3768.0,226.0,1757.0
2020-09-21,10519.0,5099.0,3066.0,715.0,3687.0,3713.0,1251.0,6244.0
2020-09-22,10914.0,4287.0,2933.0,592.0,4457.0,3661.0,2571.0,5432.0
2020-09-23,10041.0,3514.0,2727.0,555.0,3723.0,3592.0,13318.0,15883.0
2020-09-24,6451.0,2933.0,2722.0,786.0,4034.0,3329.0,28038.0,40398.0
2020-09-25,8822.0,5430.0,3033.0,613.0,773.0,3218.0,13784.0,23439.0
2020-09-26,7520.0,2684.0,2636.0,535.0,1256.0,2764.0,15935.0,30808.0
2020-09-27,4766.0,2254.0,2122.0,431.0,2632.0,2798.0,24766.0,43717.0
2020-09-28,9596.0,4897.0,2383.0,486.0,1059.0,3266.0,10708.0,14431.0
2020-09-29,14263.0,4635.0,2462.0,570.0,2878.0,3338.0,6911.0,9553.0
2020-09-30,13881.0,4568.0,4339.0,513.0,2216.0,3303.0,11157.0,10841.0
2020-10-01,10599.0,2534.0,1207.0,210.0,2325.0,2927.0,26664.0,39986.0
2020-10-02,9459.0,3030.0,1514.0,398.0,1386.0,3075.0,26278.0,44466.0
2020-10-03,5516.0,1838.0,2400.0,488.0,1171.0,2490.0,29579.0,70878.0
2020-10-04,4477.0,2306.0,2566.0,520.0,2075.0,3019.0,20861.0,31130.0
2020-10-05,5715.0,4531.0,5025.0,596.0,2798.0,3279.0,23215.0,26121.0
2020-10-06,9102.0,4510.0,7443.0,688.0,1529.0,3081.0,15743.0,16986.0
2020-10-07,8993.0,4897.0,6968.0,651.0,2275.0,2767.0,10602.0,14098.0
2020-10-08,7718.0,3574.0,8378.0,692.0,945.0,2667.0,17683.0,18825.0
2020-10-09,5251.0,5657.0,5858.0,673.0,2577.0,2849.0,21607.0,25116.0
2020-10-10,4572.0,3349.0,4163.0,518.0,2632.0,3125.0,15147.0,19757.0
2020-10-11,5948.0,4332.0,5992.0,543.0,2718.0,3401.0,11090.0,9732.0
2020-10-12,10169.0,6357.0,11635.0,689.0,2040.0,3351.0,5298.0,7258.0
2020-10-13,10516.0,5742.0,14415.0,639.0,2911.0,3175.0,3936.0,7106.0
2020-10-14,7238.0,3001.0,5100.0,441.0,2402.0,2738.0,31636.0,34736.0
2020-10-15,10025.0,5486.0,11714.0,606.0,2744.0,3332.0,20248.0,25307.0
2020-10-16,9540.0,7282.0,14668.0,729.0,3146.0,3422.0,5719.0,8710.0
2020-10-17,7788.0,4844.0,9340.0,687.0,2832.0,3336.0,10414.0,20068.0
2020-10-18,8425.0,3436.0,5226.0,676.0,3217.0,3088.0,26489.0,27201.0
2020-10-19,15736.0,8257.0,9449.0,803.0,2535.0,3169.0,11299.0,14370.0
2020-10-20,10475.0,6331.0,6408.0,774.0,824.0,3097.0,29073.0,32767.0
2020-10-21,8702.0,5201.0,3220.0,752.0,354.0,2908.0,22450.0,23701.0
2020-10-22,7225.0,3123.0,2745.0,616.0,1368.0,2603.0,34175.0,58744.0
2020-10-23,12575.0,6742.0,8308.0,698.0,1687.0,2907.0,21640.0,29803.0
2020-10-24,6226.0,3126.0,4692.0,546.0,1963.0,2870.0,23925.0,26983.0
2020-10-25,5166.0,3686.0,4895.0,647.0,463.0,2662.0,26909.0,46769.0
2020-10-26,9916.0,6184.0,11291.0,554.0,723.0,2832.0,20395.0,23299.0
2020-10-27,6990.0,2816.0,3753.0,459.0,1099.0,2615.0,34182.0,43346.0
2020-10-28,6732.0,2886.0,4022.0,463.0,1986.0,2648.0,32754.0,38422.0
2020-10-29,10713.0,6052.0,12722.0,784.0,1674.0,2589.0,15645.0,14106.0
2020-10-30,11356.0,4908.0,8937.0,837.0,416.0,2832.0,15979.0,16814.0
