,Forecasted Load,Actual Load
2017-01-01,4193116.0,4540498.0
2017-01-02,5281878.0,5742082.0
2017-01-03,5443661.0,6147139.0
2017-01-04,5558465.0,6277354.0
2017-01-05,5777777.0,6173512.0
2017-01-06,5494772.0,5977267.0
2017-01-07,4961655.0,5630413.0
2017-01-08,4870789.0,5141143.0
2017-01-09,5774212.0,6363232.0
2017-01-10,5906486.0,6555505.0
2017-01-11,6069174.0,6595244.0
2017-01-12,6043800.0,6484562.0
2017-01-13,6121532.0,6452608.0
2017-01-14,5352425.0,5584413.0
2017-01-15,4902997.0,5166494.0
2017-01-16,5942942.0,6399104.0
2017-01-17,6212725.0,6594079.0
2017-01-18,6173437.0,6629144.0
2017-01-19,6187680.0,6648206.0
2017-01-20,6057898.0,6503813.0
2017-01-21,5355360.0,5604606.0
2017-01-22,4892047.0,5220368.0
2017-01-23,6070602.0,6548834.0
2017-01-24,6174037.0,6673019.0
2017-01-25,6200545.0,6668085.0
2017-01-26,6241695.0,6618053.0
2017-01-27,6155753.0,6538469.0
2017-01-28,5447804.0,5624750.0
2017-01-29,5040488.0,5213333.0
2017-01-30,6151358.0,6424632.0
2017-01-31,6188428.0,6464840.0
2017-02-01,6275553.0,6490148.0
2017-02-02,6230420.0,6463494.0
2017-02-03,6165347.0,6296240.0
2017-02-04,5328115.0,5416406.0
2017-02-05,4972285.0,4969286.0
2017-02-06,6042467.0,6270548.0
2017-02-07,6196844.0,6506602.0
2017-02-08,6155551.0,6515940.0
2017-02-09,6247082.0,6552884.0
2017-02-10,6133745.0,6518322.0
2017-02-11,5358638.0,5558347.0
2017-02-12,4870610.0,5126986.0
2017-02-13,5957875.0,6429283.0
2017-02-14,6125264.0,6442665.0
2017-02-15,6137530.0,6348326.0
2017-02-16,6148138.0,6333327.0
2017-02-17,6065290.0,6259232.0
2017-02-18,5306943.0,5325040.0
2017-02-19,4961675.0,4985217.0
2017-02-20,6072277.0,6276058.0
2017-02-21,6147655.0,6297143.0
2017-02-22,6221602.0,6369245.0
2017-02-23,6171801.0,6303033.0
2017-02-24,6105643.0,6138203.0
2017-02-25,5313455.0,5313440.0
