,Forecasted Load,Actual Load
2018-01-01,386307.0,395605.0
2018-01-02,430969.0,437502.0
2018-01-03,447710.0,449382.0
2018-01-04,444748.0,466909.0
2018-01-05,455197.0,461848.0
2018-01-06,460643.0,444727.0
2018-01-07,472686.0,456065.0
2018-01-08,509409.0,485903.0
2018-01-09,491936.0,483186.0
2018-01-10,493154.0,500909.0
2018-01-11,496631.0,488457.0
2018-01-12,497377.0,486045.0
2018-01-13,456692.0,450989.0
2018-01-14,461702.0,448231.0
2018-01-15,505684.0,492752.0
2018-01-16,486794.0,488904.0
2018-01-17,483691.0,489736.0
2018-01-18,488130.0,489457.0
2018-01-19,486755.0,489417.0
2018-01-20,461525.0,457336.0
2018-01-21,462499.0,462886.0
2018-01-22,509918.0,511699.0
2018-01-23,506634.0,509029.0
2018-01-24,480147.0,459671.0
2018-01-25,458881.0,443633.0
2018-01-26,455406.0,443758.0
2018-01-27,426947.0,416398.0
2018-01-28,420822.0,419514.0
2018-01-29,463177.0,461226.0
2018-01-30,473800.0,472831.0
2018-01-31,482142.0,467702.0
2018-02-01,474104.0,466482.0
2018-02-02,483437.0,489325.0
2018-02-03,467397.0,474551.0
2018-02-04,472973.0,477306.0
2018-02-05,537102.0,540850.0
2018-02-06,551762.0,537800.0
2018-02-07,536701.0,524300.0
2018-02-08,507004.0,502484.0
2018-02-09,498312.0,488528.0
2018-02-10,455714.0,455367.0
2018-02-11,448985.0,449098.0
2018-02-12,481055.0,484457.0
2018-02-13,485301.0,474156.0
2018-02-14,492566.0,471526.0
2018-02-15,489518.0,476559.0
2018-02-16,473469.0,474978.0
2018-02-17,439529.0,433544.0
2018-02-18,443776.0,431658.0
2018-02-19,488694.0,484145.0
2018-02-20,500166.0,503205.0
2018-02-21,516987.0,513596.0
2018-02-22,530030.0,511578.0
2018-02-23,508238.0,500706.0
2018-02-24,484520.0,478749.0
2018-02-25,491056.0,484223.0
2018-02-26,535238.0,532214.0
2018-02-27,549984.0,556962.0
2018-02-28,582375.0,581540.0
2018-03-01,581998.0,548047.0
2018-03-02,542583.0,533315.0
2018-03-03,493004.0,483166.0
2018-03-04,476666.0,465004.0
2018-03-05,516883.0,503224.0
2018-03-06,498019.0,486315.0
2018-03-07,492219.0,486990.0
2018-03-08,494288.0,486312.0
2018-03-09,476514.0,473658.0
2018-03-10,437476.0,443790.0
2018-03-11,438639.0,437109.0
2018-03-12,470024.0,467824.0
2018-03-13,466147.0,467282.0
2018-03-14,478902.0,473812.0
2018-03-15,505668.0,492661.0
2018-03-16,511514.0,505289.0
2018-03-17,488440.0,470077.0
2018-03-18,473039.0,450011.0
2018-03-19,487938.0,471170.0
2018-03-20,475143.0,458771.0
2018-03-21,458357.0,448640.0
2018-03-22,447489.0,445516.0
2018-03-23,439549.0,418614.0
2018-03-24,408248.0,408006.0
2018-03-25,382778.0,373241.0
2018-03-26,456407.0,453493.0
2018-03-27,465613.0,474186.0
2018-03-28,476119.0,461946.0
2018-03-29,468481.0,454504.0
2018-03-30,420277.0,414418.0
2018-03-31,399569.0,381729.0
2018-04-01,393934.0,394991.0
2018-04-02,395773.0,397025.0
2018-04-03,447809.0,439260.0
2018-04-04,429418.0,421426.0
2018-04-05,418460.0,407857.0
2018-04-06,412778.0,408806.0
2018-04-07,384283.0,367470.0
2018-04-08,370588.0,349988.0
2018-04-09,402140.0,386734.0
2018-04-10,402407.0,389957.0
2018-04-11,411536.0,400791.0
2018-04-12,406294.0,388761.0
2018-04-13,391631.0,366272.0
2018-04-14,347801.0,330106.0
2018-04-15,334701.0,331815.0
2018-04-16,369772.0,443545.0
2018-04-17,380425.0,375778.0
2018-04-18,370864.0,364372.0
2018-04-19,358447.0,356992.0
2018-04-20,336426.0,340526.0
2018-04-21,310416.0,313414.0
2018-04-22,321824.0,318119.0
2018-04-23,374768.0,367367.0
2018-04-24,364606.0,376117.0
2018-04-25,384584.0,374409.0
2018-04-26,382347.0,370073.0
2018-04-27,372923.0,367415.0
2018-04-28,334643.0,336611.0
