,Forecasted Load,Actual Load
2021-01-01,1519150.0,1521262.0
2021-01-02,1628900.0,1628794.0
2021-01-03,1594700.0,1539632.0
2021-01-04,1812900.0,1814791.0
2021-01-05,1885600.0,1872379.0
2021-01-06,1906050.0,1879242.0
2021-01-07,1908900.0,1899022.0
2021-01-08,1914000.0,1899098.0
2021-01-09,1768100.0,1793862.0
2021-01-10,1735600.0,1751271.0
2021-01-11,1912000.0,1925848.0
2021-01-12,1873150.0,1863702.0
2021-01-13,1785300.0,1722711.0
2021-01-14,1718400.0,1669112.0
2021-01-15,1731100.0,1737638.0
2021-01-16,1680950.0,1714674.0
2021-01-17,1602600.0,1574654.0
2021-01-18,1748200.0,1758058.0
2021-01-19,1775900.0,1767676.0
2021-01-20,1695800.0,1670696.0
2021-01-21,1612550.0,1614794.0
2021-01-22,1616050.0,1616668.0
2021-01-23,1545050.0,1561834.0
2021-01-24,1555450.0,1577273.0
2021-01-25,1753950.0,1751490.0
2021-01-26,1808200.0,1834193.0
2021-01-27,1782300.0,1751556.0
2021-01-28,1633850.0,1580646.0
2021-01-29,1502200.0,1491894.0
2021-01-30,1382750.0,1406596.0
2021-01-31,1383950.0,1378654.0
2021-02-01,1511450.0,1525963.0
2021-02-02,1515650.0,1491482.0
2021-02-03,1451950.0,1471286.0
2021-02-04,1503700.0,1517844.0
2021-02-05,1505550.0,1466432.0
2021-02-06,1372450.0,1377770.0
2021-02-07,1416350.0,1422622.0
2021-02-08,1686350.0,1708354.0
2021-02-09,1798750.0,1796988.0
2021-02-10,1807450.0,1815103.0
2021-02-11,1859150.0,1875721.0
2021-02-12,1846950.0,1887160.0
2021-02-13,1767400.0,1804931.0
2021-02-14,1698750.0,1735269.0
2021-02-15,1776200.0,1747559.0
2021-02-16,1677550.0,1633698.0
2021-02-17,1593250.0,1532418.0
2021-02-18,1547200.0,1540429.0
2021-02-19,1518750.0,1493372.0
2021-02-20,1296400.0,1289944.0
2021-02-21,1211150.0,1222447.0
2021-02-22,1391100.0,1389270.0
2021-02-23,1387250.0,1342659.0
2021-02-24,1268200.0,1256077.0
2021-02-25,1354450.0,1333528.0
2021-02-26,1390200.0,1360010.0
2021-02-27,1308100.0,1314704.0
2021-02-28,1295950.0,1285174.0
2021-03-01,1454850.0,1428194.0
2021-03-02,1437550.0,1430452.0
2021-03-03,1418100.0,1412610.0
2021-03-04,1447000.0,1409710.0
2021-03-05,1460950.0,1458511.0
2021-03-06,1408800.0,1392151.0
2021-03-07,1373800.0,1364976.0
2021-03-08,1543300.0,1523183.0
2021-03-09,1562650.0,1546874.0
2021-03-10,1550850.0,1535717.0
