,Hydro Water Reservoir,Other,Solar,Wind Onshore
2023-01-03 22:00:00+01:00,3550.0,34.0,0.0,635.0
2023-01-03 23:00:00+01:00,3491.0,36.0,0.0,580.0
2023-01-04 00:00:00+01:00,3336.0,35.0,0.0,568.0
2023-01-04 01:00:00+01:00,3147.0,35.0,0.0,523.0
2023-01-04 02:00:00+01:00,2566.0,37.0,0.0,414.0
2023-01-04 03:00:00+01:00,2508.0,38.0,0.0,426.0
2023-01-04 04:00:00+01:00,2728.0,38.0,0.0,419.0
2023-01-04 05:00:00+01:00,3256.0,38.0,0.0,481.0
2023-01-04 06:00:00+01:00,3355.0,38.0,0.0,500.0
2023-01-04 07:00:00+01:00,3556.0,38.0,0.0,503.0
2023-01-04 08:00:00+01:00,3625.0,37.0,0.0,549.0
2023-01-04 09:00:00+01:00,3647.0,37.0,0.0,549.0
2023-01-04 10:00:00+01:00,3453.0,35.0,0.0,593.0
2023-01-04 11:00:00+01:00,3440.0,37.0,0.0,638.0
2023-01-04 12:00:00+01:00,3441.0,37.0,0.0,650.0
2023-01-04 13:00:00+01:00,3264.0,37.0,0.0,680.0
2023-01-04 14:00:00+01:00,3269.0,37.0,0.0,689.0
2023-01-04 15:00:00+01:00,3404.0,37.0,0.0,754.0
2023-01-04 16:00:00+01:00,3618.0,37.0,0.0,772.0
2023-01-04 17:00:00+01:00,3585.0,38.0,0.0,792.0
2023-01-04 18:00:00+01:00,3133.0,38.0,0.0,717.0
2023-01-04 19:00:00+01:00,2753.0,38.0,0.0,717.0
2023-01-04 20:00:00+01:00,2414.0,38.0,0.0,677.0
2023-01-04 21:00:00+01:00,2314.0,38.0,0.0,631.0
2023-01-04 22:00:00+01:00,1994.0,38.0,0.0,572.0
2023-01-04 23:00:00+01:00,1866.0,38.0,0.0,559.0
2023-01-05 00:00:00+01:00,1659.0,39.0,0.0,545.0
2023-01-05 01:00:00+01:00,1576.0,40.0,0.0,495.0
2023-01-05 02:00:00+01:00,1483.0,43.0,0.0,488.0
2023-01-05 03:00:00+01:00,1540.0,43.0,0.0,483.0
2023-01-05 04:00:00+01:00,1624.0,43.0,0.0,477.0
2023-01-05 05:00:00+01:00,1867.0,43.0,0.0,485.0
2023-01-05 06:00:00+01:00,2262.0,43.0,0.0,504.0
2023-01-05 07:00:00+01:00,3527.0,43.0,0.0,476.0
2023-01-05 08:00:00+01:00,3729.0,42.0,0.0,516.0
2023-01-05 09:00:00+01:00,3811.0,42.0,0.0,463.0
2023-01-05 10:00:00+01:00,3950.0,44.0,0.0,394.0
2023-01-05 11:00:00+01:00,3948.0,41.0,0.0,358.0
2023-01-05 12:00:00+01:00,3943.0,41.0,0.0,372.0
2023-01-05 13:00:00+01:00,3929.0,44.0,0.0,334.0
2023-01-05 14:00:00+01:00,3947.0,45.0,0.0,339.0
2023-01-05 15:00:00+01:00,4036.0,42.0,0.0,335.0
2023-01-05 16:00:00+01:00,4029.0,43.0,0.0,320.0
2023-01-05 17:00:00+01:00,4012.0,43.0,0.0,269.0
2023-01-05 18:00:00+01:00,4038.0,43.0,0.0,227.0
2023-01-05 19:00:00+01:00,3991.0,43.0,0.0,200.0
2023-01-05 20:00:00+01:00,3979.0,43.0,0.0,165.0
2023-01-05 21:00:00+01:00,3963.0,43.0,0.0,141.0
2023-01-05 22:00:00+01:00,3901.0,43.0,0.0,123.0
2023-01-05 23:00:00+01:00,3917.0,40.0,0.0,108.0
2023-01-06 00:00:00+01:00,3717.0,39.0,0.0,96.0
2023-01-06 01:00:00+01:00,3588.0,39.0,0.0,88.0
2023-01-06 02:00:00+01:00,3469.0,42.0,0.0,86.0
2023-01-06 03:00:00+01:00,3294.0,42.0,0.0,90.0
2023-01-06 04:00:00+01:00,3312.0,42.0,0.0,98.0
2023-01-06 05:00:00+01:00,3321.0,43.0,0.0,97.0
2023-01-06 06:00:00+01:00,3584.0,43.0,0.0,114.0
2023-01-06 07:00:00+01:00,3786.0,43.0,0.0,136.0
2023-01-06 08:00:00+01:00,3824.0,42.0,0.0,173.0
2023-01-06 09:00:00+01:00,3669.0,42.0,0.0,192.0
2023-01-06 10:00:00+01:00,3642.0,42.0,0.0,238.0
2023-01-06 11:00:00+01:00,3643.0,39.0,0.0,259.0
2023-01-06 12:00:00+01:00,3611.0,42.0,0.0,327.0
2023-01-06 13:00:00+01:00,3564.0,43.0,0.0,366.0
2023-01-06 14:00:00+01:00,3518.0,43.0,0.0,386.0
2023-01-06 15:00:00+01:00,3452.0,43.0,0.0,426.0
2023-01-06 16:00:00+01:00,3406.0,43.0,0.0,459.0
2023-01-06 17:00:00+01:00,3372.0,43.0,0.0,531.0
2023-01-06 18:00:00+01:00,3301.0,43.0,0.0,573.0
2023-01-06 19:00:00+01:00,3288.0,43.0,0.0,647.0
2023-01-06 20:00:00+01:00,3301.0,43.0,0.0,686.0
2023-01-06 21:00:00+01:00,3295.0,43.0,0.0,758.0
2023-01-06 22:00:00+01:00,3235.0,43.0,0.0,780.0
2023-01-06 23:00:00+01:00,2957.0,43.0,0.0,745.0
2023-01-07 00:00:00+01:00,2577.0,39.0,0.0,735.0
2023-01-07 01:00:00+01:00,2518.0,39.0,0.0,704.0
2023-01-07 02:00:00+01:00,2465.0,42.0,0.0,674.0
2023-01-07 03:00:00+01:00,2522.0,42.0,0.0,684.0
2023-01-07 04:00:00+01:00,2652.0,42.0,0.0,701.0
2023-01-07 05:00:00+01:00,2673.0,43.0,0.0,766.0
2023-01-07 06:00:00+01:00,2818.0,43.0,0.0,782.0
2023-01-07 07:00:00+01:00,2896.0,43.0,0.0,854.0
2023-01-07 08:00:00+01:00,2943.0,42.0,0.0,865.0
2023-01-07 09:00:00+01:00,2957.0,41.0,0.0,911.0
2023-01-07 10:00:00+01:00,2968.0,41.0,0.0,923.0
2023-01-07 11:00:00+01:00,2977.0,38.0,0.0,883.0
2023-01-07 12:00:00+01:00,3061.0,41.0,0.0,857.0
2023-01-07 13:00:00+01:00,3056.0,42.0,0.0,818.0
2023-01-07 14:00:00+01:00,3077.0,42.0,0.0,834.0
2023-01-07 15:00:00+01:00,3094.0,42.0,0.0,891.0
2023-01-07 16:00:00+01:00,3067.0,42.0,0.0,936.0
2023-01-07 17:00:00+01:00,3046.0,43.0,0.0,983.0
2023-01-07 18:00:00+01:00,3020.0,43.0,0.0,950.0
2023-01-07 19:00:00+01:00,2865.0,43.0,0.0,935.0
2023-01-07 20:00:00+01:00,2478.0,43.0,0.0,924.0
2023-01-07 21:00:00+01:00,2009.0,42.0,0.0,938.0
2023-01-07 22:00:00+01:00,1755.0,43.0,0.0,890.0
2023-01-07 23:00:00+01:00,1630.0,39.0,0.0,916.0
2023-01-08 00:00:00+01:00,1281.0,36.0,0.0,939.0
2023-01-08 01:00:00+01:00,962.0,36.0,0.0,965.0
2023-01-08 02:00:00+01:00,932.0,39.0,0.0,1052.0
2023-01-08 03:00:00+01:00,935.0,40.0,0.0,1075.0
2023-01-08 04:00:00+01:00,919.0,40.0,0.0,1087.0
2023-01-08 05:00:00+01:00,921.0,40.0,0.0,1056.0
2023-01-08 06:00:00+01:00,922.0,40.0,0.0,997.0
2023-01-08 07:00:00+01:00,994.0,40.0,0.0,1011.0
2023-01-08 08:00:00+01:00,1347.0,39.0,0.0,1025.0
2023-01-08 09:00:00+01:00,1468.0,38.0,0.0,1088.0
2023-01-08 10:00:00+01:00,1748.0,39.0,0.0,1074.0
2023-01-08 11:00:00+01:00,1879.0,36.0,0.0,1101.0
2023-01-08 12:00:00+01:00,1910.0,39.0,0.0,1087.0
2023-01-08 13:00:00+01:00,1946.0,40.0,0.0,1097.0
2023-01-08 14:00:00+01:00,2010.0,40.0,0.0,1059.0
2023-01-08 15:00:00+01:00,2240.0,40.0,0.0,1085.0
2023-01-08 16:00:00+01:00,2495.0,40.0,0.0,1137.0
2023-01-08 17:00:00+01:00,2616.0,40.0,0.0,1154.0
2023-01-08 18:00:00+01:00,2604.0,40.0,0.0,1248.0
2023-01-08 19:00:00+01:00,2364.0,41.0,0.0,1256.0
2023-01-08 20:00:00+01:00,2288.0,41.0,0.0,1270.0
2023-01-08 21:00:00+01:00,2191.0,40.0,0.0,1218.0
2023-01-08 22:00:00+01:00,2056.0,40.0,0.0,1207.0
2023-01-08 23:00:00+01:00,1978.0,37.0,0.0,1158.0
2023-01-09 00:00:00+01:00,2492.0,37.0,0.0,1123.0
2023-01-09 01:00:00+01:00,2157.0,41.0,0.0,1113.0
2023-01-09 02:00:00+01:00,2105.0,39.0,0.0,1108.0
2023-01-09 03:00:00+01:00,1856.0,40.0,0.0,1040.0
2023-01-09 04:00:00+01:00,2027.0,40.0,0.0,1008.0
2023-01-09 05:00:00+01:00,2683.0,40.0,0.0,923.0
2023-01-09 06:00:00+01:00,3228.0,40.0,0.0,886.0
2023-01-09 07:00:00+01:00,3271.0,39.0,0.0,834.0
2023-01-09 08:00:00+01:00,3284.0,38.0,0.0,795.0
2023-01-09 09:00:00+01:00,3294.0,38.0,0.0,828.0
2023-01-09 10:00:00+01:00,3292.0,38.0,0.0,806.0
2023-01-09 11:00:00+01:00,3296.0,35.0,0.0,761.0
2023-01-09 12:00:00+01:00,3298.0,35.0,0.0,758.0
2023-01-09 13:00:00+01:00,3305.0,39.0,0.0,724.0
2023-01-09 14:00:00+01:00,3321.0,39.0,0.0,590.0
2023-01-09 15:00:00+01:00,3313.0,39.0,0.0,540.0
2023-01-09 16:00:00+01:00,3325.0,39.0,0.0,525.0
2023-01-09 17:00:00+01:00,3288.0,40.0,0.0,500.0
2023-01-09 18:00:00+01:00,3279.0,41.0,0.0,496.0
2023-01-09 19:00:00+01:00,3294.0,41.0,0.0,453.0
2023-01-09 20:00:00+01:00,3280.0,41.0,0.0,413.0
2023-01-09 21:00:00+01:00,3422.0,41.0,0.0,376.0
2023-01-09 22:00:00+01:00,3371.0,41.0,0.0,402.0
2023-01-09 23:00:00+01:00,3306.0,41.0,0.0,430.0
2023-01-10 00:00:00+01:00,2796.0,41.0,0.0,450.0
2023-01-10 01:00:00+01:00,2661.0,41.0,0.0,467.0
2023-01-10 02:00:00+01:00,2564.0,44.0,0.0,464.0
2023-01-10 03:00:00+01:00,2610.0,44.0,0.0,450.0
2023-01-10 04:00:00+01:00,2795.0,45.0,0.0,382.0
2023-01-10 05:00:00+01:00,3290.0,45.0,0.0,324.0
2023-01-10 06:00:00+01:00,3570.0,45.0,0.0,274.0
2023-01-10 07:00:00+01:00,3622.0,45.0,0.0,256.0
2023-01-10 08:00:00+01:00,3769.0,43.0,0.0,202.0
2023-01-10 09:00:00+01:00,3797.0,42.0,0.0,179.0
2023-01-10 10:00:00+01:00,3847.0,43.0,0.0,167.0
2023-01-10 11:00:00+01:00,3861.0,43.0,0.0,134.0
2023-01-10 12:00:00+01:00,3933.0,40.0,0.0,153.0
2023-01-10 13:00:00+01:00,3997.0,45.0,0.0,143.0
2023-01-10 14:00:00+01:00,4024.0,45.0,0.0,112.0
2023-01-10 15:00:00+01:00,4036.0,45.0,0.0,91.0
2023-01-10 16:00:00+01:00,4037.0,45.0,0.0,73.0
2023-01-10 17:00:00+01:00,4027.0,46.0,0.0,80.0
2023-01-10 18:00:00+01:00,4026.0,46.0,0.0,82.0
2023-01-10 19:00:00+01:00,4017.0,46.0,0.0,79.0
2023-01-10 20:00:00+01:00,3939.0,46.0,0.0,85.0
2023-01-10 21:00:00+01:00,3604.0,45.0,0.0,88.0
2023-01-10 22:00:00+01:00,3291.0,45.0,0.0,95.0
2023-01-10 23:00:00+01:00,2132.0,42.0,0.0,102.0
2023-01-11 00:00:00+01:00,2041.0,41.0,0.0,120.0
2023-01-11 01:00:00+01:00,1570.0,40.0,0.0,160.0
2023-01-11 02:00:00+01:00,1317.0,44.0,0.0,196.0
2023-01-11 03:00:00+01:00,1229.0,44.0,0.0,237.0
2023-01-11 04:00:00+01:00,1196.0,44.0,0.0,256.0
2023-01-11 05:00:00+01:00,1421.0,44.0,0.0,275.0
2023-01-11 06:00:00+01:00,2255.0,44.0,0.0,334.0
2023-01-11 07:00:00+01:00,3105.0,44.0,0.0,354.0
2023-01-11 08:00:00+01:00,3113.0,44.0,0.0,561.0
2023-01-11 09:00:00+01:00,2945.0,44.0,0.0,516.0
2023-01-11 10:00:00+01:00,2951.0,44.0,0.0,550.0
2023-01-11 11:00:00+01:00,2969.0,44.0,0.0,519.0
2023-01-11 12:00:00+01:00,2969.0,41.0,0.0,557.0
2023-01-11 13:00:00+01:00,2969.0,44.0,0.0,572.0
2023-01-11 14:00:00+01:00,3009.0,44.0,0.0,536.0
2023-01-11 15:00:00+01:00,3164.0,44.0,0.0,594.0
2023-01-11 16:00:00+01:00,3146.0,44.0,0.0,848.0
2023-01-11 17:00:00+01:00,3139.0,44.0,0.0,983.0
2023-01-11 18:00:00+01:00,3137.0,44.0,0.0,963.0
2023-01-11 19:00:00+01:00,2968.0,44.0,0.0,812.0
2023-01-11 20:00:00+01:00,2692.0,44.0,0.0,706.0
2023-01-11 21:00:00+01:00,2477.0,44.0,0.0,677.0
2023-01-11 22:00:00+01:00,2217.0,44.0,0.0,690.0
2023-01-11 23:00:00+01:00,1880.0,41.0,0.0,785.0
2023-01-12 00:00:00+01:00,1281.0,31.0,0.0,1091.0
2023-01-12 01:00:00+01:00,1023.0,26.0,0.0,1158.0
2023-01-12 02:00:00+01:00,1006.0,26.0,0.0,1187.0
2023-01-12 03:00:00+01:00,839.0,26.0,0.0,1088.0
2023-01-12 04:00:00+01:00,905.0,26.0,0.0,1175.0
2023-01-12 05:00:00+01:00,1376.0,26.0,0.0,1238.0
2023-01-12 06:00:00+01:00,2025.0,26.0,0.0,1200.0
2023-01-12 07:00:00+01:00,2549.0,26.0,0.0,1228.0
2023-01-12 08:00:00+01:00,2629.0,26.0,0.0,1248.0
2023-01-12 09:00:00+01:00,2626.0,31.0,0.0,1197.0
2023-01-12 10:00:00+01:00,2885.0,31.0,0.0,1184.0
2023-01-12 11:00:00+01:00,2986.0,31.0,0.0,1224.0
2023-01-12 12:00:00+01:00,2932.0,31.0,0.0,1301.0
2023-01-12 13:00:00+01:00,3030.0,31.0,0.0,1332.0
2023-01-12 14:00:00+01:00,3037.0,31.0,0.0,1320.0
2023-01-12 15:00:00+01:00,3087.0,31.0,0.0,1351.0
2023-01-12 16:00:00+01:00,3177.0,31.0,0.0,1391.0
2023-01-12 17:00:00+01:00,3268.0,31.0,0.0,1447.0
2023-01-12 18:00:00+01:00,3287.0,31.0,0.0,1522.0
2023-01-12 19:00:00+01:00,3284.0,31.0,0.0,1560.0
2023-01-12 20:00:00+01:00,3215.0,31.0,0.0,1535.0
2023-01-12 21:00:00+01:00,3208.0,31.0,0.0,1500.0
2023-01-12 22:00:00+01:00,2942.0,31.0,0.0,1540.0
2023-01-12 23:00:00+01:00,2155.0,31.0,0.0,1484.0
2023-01-13 00:00:00+01:00,1951.0,35.0,0.0,1455.0
2023-01-13 01:00:00+01:00,1394.0,35.0,0.0,1417.0
2023-01-13 02:00:00+01:00,1327.0,35.0,0.0,1354.0
2023-01-13 03:00:00+01:00,1316.0,35.0,0.0,1320.0
2023-01-13 04:00:00+01:00,1459.0,39.0,0.0,1312.0
2023-01-13 05:00:00+01:00,1875.0,42.0,0.0,1227.0
2023-01-13 06:00:00+01:00,2514.0,43.0,0.0,1184.0
2023-01-13 07:00:00+01:00,3510.0,45.0,0.0,1169.0
2023-01-13 08:00:00+01:00,3711.0,44.0,0.0,1093.0
2023-01-13 09:00:00+01:00,3804.0,44.0,0.0,1072.0
2023-01-13 10:00:00+01:00,3808.0,44.0,0.0,1061.0
2023-01-13 11:00:00+01:00,3821.0,44.0,0.0,970.0
2023-01-13 12:00:00+01:00,3605.0,44.0,0.0,866.0
2023-01-13 13:00:00+01:00,3558.0,44.0,0.0,752.0
2023-01-13 14:00:00+01:00,3560.0,45.0,0.0,644.0
2023-01-13 15:00:00+01:00,3727.0,45.0,0.0,547.0
2023-01-13 16:00:00+01:00,3853.0,45.0,0.0,448.0
2023-01-13 17:00:00+01:00,3861.0,45.0,0.0,324.0
2023-01-13 18:00:00+01:00,3883.0,45.0,0.0,214.0
2023-01-13 19:00:00+01:00,3877.0,45.0,0.0,138.0
2023-01-13 20:00:00+01:00,3763.0,45.0,0.0,90.0
2023-01-13 21:00:00+01:00,3562.0,45.0,0.0,37.0
2023-01-13 22:00:00+01:00,3574.0,44.0,0.0,21.0
2023-01-13 23:00:00+01:00,3192.0,45.0,0.0,29.0
2023-01-14 00:00:00+01:00,2706.0,38.0,0.0,40.0
2023-01-14 01:00:00+01:00,2466.0,38.0,0.0,53.0
2023-01-14 02:00:00+01:00,2481.0,38.0,0.0,81.0
2023-01-14 03:00:00+01:00,2309.0,38.0,0.0,132.0
2023-01-14 04:00:00+01:00,2230.0,38.0,0.0,135.0
2023-01-14 05:00:00+01:00,2340.0,40.0,0.0,157.0
2023-01-14 06:00:00+01:00,2441.0,40.0,0.0,178.0
2023-01-14 07:00:00+01:00,2921.0,40.0,0.0,205.0
2023-01-14 08:00:00+01:00,3063.0,46.0,0.0,234.0
2023-01-14 09:00:00+01:00,3279.0,46.0,0.0,289.0
2023-01-14 10:00:00+01:00,3525.0,45.0,0.0,410.0
2023-01-14 11:00:00+01:00,3505.0,45.0,0.0,373.0
2023-01-14 12:00:00+01:00,3504.0,45.0,0.0,442.0
2023-01-14 13:00:00+01:00,3468.0,45.0,0.0,535.0
2023-01-14 14:00:00+01:00,3495.0,45.0,0.0,607.0
2023-01-14 15:00:00+01:00,3626.0,45.0,0.0,628.0
2023-01-14 16:00:00+01:00,3649.0,45.0,0.0,692.0
2023-01-14 17:00:00+01:00,3601.0,33.0,0.0,639.0
2023-01-14 18:00:00+01:00,3535.0,33.0,0.0,588.0
2023-01-14 19:00:00+01:00,3171.0,33.0,0.0,552.0
2023-01-14 20:00:00+01:00,2926.0,32.0,0.0,585.0
2023-01-14 21:00:00+01:00,2585.0,33.0,0.0,528.0
2023-01-14 22:00:00+01:00,2245.0,32.0,0.0,477.0
2023-01-14 23:00:00+01:00,2016.0,33.0,0.0,393.0
2023-01-15 00:00:00+01:00,1824.0,32.0,0.0,283.0
2023-01-15 01:00:00+01:00,1696.0,32.0,0.0,245.0
2023-01-15 02:00:00+01:00,1589.0,32.0,0.0,254.0
2023-01-15 03:00:00+01:00,1382.0,32.0,0.0,276.0
2023-01-15 04:00:00+01:00,1323.0,33.0,0.0,304.0
2023-01-15 05:00:00+01:00,1269.0,32.0,0.0,326.0
2023-01-15 06:00:00+01:00,1268.0,33.0,0.0,388.0
2023-01-15 07:00:00+01:00,1328.0,33.0,0.0,450.0
2023-01-15 08:00:00+01:00,1422.0,32.0,0.0,488.0
2023-01-15 09:00:00+01:00,1499.0,33.0,0.0,562.0
2023-01-15 10:00:00+01:00,1558.0,32.0,0.0,652.0
2023-01-15 11:00:00+01:00,1526.0,33.0,0.0,630.0
2023-01-15 12:00:00+01:00,1456.0,27.0,0.0,665.0
2023-01-15 13:00:00+01:00,1470.0,27.0,0.0,686.0
2023-01-15 14:00:00+01:00,1735.0,27.0,0.0,735.0
2023-01-15 15:00:00+01:00,1856.0,27.0,0.0,763.0
2023-01-15 16:00:00+01:00,1952.0,27.0,0.0,727.0
2023-01-15 17:00:00+01:00,2244.0,27.0,0.0,671.0
2023-01-15 18:00:00+01:00,2221.0,27.0,0.0,611.0
2023-01-15 19:00:00+01:00,2241.0,27.0,0.0,567.0
2023-01-15 20:00:00+01:00,2129.0,27.0,0.0,469.0
2023-01-15 21:00:00+01:00,2256.0,27.0,0.0,479.0
2023-01-15 22:00:00+01:00,2252.0,26.0,0.0,453.0
2023-01-15 23:00:00+01:00,2158.0,27.0,0.0,543.0
2023-01-16 00:00:00+01:00,1924.0,21.0,0.0,593.0
2023-01-16 01:00:00+01:00,1927.0,21.0,0.0,572.0
2023-01-16 02:00:00+01:00,1934.0,23.0,0.0,514.0
2023-01-16 03:00:00+01:00,2050.0,26.0,0.0,431.0
2023-01-16 04:00:00+01:00,2136.0,30.0,0.0,419.0
2023-01-16 05:00:00+01:00,2471.0,34.0,0.0,382.0
2023-01-16 06:00:00+01:00,3460.0,36.0,0.0,373.0
2023-01-16 07:00:00+01:00,3748.0,37.0,0.0,263.0
2023-01-16 08:00:00+01:00,3747.0,36.0,0.0,265.0
2023-01-16 09:00:00+01:00,3778.0,36.0,0.0,202.0
2023-01-16 10:00:00+01:00,3750.0,36.0,0.0,193.0
2023-01-16 11:00:00+01:00,3864.0,37.0,0.0,156.0
2023-01-16 12:00:00+01:00,3763.0,36.0,0.0,147.0
2023-01-16 13:00:00+01:00,3757.0,37.0,0.0,160.0
2023-01-16 14:00:00+01:00,3763.0,37.0,0.0,178.0
2023-01-16 15:00:00+01:00,3752.0,37.0,0.0,218.0
2023-01-16 16:00:00+01:00,3757.0,37.0,0.0,279.0
2023-01-16 17:00:00+01:00,3764.0,37.0,0.0,395.0
2023-01-16 18:00:00+01:00,3769.0,37.0,0.0,546.0
2023-01-16 19:00:00+01:00,3638.0,37.0,0.0,706.0
2023-01-16 20:00:00+01:00,3410.0,37.0,0.0,897.0
2023-01-16 21:00:00+01:00,3117.0,37.0,0.0,1077.0
2023-01-16 22:00:00+01:00,2790.0,37.0,0.0,1176.0
2023-01-16 23:00:00+01:00,2573.0,37.0,0.0,1313.0
2023-01-17 00:00:00+01:00,2469.0,35.0,0.0,1435.0
2023-01-17 01:00:00+01:00,2232.0,35.0,0.0,1508.0
2023-01-17 02:00:00+01:00,2209.0,37.0,0.0,1561.0
2023-01-17 03:00:00+01:00,2208.0,37.0,0.0,1587.0
2023-01-17 04:00:00+01:00,2225.0,37.0,0.0,1554.0
2023-01-17 05:00:00+01:00,2520.0,37.0,0.0,1509.0
2023-01-17 06:00:00+01:00,3085.0,37.0,0.0,1483.0
2023-01-17 07:00:00+01:00,3576.0,37.0,0.0,1422.0
2023-01-17 08:00:00+01:00,3593.0,37.0,0.0,1396.0
2023-01-17 09:00:00+01:00,3609.0,39.0,0.0,1334.0
2023-01-17 10:00:00+01:00,3649.0,37.0,0.0,1161.0
2023-01-17 11:00:00+01:00,3652.0,39.0,0.0,1107.0
2023-01-17 12:00:00+01:00,3620.0,39.0,0.0,999.0
2023-01-17 13:00:00+01:00,3629.0,39.0,0.0,739.0
2023-01-17 14:00:00+01:00,3636.0,39.0,0.0,679.0
2023-01-17 15:00:00+01:00,3637.0,39.0,0.0,611.0
2023-01-17 16:00:00+01:00,3634.0,39.0,0.0,516.0
2023-01-17 17:00:00+01:00,3633.0,39.0,0.0,461.0
2023-01-17 18:00:00+01:00,3608.0,39.0,0.0,519.0
2023-01-17 19:00:00+01:00,3463.0,39.0,0.0,596.0
2023-01-17 20:00:00+01:00,3119.0,39.0,0.0,603.0
2023-01-17 21:00:00+01:00,2988.0,39.0,0.0,633.0
2023-01-17 22:00:00+01:00,2634.0,39.0,0.0,679.0
