,Forecasted Load,Actual Load
2017-01-01,359867.0,374228.0
2017-01-02,453766.0,478837.0
2017-01-03,481760.0,497667.0
2017-01-04,498831.0,514417.0
2017-01-05,562998.0,575954.0
2017-01-06,556038.0,544265.0
2017-01-07,496796.0,489762.0
2017-01-08,462073.0,473071.0
2017-01-09,476448.0,480677.0
2017-01-10,485326.0,486787.0
2017-01-11,488154.0,488048.0
2017-01-12,487785.0,487608.0
2017-01-13,488038.0,490618.0
2017-01-14,460203.0,459931.0
2017-01-15,465967.0,474290.0
2017-01-16,561344.0,531344.0
2017-01-17,549866.0,521460.0
2017-01-18,501344.0,492721.0
2017-01-19,477597.0,470104.0
2017-01-20,466382.0,453465.0
2017-01-21,429570.0,434349.0
2017-01-22,425690.0,444215.0
2017-01-23,476043.0,478429.0
2017-01-24,499754.0,497435.0
2017-01-25,485232.0,482026.0
2017-01-26,488391.0,471865.0
2017-01-27,486197.0,479730.0
2017-01-28,456412.0,454466.0
2017-01-29,453969.0,453983.0
2017-01-30,481904.0,474489.0
2017-01-31,487821.0,488053.0
2017-02-01,488441.0,488887.0
2017-02-02,492999.0,486444.0
2017-02-03,489545.0,483039.0
2017-02-04,445055.0,441800.0
2017-02-05,438202.0,446295.0
2017-02-06,493031.0,496320.0
2017-02-07,534820.0,519815.0
2017-02-08,543759.0,529263.0
2017-02-09,536191.0,522073.0
2017-02-10,516545.0,506565.0
2017-02-11,468108.0,462036.0
2017-02-12,465861.0,470226.0
2017-02-13,495310.0,495732.0
2017-02-14,497703.0,466661.0
2017-02-15,497765.0,474491.0
2017-02-16,484937.0,475140.0
2017-02-17,460346.0,447971.0
2017-02-18,432122.0,423703.0
2017-02-19,415638.0,400190.0
2017-02-20,453050.0,444495.0
2017-02-21,461965.0,456509.0
2017-02-22,468081.0,464984.0
2017-02-23,476026.0,470307.0
2017-02-24,486826.0,474576.0
2017-02-25,455388.0,439061.0
2017-02-26,429201.0,420804.0
2017-02-27,457190.0,459122.0
2017-02-28,447155.0,451474.0
2017-03-01,452175.0,452850.0
2017-03-02,458867.0,452137.0
2017-03-03,450960.0,451706.0
2017-03-04,422901.0,421427.0
2017-03-05,432626.0,437561.0
2017-03-06,480101.0,489846.0
2017-03-07,507131.0,506467.0
2017-03-08,492191.0,492067.0
2017-03-09,474211.0,470347.0
2017-03-10,444825.0,444915.0
2017-03-11,420611.0,406717.0
2017-03-12,416316.0,406596.0
2017-03-13,449225.0,449489.0
2017-03-14,435458.0,436429.0
2017-03-15,430477.0,423905.0
2017-03-16,436973.0,425969.0
2017-03-17,421803.0,413388.0
2017-03-18,403134.0,396660.0
2017-03-19,410460.0,413136.0
2017-03-20,447524.0,444447.0
2017-03-21,443122.0,418469.0
2017-03-22,430038.0,428866.0
2017-03-23,440457.0,425779.0
2017-03-24,429700.0,419939.0
2017-03-25,386880.0,372101.0
2017-03-26,355634.0,341279.0
2017-03-27,392588.0,391499.0
2017-03-28,398394.0,396057.0
2017-03-29,416040.0,419481.0
2017-03-30,427452.0,427881.0
2017-03-31,406809.0,406187.0
2017-04-01,355733.0,360179.0
2017-04-02,348456.0,347391.0
2017-04-03,389541.0,393918.0
2017-04-04,390511.0,389709.0
2017-04-05,401496.0,391551.0
2017-04-06,409264.0,401576.0
2017-04-07,388204.0,381257.0
2017-04-08,351737.0,351890.0
2017-04-09,0.0,0.0
2017-04-10,381554.0,386293.0
2017-04-11,397976.0,403024.0
2017-04-12,415114.0,407430.0
2017-04-13,409041.0,407550.0
2017-04-14,377118.0,381160.0
2017-04-15,372404.0,375779.0
2017-04-16,371612.0,371820.0
2017-04-17,379076.0,379379.0
2017-04-18,413315.0,421276.0
2017-04-19,412909.0,411611.0
2017-04-20,409047.0,399730.0
2017-04-21,391000.0,383040.0
2017-04-22,362882.0,358318.0
2017-04-23,360748.0,358881.0
2017-04-24,401881.0,399788.0
2017-04-25,397842.0,413390.0
2017-04-26,417852.0,401297.0
2017-04-27,406919.0,389660.0
2017-04-28,394537.0,385348.0
2017-04-29,359953.0,363806.0
2017-04-30,362685.0,348734.0
2017-05-01,346965.0,330724.0
2017-05-02,374627.0,354652.0
2017-05-03,353744.0,354347.0
2017-05-04,357122.0,350092.0
2017-05-05,350904.0,344690.0
2017-05-06,314207.0,303680.0
2017-05-07,309324.0,314656.0
2017-05-08,368563.0,384357.0
2017-05-09,396895.0,394240.0
2017-05-10,408940.0,395275.0
2017-05-11,397717.0,394568.0
2017-05-12,383546.0,367561.0
2017-05-13,345138.0,323092.0
2017-05-14,322497.0,316781.0
2017-05-15,344880.0,362479.0
2017-05-16,353241.0,355431.0
2017-05-17,360442.0,350551.0
2017-05-18,339800.0,327967.0
2017-05-19,321646.0,317592.0
2017-05-20,289491.0,284236.0
2017-05-21,295048.0,286579.0
2017-05-22,339793.0,334909.0
2017-05-23,337652.0,334923.0
2017-05-24,333251.0,329110.0
2017-05-25,296104.0,292163.0
2017-05-26,307118.0,302143.0
2017-05-27,277337.0,283955.0
2017-05-28,270205.0,279755.0
2017-05-29,324443.0,326210.0
2017-05-30,352673.0,329334.0
2017-05-31,341142.0,332864.0
2017-06-01,339986.0,334074.0
2017-06-02,331194.0,322367.0
2017-06-03,293131.0,287155.0
2017-06-04,289668.0,283586.0
2017-06-05,323062.0,307130.0
2017-06-06,280500.0,286100.0
2017-06-07,317701.0,323132.0
2017-06-08,320523.0,333323.0
2017-06-09,322312.0,321579.0
2017-06-10,281614.0,284407.0
2017-06-11,279228.0,287918.0
2017-06-12,323817.0,326161.0
2017-06-13,339572.0,322434.0
2017-06-14,332273.0,321854.0
2017-06-15,325536.0,318725.0
2017-06-16,316458.0,309743.0
2017-06-17,280770.0,278087.0
