,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2020-04-11,8021.0,13119.0,340.0,0.0,3184.0,15374.0,17202.0,103112.0,32632.0,0.0,863277.0,54325.0,4058.0,36867.0
2020-04-12,7973.0,13160.0,345.0,0.0,3147.0,17128.0,25600.0,97248.0,28734.0,0.0,814408.0,43084.0,4348.0,39952.0
2020-04-13,8034.0,13099.0,325.0,0.0,3139.0,333.0,48564.0,83770.0,22712.0,0.0,654953.0,36002.0,4253.0,158210.0
2020-04-14,7780.0,14674.0,292.0,0.0,3146.0,19321.0,12443.0,105001.0,36659.0,0.0,897185.0,59536.0,4124.0,133130.0
2020-04-15,7740.0,13991.0,297.0,0.0,3212.0,16303.0,4064.0,110607.0,47142.0,0.0,965640.0,54403.0,4153.0,105955.0
2020-04-16,7785.0,13708.0,313.0,0.0,3225.0,19725.0,4256.0,113260.0,50072.0,0.0,949920.0,44746.0,4126.0,67227.0
2020-04-17,8036.0,13545.0,301.0,0.0,3467.0,17732.0,12315.0,113780.0,42514.0,0.0,950899.0,38877.0,4013.0,50570.0
2020-04-18,7993.0,13217.0,265.0,0.0,3320.0,13797.0,7913.0,113349.0,40363.0,0.0,911218.0,37935.0,4118.0,32829.0
2020-04-19,8002.0,13788.0,304.0,0.0,3316.0,7109.0,20379.0,102134.0,26633.0,0.0,768173.0,21613.0,3973.0,63157.0
2020-04-20,8012.0,12982.0,293.0,0.0,3321.0,4795.0,29137.0,111209.0,30612.0,0.0,783039.0,24635.0,3858.0,124396.0
2020-04-21,8023.0,12816.0,272.0,0.0,3328.0,8878.0,27213.0,114276.0,26726.0,0.0,811544.0,22088.0,4066.0,110978.0
2020-04-22,8019.0,13896.0,273.0,0.0,3310.0,8438.0,23232.0,116831.0,37733.0,0.0,863100.0,31276.0,4127.0,71948.0
2020-04-23,8004.0,12591.0,327.0,0.0,3332.0,28219.0,0.0,127951.0,57168.0,0.0,934948.0,43988.0,4186.0,32058.0
2020-04-24,7998.0,12506.0,301.0,0.0,3346.0,16151.0,10911.0,123310.0,36127.0,0.0,899322.0,48383.0,4100.0,26652.0
2020-04-25,8057.0,12209.0,243.0,0.0,3290.0,10091.0,22764.0,110846.0,23164.0,0.0,834002.0,48788.0,4285.0,39441.0
2020-04-26,8050.0,12078.0,303.0,0.0,3303.0,14391.0,17121.0,109110.0,28826.0,0.0,814807.0,46700.0,4275.0,24087.0
2020-04-27,8012.0,21669.0,312.0,0.0,3327.0,34315.0,1044.0,125600.0,47354.0,0.0,860757.0,32132.0,4180.0,32206.0
2020-04-28,8079.0,24129.0,277.0,0.0,3345.0,21138.0,12223.0,131123.0,44912.0,0.0,871325.0,33018.0,3894.0,111061.0
2020-04-29,7960.0,12647.0,287.0,0.0,3339.0,15417.0,10984.0,132082.0,33776.0,0.0,857279.0,40393.0,4056.0,133615.0
2020-04-30,7755.0,12463.0,322.0,0.0,3341.0,7053.0,20290.0,126807.0,30406.0,0.0,824854.0,33616.0,4226.0,193789.0
2020-05-01,7976.0,12767.0,274.0,0.0,3283.0,3755.0,42553.0,128563.0,25847.0,0.0,696297.0,25122.0,4317.0,165416.0
2020-05-02,7936.0,12792.0,294.0,0.0,3262.0,10696.0,27608.0,150376.0,33024.0,0.0,756853.0,32083.0,4269.0,95018.0
2020-05-03,7957.0,15648.0,319.0,0.0,3266.0,10288.0,30596.0,155256.0,36019.0,0.0,805570.0,45942.0,4234.0,41728.0
2020-05-04,8039.0,29032.0,308.0,0.0,3322.0,8983.0,19977.0,156446.0,42352.0,0.0,874991.0,53967.0,3693.0,50876.0
2020-05-05,8121.0,38824.0,271.0,0.0,3338.0,17158.0,7120.0,151605.0,50831.0,0.0,866283.0,44030.0,3596.0,101664.0
2020-05-06,8037.0,45491.0,211.0,0.0,3533.0,26005.0,1645.0,161034.0,42604.0,0.0,842544.0,58830.0,3745.0,49899.0
2020-05-07,8114.0,47130.0,280.0,0.0,3316.0,22173.0,273.0,160979.0,45489.0,0.0,819617.0,57506.0,4220.0,37014.0
2020-05-08,8098.0,23408.0,238.0,0.0,3310.0,12764.0,9490.0,154060.0,46558.0,0.0,863490.0,49332.0,4248.0,46594.0
2020-05-09,8076.0,16282.0,250.0,0.0,3319.0,12602.0,7143.0,152385.0,53229.0,0.0,800061.0,41111.0,4369.0,43418.0
2020-05-10,8043.0,12651.0,339.0,0.0,3319.0,4280.0,32700.0,141884.0,39155.0,0.0,757768.0,21748.0,4271.0,78358.0
2020-05-11,7983.0,15001.0,296.0,0.0,3318.0,5384.0,29348.0,155241.0,49542.0,0.0,777310.0,22586.0,4113.0,242132.0
2020-05-12,8077.0,60202.0,327.0,0.0,3318.0,22571.0,2154.0,172788.0,55207.0,0.0,862857.0,38839.0,4077.0,91000.0
2020-05-13,8046.0,90143.0,319.0,0.0,3463.0,18489.0,1579.0,174004.0,66437.0,0.0,864218.0,27997.0,4128.0,119476.0
2020-05-14,8053.0,45050.0,322.0,0.0,3267.0,12434.0,11542.0,175395.0,57153.0,0.0,869018.0,37609.0,4019.0,182039.0
2020-05-15,8066.0,41356.0,240.0,0.0,3258.0,20366.0,4567.0,173966.0,69488.0,0.0,852956.0,48235.0,4141.0,111772.0
2020-05-16,8069.0,16392.0,328.0,0.0,3230.0,11075.0,24507.0,163885.0,58936.0,0.0,743929.0,49976.0,4309.0,55559.0
2020-05-17,8054.0,18930.0,325.0,0.0,3168.0,12358.0,34725.0,146096.0,47890.0,0.0,683095.0,61229.0,4345.0,54644.0
2020-05-18,8097.0,30227.0,313.0,0.0,3558.0,18185.0,7679.0,157894.0,66883.0,0.0,852853.0,63545.0,4265.0,49117.0
2020-05-19,7708.0,70554.0,253.0,0.0,3164.0,14441.0,8523.0,152942.0,58081.0,0.0,876340.0,63013.0,4029.0,65801.0
2020-05-20,7775.0,100636.0,221.0,0.0,3175.0,24500.0,57.0,150212.0,57580.0,0.0,854794.0,63693.0,3793.0,50040.0
2020-05-21,8061.0,53613.0,326.0,0.0,3206.0,18084.0,8255.0,136753.0,52124.0,0.0,786902.0,60269.0,4237.0,30546.0
2020-05-22,7937.0,21292.0,322.0,0.0,3214.0,15398.0,16818.0,137439.0,49895.0,0.0,785304.0,51664.0,4245.0,74152.0
2020-05-23,7754.0,14733.0,325.0,0.0,3239.0,7470.0,27155.0,129555.0,42977.0,0.0,673989.0,35179.0,4239.0,100583.0
2020-05-24,7751.0,16449.0,921.0,4.0,3525.0,8817.0,33339.0,120298.0,38406.0,0.0,607051.0,61072.0,4227.0,64153.0
2020-05-25,7618.0,43445.0,7900.0,0.0,3246.0,17191.0,7029.0,136851.0,58132.0,0.0,785642.0,62077.0,4133.0,54017.0
2020-05-26,7590.0,53805.0,7947.0,0.0,3373.0,21394.0,6722.0,135308.0,64139.0,0.0,831085.0,63479.0,4091.0,82339.0
2020-05-27,7541.0,61434.0,8051.0,0.0,3313.0,23278.0,6768.0,129957.0,59935.0,0.0,822642.0,62558.0,4153.0,79528.0
2020-05-28,7512.0,45190.0,7562.0,0.0,3315.0,24648.0,3429.0,126587.0,59730.0,0.0,808083.0,63166.0,4090.0,91717.0
2020-05-29,7491.0,47798.0,8467.0,0.0,3240.0,15029.0,7357.0,126084.0,65669.0,0.0,824710.0,61209.0,4141.0,105644.0
2020-05-30,7515.0,23038.0,3275.0,28.0,3145.0,10847.0,17340.0,113322.0,57873.0,0.0,740935.0,60926.0,3977.0,79721.0
2020-05-31,7571.0,19400.0,166.0,0.0,3195.0,3191.0,35048.0,98673.0,41472.0,0.0,647053.0,60267.0,4170.0,101369.0
2020-06-01,7725.0,25841.0,199.0,0.0,3193.0,7920.0,26202.0,93034.0,54503.0,0.0,738343.0,50933.0,4186.0,74263.0
2020-06-02,7635.0,75404.0,171.0,0.0,3227.0,26581.0,4745.0,112824.0,61720.0,0.0,832271.0,57489.0,4045.0,33268.0
2020-06-03,7535.0,97674.0,95.0,0.0,3220.0,26890.0,4961.0,120342.0,64649.0,0.0,827935.0,44687.0,3812.0,41870.0
2020-06-04,7940.0,92527.0,86.0,0.0,4795.0,15944.0,6965.0,125509.0,67586.0,0.0,840768.0,31443.0,3766.0,70421.0
2020-06-05,8132.0,22839.0,85.0,0.0,3192.0,4764.0,12580.0,131022.0,64794.0,0.0,813676.0,34100.0,4023.0,167840.0
2020-06-06,8038.0,13246.0,78.0,0.0,3263.0,10459.0,31903.0,117623.0,51013.0,0.0,634498.0,42192.0,4147.0,138442.0
2020-06-07,8073.0,30382.0,75.0,0.0,3390.0,9449.0,18627.0,135611.0,54750.0,0.0,677156.0,42823.0,4064.0,47125.0
2020-06-08,7944.0,97269.0,76.0,0.0,3264.0,16557.0,5171.0,137139.0,65678.0,0.0,744322.0,46973.0,4252.0,59277.0
2020-06-09,7663.0,103752.0,72.0,0.0,3268.0,22413.0,1430.0,138347.0,59676.0,0.0,757601.0,41381.0,4240.0,64515.0
2020-06-10,7634.0,104713.0,52.0,32.0,4587.0,20441.0,2900.0,147122.0,67335.0,0.0,767204.0,40252.0,4250.0,35342.0
2020-06-11,7689.0,103587.0,78.0,0.0,3251.0,10539.0,4231.0,145205.0,60564.0,0.0,739869.0,32124.0,4236.0,60865.0
2020-06-12,8410.0,98772.0,54.0,52.0,3254.0,9890.0,10431.0,146760.0,66169.0,0.0,728856.0,37269.0,4105.0,93731.0
2020-06-13,8437.0,63426.0,228.0,0.0,3863.0,6715.0,9999.0,145615.0,58311.0,0.0,668059.0,38166.0,4257.0,71562.0
2020-06-14,8310.0,40656.0,313.0,0.0,3260.0,11478.0,14474.0,142183.0,60201.0,0.0,660955.0,49949.0,4114.0,59423.0
2020-06-15,8201.0,94641.0,197.0,0.0,3263.0,23620.0,4672.0,144878.0,60658.0,0.0,710654.0,47229.0,3963.0,50391.0
2020-06-16,7850.0,104850.0,261.0,0.0,3264.0,25877.0,1462.0,148232.0,56374.0,0.0,679037.0,40664.0,4028.0,34855.0
2020-06-17,7740.0,100877.0,311.0,0.0,3308.0,25135.0,4947.0,150630.0,53670.0,0.0,706332.0,42984.0,4028.0,33051.0
2020-06-18,8218.0,99621.0,410.0,0.0,3310.0,23525.0,7169.0,153583.0,58004.0,0.0,724695.0,43520.0,4046.0,42360.0
2020-06-19,8198.0,102080.0,416.0,0.0,3333.0,16592.0,5768.0,147992.0,58339.0,0.0,727959.0,50318.0,4058.0,42142.0
2020-06-20,8173.0,89130.0,448.0,0.0,3320.0,6882.0,14853.0,139497.0,42482.0,0.0,701063.0,55296.0,4028.0,27922.0
2020-06-21,7841.0,40674.0,433.0,0.0,3671.0,3662.0,21846.0,119374.0,40372.0,0.0,654947.0,52023.0,3760.0,74601.0
2020-06-22,8182.0,96392.0,252.0,17.0,3991.0,23300.0,7336.0,131318.0,53466.0,0.0,701893.0,60527.0,3858.0,39023.0
2020-06-23,8154.0,102998.0,303.0,0.0,5155.0,16378.0,7260.0,128724.0,47694.0,0.0,663371.0,63680.0,3885.0,51682.0
2020-06-24,8134.0,100942.0,307.0,0.0,4433.0,21849.0,7167.0,132871.0,51539.0,0.0,648503.0,62571.0,3813.0,80744.0
2020-06-25,8155.0,104579.0,292.0,0.0,3358.0,23731.0,6175.0,129208.0,50072.0,0.0,679187.0,58340.0,3820.0,54033.0
2020-06-26,8140.0,98881.0,279.0,0.0,3661.0,22795.0,3612.0,134188.0,57249.0,0.0,675447.0,46727.0,3789.0,63117.0
2020-06-27,8127.0,83848.0,218.0,0.0,3312.0,8088.0,16027.0,127150.0,44265.0,0.0,669899.0,48346.0,3795.0,121268.0
2020-06-28,8173.0,36895.0,242.0,0.0,3302.0,4452.0,20048.0,118153.0,31439.0,0.0,615979.0,39868.0,3812.0,93357.0
2020-06-29,8136.0,81271.0,245.0,0.0,5658.0,17405.0,8270.0,126680.0,47657.0,0.0,636545.0,48853.0,3790.0,101192.0
2020-06-30,8132.0,89992.0,185.0,0.0,7717.0,16706.0,5469.0,121427.0,47303.0,0.0,620156.0,33959.0,3787.0,89722.0
