,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2018-01-30,13937.0,13505.0,21006.0,618.0,1058.0,3494.0,23573.0,54887.0
2018-01-31,17759.0,13211.0,19756.0,660.0,212.0,3980.0,25404.0,49622.0
2018-02-01,17231.0,12884.0,18798.0,569.0,732.0,3855.0,26348.0,47020.0
2018-02-02,19509.0,14401.0,22327.0,572.0,365.0,3858.0,17557.0,34882.0
2018-02-03,19214.0,15283.0,22209.0,522.0,297.0,3628.0,12417.0,24577.0
2018-02-04,19047.0,15193.0,24457.0,586.0,495.0,3318.0,19162.0,40741.0
2018-02-05,22100.0,17887.0,37223.0,706.0,1296.0,3457.0,3539.0,4228.0
2018-02-06,22581.0,19595.0,41825.0,1324.0,1052.0,3322.0,1135.0,5020.0
2018-02-07,20833.0,19532.0,41762.0,871.0,1182.0,3964.0,6935.0,13953.0
2018-02-08,20891.0,17480.0,27882.0,865.0,1832.0,3625.0,13754.0,26530.0
2018-02-09,20496.0,15918.0,24838.0,795.0,1495.0,3361.0,20026.0,35206.0
2018-02-10,18838.0,14793.0,26695.0,732.0,580.0,3268.0,13413.0,22116.0
2018-02-11,17432.0,7492.0,18764.0,639.0,186.0,2904.0,23179.0,66603.0
2018-02-12,16234.0,11233.0,21854.0,613.0,1054.0,2926.0,25403.0,60639.0
2018-02-13,20458.0,15062.0,28163.0,619.0,964.0,3597.0,11837.0,18571.0
2018-02-14,20264.0,14113.0,25395.0,820.0,2347.0,3783.0,13110.0,35182.0
2018-02-15,18890.0,12078.0,19817.0,655.0,560.0,3032.0,25444.0,62279.0
2018-02-16,17910.0,13750.0,26282.0,776.0,919.0,3524.0,18186.0,28073.0
2018-02-17,18403.0,13788.0,34215.0,734.0,956.0,3719.0,1801.0,3758.0
2018-02-18,17384.0,12495.0,31365.0,762.0,1019.0,3581.0,8721.0,19363.0
2018-02-19,19715.0,14998.0,46677.0,829.0,695.0,3826.0,2914.0,5769.0
2018-02-20,19696.0,14795.0,49171.0,774.0,1213.0,3678.0,5654.0,8865.0
2018-02-21,19328.0,14858.0,47517.0,796.0,1261.0,3792.0,989.0,3784.0
2018-02-22,18918.0,15747.0,46509.0,659.0,1495.0,3504.0,2558.0,4947.0
2018-02-23,19038.0,15797.0,45390.0,782.0,2366.0,3390.0,1925.0,2379.0
2018-02-24,18650.0,13230.0,31905.0,608.0,2286.0,3203.0,12199.0,14481.0
2018-02-25,19257.0,13226.0,25312.0,685.0,1904.0,3170.0,14163.0,21009.0
2018-02-26,20043.0,15766.0,36628.0,868.0,2429.0,3654.0,20519.0,28138.0
2018-02-27,20484.0,15750.0,37064.0,811.0,1174.0,3236.0,25024.0,60913.0
2018-02-28,20853.0,15018.0,31986.0,1390.0,1272.0,3160.0,24313.0,64533.0
2018-03-01,20058.0,11691.0,32732.0,720.0,1310.0,3023.0,21603.0,60769.0
2018-03-02,16968.0,11674.0,37771.0,708.0,718.0,3005.0,21959.0,47975.0
2018-03-03,18502.0,8545.0,37326.0,640.0,838.0,2645.0,16232.0,26399.0
2018-03-04,18805.0,7179.0,28440.0,562.0,1877.0,2553.0,22191.0,38371.0
2018-03-05,19868.0,10839.0,36309.0,609.0,299.0,2902.0,21000.0,43341.0
2018-03-06,21607.0,11946.0,45114.0,933.0,1747.0,3327.0,6993.0,10587.0
2018-03-07,21383.0,15059.0,43928.0,942.0,993.0,3481.0,8132.0,11472.0
2018-03-08,21021.0,13934.0,39055.0,756.0,174.0,3378.0,3449.0,4810.0
2018-03-09,20750.0,14993.0,41004.0,854.0,706.0,3280.0,5902.0,4740.0
2018-03-10,20329.0,14503.0,31564.0,762.0,1216.0,3163.0,14581.0,28221.0
2018-03-11,19196.0,11591.0,34750.0,678.0,542.0,2986.0,16613.0,31515.0
2018-03-12,22237.0,14302.0,46271.0,747.0,849.0,3205.0,3423.0,7125.0
2018-03-13,19786.0,13644.0,45163.0,788.0,520.0,3419.0,6927.0,11784.0
2018-03-14,18718.0,13085.0,45956.0,830.0,1420.0,3317.0,4214.0,5945.0
2018-03-15,17701.0,7867.0,27688.0,639.0,1112.0,2494.0,23480.0,62430.0
2018-03-16,17392.0,8647.0,29934.0,765.0,1969.0,2110.0,24120.0,79045.0
2018-03-17,13894.0,5374.0,28207.0,384.0,2962.0,1568.0,19946.0,71077.0
2018-03-18,17769.0,5654.0,27321.0,699.0,4122.0,2294.0,16482.0,35450.0
2018-03-19,15300.0,11320.0,46891.0,847.0,4098.0,3099.0,8730.0,23146.0
2018-03-20,18332.0,10065.0,40410.0,778.0,4452.0,3631.0,13196.0,25975.0
2018-03-21,19566.0,10408.0,40662.0,735.0,1837.0,3381.0,14937.0,34460.0
2018-03-22,19873.0,11673.0,37414.0,658.0,1073.0,3533.0,9721.0,17546.0
2018-03-23,20919.0,13762.0,48205.0,784.0,977.0,3675.0,7677.0,13171.0
2018-03-24,20309.0,11400.0,45134.0,678.0,998.0,3563.0,6760.0,9945.0
2018-03-25,17455.0,9215.0,37631.0,580.0,1316.0,3472.0,1526.0,2409.0
2018-03-26,19424.0,13491.0,48588.0,726.0,2371.0,3599.0,3071.0,8362.0
2018-03-27,20886.0,14239.0,48964.0,781.0,1420.0,3495.0,6692.0,13948.0
2018-03-28,13967.0,11265.0,26650.0,641.0,1348.0,3068.0,25821.0,70593.0
2018-03-29,20055.0,12616.0,32658.0,737.0,1401.0,3365.0,18816.0,46574.0
2018-03-30,19124.0,12103.0,38153.0,781.0,4102.0,3694.0,7553.0,14510.0
2018-03-31,17194.0,11191.0,30310.0,618.0,1735.0,3891.0,17366.0,33856.0
2018-04-01,18350.0,11305.0,31419.0,685.0,2852.0,3819.0,10400.0,21037.0
2018-04-02,18356.0,11470.0,33877.0,613.0,4250.0,3736.0,4982.0,7690.0
2018-04-03,15858.0,10838.0,30663.0,571.0,733.0,4035.0,18931.0,30693.0
2018-04-04,16419.0,8804.0,32752.0,518.0,2998.0,4025.0,14824.0,18409.0
2018-04-05,14776.0,8500.0,28352.0,551.0,1406.0,3819.0,21289.0,41176.0
2018-04-06,15573.0,9413.0,26839.0,635.0,4945.0,3927.0,14895.0,36079.0
2018-04-07,12664.0,5693.0,14090.0,537.0,4213.0,3229.0,20313.0,32830.0
2018-04-08,13577.0,6971.0,27238.0,623.0,4467.0,3236.0,4423.0,7785.0
2018-04-09,15898.0,8574.0,30543.0,627.0,3214.0,3184.0,5762.0,6708.0
2018-04-10,13373.0,6215.0,21409.0,637.0,2808.0,3428.0,24566.0,50754.0
2018-04-11,11573.0,7736.0,18205.0,705.0,5046.0,3222.0,25430.0,60954.0
2018-04-12,11249.0,6030.0,16321.0,671.0,4384.0,3502.0,27056.0,66402.0
2018-04-13,11249.0,8580.0,28008.0,704.0,2991.0,3455.0,23635.0,57265.0
2018-04-14,11583.0,6512.0,24485.0,573.0,1919.0,3465.0,7167.0,14307.0
2018-04-15,12643.0,7456.0,27313.0,651.0,1349.0,3449.0,2563.0,2542.0
2018-04-16,16386.0,10334.0,32045.0,836.0,2612.0,3487.0,2262.0,2641.0
2018-04-17,10989.0,8844.0,28921.0,640.0,3625.0,3359.0,5148.0,11037.0
2018-04-18,9087.0,6624.0,28251.0,612.0,4442.0,3440.0,9159.0,18238.0
2018-04-19,5027.0,4909.0,27573.0,545.0,5098.0,3120.0,4694.0,7427.0
2018-04-20,8366.0,6287.0,20298.0,666.0,5134.0,3090.0,15893.0,21571.0
2018-04-21,4910.0,4507.0,13369.0,626.0,5292.0,3089.0,10405.0,21317.0
2018-04-22,7819.0,5160.0,10006.0,674.0,4750.0,3202.0,5938.0,8482.0
2018-04-23,8937.0,6542.0,16483.0,611.0,4023.0,3252.0,20914.0,45094.0
2018-04-24,9607.0,4665.0,11512.0,514.0,2849.0,3642.0,22843.0,52176.0
2018-04-25,9438.0,6574.0,15940.0,426.0,3254.0,3324.0,11899.0,25138.0
2018-04-26,10164.0,7146.0,11909.0,494.0,3431.0,3160.0,15212.0,35302.0
2018-04-27,10916.0,7111.0,14129.0,626.0,4282.0,3008.0,9734.0,23041.0
2018-04-28,9159.0,6817.0,13988.0,574.0,2797.0,2954.0,4331.0,4236.0
2018-04-29,8859.0,6291.0,10026.0,570.0,3947.0,2990.0,3923.0,3471.0
2018-04-30,8320.0,4704.0,10169.0,453.0,1600.0,2620.0,19010.0,38629.0
2018-05-01,9670.0,5468.0,13916.0,495.0,1649.0,2885.0,15127.0,23318.0
2018-05-02,11376.0,7038.0,12640.0,623.0,5165.0,2705.0,14105.0,35787.0
2018-05-03,11074.0,8150.0,13705.0,625.0,4917.0,2713.0,11761.0,33237.0
2018-05-04,10862.0,8348.0,18672.0,741.0,5350.0,2592.0,1971.0,5570.0
2018-05-05,5490.0,4514.0,9785.0,635.0,5865.0,2587.0,1364.0,5647.0
2018-05-06,6709.0,3690.0,8503.0,484.0,5915.0,2746.0,2905.0,4369.0
2018-05-07,8555.0,5640.0,12873.0,606.0,6116.0,2920.0,6660.0,12692.0
2018-05-08,3203.0,3656.0,10398.0,519.0,6028.0,2978.0,11526.0,25127.0
2018-05-09,2715.0,4737.0,9234.0,1006.0,6126.0,2580.0,16414.0,34130.0
2018-05-10,859.0,3397.0,6617.0,563.0,4201.0,2808.0,12569.0,24811.0
2018-05-11,898.0,5150.0,15082.0,624.0,5491.0,2734.0,4782.0,10201.0
2018-05-12,2488.0,3479.0,9724.0,618.0,4764.0,2567.0,2163.0,4434.0
2018-05-13,1028.0,3361.0,5757.0,622.0,5827.0,2798.0,12387.0,21440.0
2018-05-14,1381.0,4862.0,12003.0,670.0,6068.0,2697.0,9391.0,15172.0
2018-05-15,6353.0,5044.0,16815.0,908.0,5762.0,3007.0,3057.0,4528.0
2018-05-16,4060.0,3444.0,12548.0,500.0,5605.0,2558.0,8946.0,21304.0
2018-05-17,5227.0,3403.0,9797.0,502.0,5898.0,2396.0,12958.0,19385.0
2018-05-18,11621.0,4528.0,13023.0,525.0,4599.0,3006.0,4763.0,13476.0
2018-05-19,9404.0,3613.0,11082.0,454.0,5303.0,3211.0,1036.0,3113.0
2018-05-20,7642.0,2902.0,9876.0,473.0,6212.0,3170.0,3065.0,5696.0
2018-05-21,8234.0,2966.0,9785.0,471.0,5433.0,3321.0,8875.0,19617.0
2018-05-22,11498.0,4831.0,14644.0,417.0,5926.0,3420.0,3963.0,10534.0
2018-05-23,11218.0,3967.0,14255.0,457.0,6122.0,3382.0,1552.0,2879.0
2018-05-24,8199.0,3872.0,11032.0,511.0,6359.0,3570.0,7807.0,19265.0
2018-05-25,6783.0,3358.0,6292.0,433.0,6319.0,3630.0,8856.0,18843.0
2018-05-26,4692.0,2966.0,6652.0,459.0,5625.0,3535.0,3216.0,8084.0
2018-05-27,276.0,2198.0,5378.0,379.0,3906.0,3539.0,9822.0,20288.0
2018-05-28,6404.0,3264.0,8299.0,460.0,4333.0,3552.0,11414.0,17758.0
2018-05-29,1154.0,3247.0,5946.0,461.0,4824.0,3280.0,10451.0,18888.0
2018-05-30,303.0,4189.0,7111.0,509.0,6367.0,3257.0,14932.0,30540.0
2018-05-31,288.0,3609.0,7064.0,488.0,5971.0,3167.0,13123.0,27782.0
2018-06-01,344.0,3410.0,8036.0,431.0,6086.0,2984.0,6992.0,12123.0
2018-06-02,229.0,3248.0,7136.0,508.0,6170.0,3159.0,980.0,3107.0
2018-06-03,257.0,2789.0,5996.0,425.0,5388.0,3371.0,4185.0,13627.0
2018-06-04,339.0,4187.0,7324.0,498.0,5753.0,3365.0,11752.0,26228.0
2018-06-05,348.0,4331.0,7785.0,521.0,6118.0,3191.0,4719.0,12078.0
2018-06-06,288.0,4086.0,7799.0,488.0,6335.0,3223.0,5811.0,8682.0
2018-06-07,486.0,3222.0,12247.0,503.0,6528.0,3649.0,3770.0,7393.0
2018-06-08,628.0,4078.0,10707.0,520.0,6164.0,3345.0,1724.0,2267.0
2018-06-09,400.0,3382.0,4593.0,484.0,4764.0,3395.0,1712.0,2561.0
2018-06-10,246.0,2888.0,3581.0,426.0,2220.0,3429.0,3743.0,5866.0
2018-06-11,302.0,3899.0,3647.0,439.0,3137.0,3431.0,20356.0,51948.0
2018-06-12,417.0,3887.0,4058.0,423.0,3954.0,3676.0,14827.0,22366.0
2018-06-13,272.0,3843.0,7377.0,411.0,5826.0,4039.0,14321.0,39066.0
2018-06-14,232.0,3703.0,3017.0,592.0,4369.0,3796.0,17610.0,48238.0
2018-06-15,270.0,4624.0,3986.0,461.0,5721.0,3884.0,4791.0,15253.0
2018-06-16,241.0,2868.0,8201.0,389.0,2884.0,3810.0,4128.0,7856.0
2018-06-17,150.0,2946.0,8713.0,349.0,4742.0,4070.0,10669.0,28909.0
2018-06-18,273.0,4411.0,3702.0,401.0,2928.0,4151.0,13340.0,30754.0
2018-06-19,263.0,3393.0,5753.0,354.0,5597.0,3501.0,17693.0,44140.0
2018-06-20,255.0,3600.0,3368.0,609.0,2752.0,3645.0,18640.0,44304.0
2018-06-21,356.0,4048.0,2981.0,702.0,4200.0,3608.0,21662.0,55487.0
2018-06-22,240.0,3737.0,2800.0,451.0,5306.0,3506.0,22673.0,55758.0
2018-06-23,310.0,3391.0,3026.0,397.0,4656.0,3489.0,21743.0,58919.0
2018-06-24,301.0,4019.0,3272.0,402.0,5344.0,3959.0,10869.0,20361.0
2018-06-25,184.0,4662.0,4046.0,431.0,5585.0,3817.0,10788.0,15758.0
2018-06-26,261.0,4414.0,3727.0,380.0,6144.0,3829.0,4082.0,2991.0
2018-06-27,5518.0,3299.0,10606.0,357.0,6256.0,4216.0,1231.0,2118.0
2018-06-28,177.0,4137.0,10960.0,489.0,6460.0,4361.0,1842.0,7187.0
2018-06-29,228.0,3554.0,3770.0,410.0,6548.0,4256.0,12623.0,21552.0
2018-06-30,125.0,2996.0,3389.0,390.0,6348.0,4241.0,4068.0,11020.0
2018-07-01,189.0,2663.0,3827.0,388.0,6242.0,4323.0,3744.0,10044.0
2018-07-02,194.0,3943.0,10062.0,374.0,6591.0,4225.0,4474.0,10206.0
2018-07-03,280.0,4081.0,11272.0,417.0,6421.0,3904.0,4680.0,11509.0
2018-07-04,405.0,3620.0,12614.0,446.0,4884.0,3885.0,3384.0,6369.0
2018-07-05,344.0,3783.0,11375.0,427.0,2525.0,3942.0,8395.0,19633.0
2018-07-06,385.0,3637.0,3801.0,397.0,6227.0,3834.0,20126.0,57029.0
2018-07-07,189.0,3014.0,3826.0,425.0,6472.0,3575.0,22516.0,44663.0
2018-07-08,185.0,2738.0,4024.0,426.0,5884.0,3869.0,10173.0,21332.0
2018-07-09,232.0,3749.0,8016.0,387.0,5409.0,3921.0,19952.0,52115.0
2018-07-10,227.0,3634.0,14462.0,799.0,4611.0,4010.0,6092.0,20371.0
2018-07-11,299.0,3909.0,16191.0,435.0,5440.0,4049.0,5789.0,9979.0
2018-07-12,308.0,4190.0,15401.0,438.0,5366.0,3795.0,2454.0,4715.0
2018-07-13,247.0,3664.0,14964.0,670.0,6095.0,3573.0,9537.0,20683.0
2018-07-14,147.0,3411.0,12799.0,493.0,4238.0,3675.0,6961.0,25476.0
2018-07-15,524.0,3238.0,13283.0,360.0,5787.0,3650.0,3003.0,9669.0
2018-07-16,788.0,4144.0,15401.0,390.0,6038.0,3691.0,1164.0,4358.0
2018-07-17,223.0,4126.0,14736.0,426.0,4614.0,3804.0,674.0,3427.0
2018-07-18,404.0,3410.0,14087.0,337.0,4741.0,3884.0,8026.0,15813.0
2018-07-19,250.0,3893.0,15210.0,377.0,5987.0,4036.0,6869.0,20059.0
2018-07-20,270.0,3913.0,15382.0,416.0,6025.0,3656.0,4423.0,18002.0
2018-07-21,148.0,3398.0,14605.0,423.0,5949.0,3800.0,1442.0,9156.0
2018-07-22,172.0,3264.0,14774.0,381.0,5193.0,3743.0,2054.0,12529.0
2018-07-23,195.0,5026.0,15168.0,388.0,4992.0,3373.0,4638.0,14800.0
2018-07-24,200.0,3703.0,16576.0,364.0,5665.0,3272.0,741.0,3375.0
2018-07-25,251.0,3765.0,17490.0,418.0,5354.0,3134.0,1384.0,4905.0
2018-07-26,228.0,3646.0,16618.0,419.0,6552.0,3271.0,2428.0,6729.0
2018-07-27,214.0,3320.0,15384.0,448.0,5816.0,3442.0,9275.0,19619.0
2018-07-28,288.0,2732.0,13584.0,430.0,4916.0,3368.0,13525.0,32073.0
2018-07-29,640.0,2648.0,13333.0,412.0,5457.0,3404.0,4751.0,9102.0
2018-07-30,356.0,4145.0,14726.0,483.0,4042.0,3302.0,5603.0,9013.0
2018-07-31,215.0,2944.0,13304.0,424.0,3963.0,3469.0,10459.0,17254.0
2018-08-01,256.0,3822.0,13978.0,688.0,4892.0,3215.0,1955.0,2541.0
2018-08-02,220.0,2983.0,15092.0,436.0,5465.0,3102.0,341.0,2605.0
2018-08-03,5299.0,3616.0,10907.0,405.0,5446.0,3327.0,537.0,5328.0
2018-08-04,6624.0,2489.0,5724.0,382.0,4425.0,3418.0,9056.0,24960.0
2018-08-05,4522.0,2381.0,5443.0,385.0,3907.0,3431.0,20082.0,49943.0
2018-08-06,8429.0,4100.0,6564.0,414.0,3984.0,3659.0,7105.0,15254.0
2018-08-07,4711.0,3595.0,6323.0,367.0,5250.0,3504.0,4602.0,6882.0
2018-08-08,6023.0,3510.0,5247.0,456.0,3334.0,3384.0,11675.0,24006.0
2018-08-09,7022.0,4188.0,5801.0,372.0,4705.0,3533.0,6115.0,11935.0
2018-08-10,5463.0,3311.0,5002.0,377.0,4223.0,3601.0,22163.0,60612.0
2018-08-11,4933.0,2794.0,4715.0,281.0,3032.0,3525.0,19060.0,32234.0
2018-08-12,6670.0,3100.0,5133.0,273.0,2041.0,3331.0,11454.0,16949.0
2018-08-13,6504.0,4562.0,6466.0,291.0,1489.0,2956.0,5828.0,12458.0
2018-08-14,6968.0,4135.0,6218.0,346.0,2903.0,3014.0,6082.0,9194.0
2018-08-15,5619.0,5218.0,5160.0,342.0,3522.0,3083.0,5912.0,12987.0
2018-08-16,6500.0,4547.0,5306.0,696.0,2889.0,3022.0,13966.0,34504.0
2018-08-17,6151.0,4849.0,5556.0,347.0,3542.0,3310.0,5562.0,15215.0
2018-08-18,5815.0,3515.0,4857.0,297.0,2384.0,3185.0,16033.0,43611.0
2018-08-19,5151.0,3747.0,5178.0,393.0,1414.0,3190.0,12342.0,22032.0
2018-08-20,8172.0,5886.0,5329.0,454.0,4486.0,3199.0,17129.0,38664.0
2018-08-21,6851.0,5157.0,6506.0,410.0,4749.0,3286.0,5395.0,8498.0
2018-08-22,5585.0,4181.0,5060.0,336.0,4515.0,3451.0,12696.0,29479.0
2018-08-23,7052.0,5137.0,7072.0,426.0,3048.0,3164.0,7401.0,14074.0
2018-08-24,6907.0,4796.0,5231.0,370.0,3038.0,3218.0,13681.0,24659.0
2018-08-25,4037.0,3923.0,4815.0,305.0,3290.0,3349.0,10420.0,13629.0
2018-08-26,4282.0,3267.0,4916.0,319.0,4541.0,3236.0,12302.0,22628.0
2018-08-27,5982.0,4177.0,5042.0,346.0,1459.0,3185.0,22612.0,42233.0
2018-08-28,8390.0,6003.0,6932.0,404.0,2626.0,3139.0,8005.0,14813.0
2018-08-29,9502.0,4321.0,6561.0,343.0,3154.0,3037.0,4731.0,7873.0
2018-08-30,9060.0,5165.0,6692.0,389.0,1652.0,2943.0,9183.0,17092.0
2018-08-31,8798.0,5907.0,6605.0,354.0,2985.0,2938.0,10805.0,13940.0
2018-09-01,8076.0,3489.0,4755.0,308.0,2960.0,2850.0,2310.0,2584.0
2018-09-02,7758.0,3254.0,5045.0,292.0,4134.0,2753.0,1888.0,2808.0
2018-09-03,8268.0,4579.0,6238.0,354.0,3107.0,2651.0,7759.0,10171.0
2018-09-04,8310.0,5530.0,6414.0,382.0,4110.0,2680.0,1896.0,2891.0
2018-09-05,9252.0,4982.0,6875.0,426.0,3960.0,2738.0,501.0,1319.0
2018-09-06,8605.0,3882.0,6492.0,391.0,3819.0,2791.0,8838.0,20730.0
2018-09-07,8425.0,5045.0,5746.0,394.0,1476.0,2915.0,13230.0,25075.0
2018-09-08,5654.0,2968.0,4398.0,219.0,2651.0,2988.0,21324.0,40497.0
2018-09-09,5587.0,3014.0,4729.0,240.0,2938.0,2957.0,14911.0,28931.0
2018-09-10,7041.0,5979.0,9951.0,443.0,2731.0,2726.0,13895.0,29347.0
2018-09-11,3918.0,4480.0,8562.0,559.0,854.0,2451.0,18410.0,44950.0
2018-09-12,4138.0,3954.0,10189.0,423.0,2144.0,2440.0,20694.0,48035.0
2018-09-13,7877.0,7344.0,12909.0,400.0,3373.0,2451.0,10346.0,21521.0
2018-09-14,6536.0,7093.0,9358.0,361.0,1949.0,2471.0,16233.0,31833.0
2018-09-15,7137.0,5217.0,12279.0,345.0,3165.0,2467.0,13517.0,21083.0
2018-09-16,3345.0,4897.0,8825.0,288.0,2310.0,2475.0,14224.0,32892.0
2018-09-17,7304.0,7755.0,12906.0,409.0,2275.0,2451.0,8625.0,17782.0
2018-09-18,4413.0,3930.0,8676.0,389.0,4264.0,2591.0,15780.0,38494.0
2018-09-19,5365.0,4192.0,5303.0,617.0,2444.0,2721.0,18192.0,46457.0
2018-09-20,4857.0,5140.0,5725.0,888.0,1252.0,2735.0,15284.0,33083.0
2018-09-21,2279.0,3852.0,5499.0,347.0,1792.0,2836.0,25468.0,65275.0
2018-09-22,2191.0,3622.0,6765.0,348.0,3292.0,2740.0,24319.0,63357.0
2018-09-23,2137.0,4483.0,9423.0,345.0,3014.0,2928.0,21818.0,46886.0
2018-09-24,1663.0,4615.0,10266.0,356.0,3457.0,2957.0,23743.0,55454.0
2018-09-25,8689.0,8502.0,13420.0,447.0,3565.0,3101.0,14818.0,25317.0
2018-09-26,5496.0,3447.0,7288.0,338.0,637.0,2915.0,26136.0,70705.0
2018-09-27,5677.0,5224.0,7338.0,385.0,1460.0,2962.0,24314.0,59508.0
2018-09-28,6628.0,5521.0,7723.0,394.0,3573.0,3135.0,24201.0,54176.0
2018-09-29,6139.0,6481.0,8702.0,429.0,1772.0,3346.0,16642.0,35598.0
2018-09-30,7175.0,5825.0,10029.0,460.0,1916.0,3373.0,17447.0,34040.0
2018-10-01,9165.0,8101.0,12305.0,408.0,2918.0,3506.0,13655.0,26902.0
2018-10-02,6556.0,6228.0,9196.0,437.0,1491.0,3172.0,22754.0,56972.0
2018-10-03,7715.0,4765.0,10044.0,469.0,3209.0,2864.0,19187.0,50024.0
2018-10-04,12454.0,9620.0,13528.0,411.0,1209.0,3592.0,12323.0,24623.0
2018-10-05,12323.0,7687.0,12468.0,382.0,973.0,3822.0,14898.0,24311.0
2018-10-06,9840.0,7222.0,13671.0,416.0,997.0,4059.0,7242.0,7335.0
2018-10-07,11251.0,6733.0,11291.0,371.0,2906.0,4026.0,8977.0,14019.0
2018-10-08,9433.0,7176.0,9595.0,336.0,1113.0,4230.0,21433.0,48644.0
2018-10-09,10373.0,5805.0,11869.0,660.0,1384.0,4154.0,17297.0,42307.0
2018-10-10,10950.0,6587.0,16286.0,369.0,2868.0,4480.0,6575.0,12837.0
2018-10-11,8801.0,4021.0,11494.0,351.0,3170.0,4033.0,20819.0,33452.0
2018-10-12,7445.0,4445.0,12171.0,410.0,2770.0,3876.0,17967.0,26913.0
2018-10-13,6489.0,4339.0,7407.0,305.0,2654.0,3952.0,21991.0,36579.0
2018-10-14,6571.0,3684.0,6756.0,351.0,2995.0,3859.0,20462.0,32488.0
2018-10-15,14455.0,6564.0,18138.0,425.0,2456.0,4199.0,7078.0,8024.0
2018-10-16,18843.0,7730.0,23758.0,543.0,1584.0,4545.0,1848.0,2468.0
2018-10-17,17436.0,6654.0,19863.0,520.0,1835.0,4478.0,4666.0,7246.0
2018-10-18,17133.0,6832.0,14354.0,492.0,2669.0,4614.0,8237.0,17959.0
2018-10-19,17554.0,7416.0,16409.0,620.0,1539.0,4629.0,2382.0,6482.0
2018-10-20,9281.0,6886.0,19312.0,476.0,2059.0,4565.0,9204.0,15769.0
2018-10-21,8839.0,5442.0,9482.0,422.0,840.0,4064.0,13364.0,32719.0
2018-10-22,9947.0,5475.0,7709.0,421.0,2414.0,4178.0,22170.0,53288.0
2018-10-23,10570.0,4421.0,8025.0,386.0,1036.0,3615.0,23321.0,81268.0
2018-10-24,8935.0,6749.0,9638.0,419.0,2244.0,3910.0,20004.0,46801.0
2018-10-25,7982.0,6186.0,9688.0,409.0,1782.0,4233.0,23256.0,67393.0
2018-10-26,9443.0,8238.0,17300.0,472.0,750.0,4116.0,15235.0,27303.0
2018-10-27,11064.0,8877.0,10322.0,486.0,1378.0,3993.0,18740.0,45623.0
2018-10-28,10551.0,9123.0,14840.0,559.0,1420.0,3690.0,16235.0,29184.0
2018-10-29,12974.0,9286.0,16331.0,541.0,503.0,3581.0,24341.0,63298.0
2018-10-30,11566.0,7439.0,9312.0,511.0,358.0,4063.0,20983.0,58195.0
2018-10-31,11328.0,8928.0,15276.0,573.0,1415.0,3554.0,16941.0,37670.0
