,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2020-11-25,447996.0,1464153.0,1156323.0,0.0,1168063.0,44818.0,3.0,2564.0,128731.0,133501.0,131682.0,23196.0,0.0,625000.0,0.0,42768.0,20104.0,164988.0,58000.0,333051.0,835829.0
2020-11-26,449740.0,1525358.0,1280729.0,0.0,1198071.0,44442.0,0.0,2599.0,139188.0,146376.0,132809.0,24058.0,0.0,653625.0,0.0,43652.0,19986.0,100793.0,65836.0,165976.0,557386.0
2020-11-27,453761.0,1589756.0,1254106.0,0.0,1273696.0,43703.0,0.0,2583.0,122916.0,139764.0,128880.0,21216.0,0.0,657610.0,0.0,43866.0,19695.0,137944.0,64102.0,76834.0,156816.0
2020-11-28,452613.0,1465706.0,1087150.0,0.0,772516.0,41218.0,0.0,2461.0,92342.0,83003.0,122697.0,9013.0,0.0,658220.0,0.0,43726.0,19896.0,107183.0,66003.0,220085.0,465451.0
2020-11-29,432789.0,1273781.0,1013433.0,0.0,752910.0,41265.0,0.0,2577.0,110317.0,142975.0,113589.0,13132.0,0.0,675334.0,0.0,43614.0,20015.0,167358.0,64692.0,91442.0,338463.0
2020-11-30,434774.0,1415494.0,1138633.0,0.0,1153349.0,49163.0,0.0,2703.0,114701.0,150808.0,116717.0,14518.0,0.0,716749.0,0.0,43875.0,20124.0,190391.0,65615.0,367930.0,755656.0
2020-12-01,449188.0,1434008.0,1166987.0,0.0,1233038.0,51987.0,0.0,2842.0,159881.0,125512.0,121621.0,16265.0,0.0,730553.0,0.0,47192.0,19188.0,36117.0,31814.0,274186.0,478536.0
2020-12-02,451665.0,1528459.0,1240630.0,0.0,1293898.0,57326.0,0.0,2806.0,153178.0,158109.0,128300.0,25604.0,0.0,762156.0,0.0,48420.0,19176.0,74024.0,26431.0,145516.0,243656.0
2020-12-03,448195.0,1394710.0,1123268.0,0.0,842043.0,42036.0,0.0,2839.0,117862.0,149995.0,130085.0,15884.0,0.0,728093.0,0.0,48207.0,19160.0,54255.0,51183.0,512996.0,1375212.0
2020-12-04,446985.0,1320594.0,972185.0,0.0,627478.0,41946.0,0.0,2721.0,117858.0,146588.0,123050.0,9373.0,0.0,714709.0,0.0,48555.0,19008.0,85785.0,61082.0,518406.0,1793526.0
2020-12-05,451121.0,1438960.0,1042022.0,0.0,720670.0,41140.0,38.0,2797.0,83924.0,132863.0,116021.0,6581.0,0.0,778415.0,0.0,48071.0,18840.0,96317.0,61412.0,229126.0,728818.0
2020-12-06,449133.0,1421394.0,999921.0,0.0,613990.0,41068.0,28.0,2510.0,93080.0,127042.0,126825.0,7872.0,0.0,763545.0,0.0,47357.0,18404.0,63936.0,63278.0,190053.0,736435.0
2020-12-07,447620.0,1469421.0,1104704.0,0.0,947879.0,41903.0,19.0,2689.0,119196.0,111117.0,125847.0,16773.0,0.0,742911.0,0.0,47744.0,18546.0,69844.0,62085.0,397520.0,1046052.0
2020-12-08,446044.0,1558214.0,1172541.0,0.0,1248260.0,44882.0,26.0,2775.0,107741.0,133194.0,125339.0,16405.0,0.0,782830.0,0.0,47522.0,18657.0,132397.0,62139.0,120097.0,473224.0
2020-12-09,449049.0,1552655.0,1263535.0,0.0,1343020.0,51918.0,0.0,2764.0,137994.0,147432.0,128017.0,21071.0,0.0,783330.0,0.0,48219.0,18890.0,33814.0,61895.0,163359.0,273367.0
2020-12-10,452361.0,1527416.0,1250608.0,0.0,1227747.0,52462.0,0.0,2826.0,166999.0,159872.0,131135.0,25602.0,0.0,782803.0,0.0,49637.0,19187.0,33871.0,59997.0,138147.0,175856.0
2020-12-11,455973.0,1409266.0,1108634.0,0.0,817445.0,43868.0,0.0,2836.0,135915.0,140579.0,128054.0,12064.0,0.0,758207.0,0.0,48558.0,18969.0,58721.0,66577.0,505258.0,1120825.0
2020-12-12,453861.0,1403273.0,905652.0,0.0,646340.0,41185.0,0.0,2794.0,110618.0,159670.0,122652.0,15194.0,0.0,764553.0,0.0,49052.0,18983.0,52165.0,66865.0,273461.0,620120.0
2020-12-13,452640.0,1406213.0,816797.0,0.0,428645.0,41129.0,0.0,2738.0,86684.0,124759.0,114326.0,6626.0,0.0,780047.0,0.0,48264.0,18830.0,49110.0,68414.0,198056.0,443213.0
2020-12-14,450969.0,1363905.0,777481.0,0.0,533066.0,40798.0,55.0,2793.0,101952.0,142791.0,113192.0,9546.0,0.0,744206.0,0.0,46411.0,18745.0,127989.0,67893.0,543946.0,1557968.0
2020-12-15,450313.0,1439806.0,963593.0,0.0,910881.0,40005.0,1.0,2779.0,146634.0,139141.0,117734.0,13106.0,0.0,763478.0,0.0,45251.0,18647.0,59468.0,64558.0,309227.0,973286.0
2020-12-16,452527.0,1424545.0,941354.0,0.0,890128.0,40297.0,20.0,2810.0,133397.0,164961.0,123334.0,9566.0,0.0,775928.0,0.0,40688.0,17991.0,127717.0,70784.0,330578.0,721974.0
2020-12-17,439441.0,1293755.0,737430.0,0.0,556819.0,39856.0,0.0,2716.0,124558.0,150791.0,128925.0,6501.0,0.0,732922.0,0.0,43669.0,18103.0,100748.0,71148.0,548373.0,1630417.0
2020-12-18,438339.0,1253483.0,688396.0,0.0,395270.0,39489.0,0.0,2822.0,100248.0,148258.0,126444.0,6446.0,18.0,751967.0,0.0,43746.0,18402.0,185135.0,67172.0,565994.0,1388339.0
2020-12-19,434690.0,755380.0,481370.0,0.0,329500.0,39052.0,0.0,2890.0,120497.0,112618.0,114879.0,12062.0,0.0,744604.0,0.0,44283.0,18823.0,163737.0,71052.0,537025.0,1738230.0
2020-12-20,437627.0,931099.0,546799.0,0.0,261405.0,38888.0,0.0,2882.0,100377.0,136263.0,109133.0,9873.0,0.0,764794.0,0.0,43902.0,18626.0,88067.0,69545.0,527749.0,1087572.0
2020-12-21,438475.0,902904.0,600954.0,0.0,267878.0,38806.0,0.0,2540.0,133333.0,146668.0,104385.0,7372.0,0.0,764313.0,0.0,43323.0,18440.0,101765.0,68784.0,500483.0,1718968.0
2020-12-22,453956.0,727907.0,511156.0,0.0,263148.0,38444.0,0.0,2219.0,118213.0,186044.0,116279.0,10272.0,0.0,711906.0,0.0,37229.0,15916.0,59478.0,67810.0,403845.0,2482594.0
2020-12-23,457602.0,1044773.0,649783.0,0.0,383484.0,38473.0,0.0,2263.0,119216.0,144599.0,120505.0,7088.0,0.0,772265.0,0.0,41726.0,17573.0,45747.0,74134.0,165857.0,998184.0
2020-12-24,455011.0,458478.0,372080.0,0.0,179771.0,38511.0,0.0,2514.0,137526.0,153831.0,129657.0,4307.0,0.0,752715.0,0.0,31759.0,17430.0,70038.0,76214.0,517227.0,1658379.0
2020-12-25,453696.0,572690.0,433953.0,0.0,169556.0,38645.0,0.0,2718.0,131175.0,172825.0,136388.0,5736.0,0.0,777783.0,0.0,26952.0,17578.0,95554.0,77335.0,284569.0,720624.0
2020-12-26,447853.0,356107.0,342077.0,0.0,181827.0,38621.0,0.0,2812.0,70205.0,94013.0,131450.0,4187.0,0.0,755186.0,0.0,26134.0,17091.0,118439.0,73602.0,441025.0,1779333.0
2020-12-27,445349.0,326896.0,281674.0,0.0,156857.0,39238.0,9.0,2641.0,118173.0,169945.0,118271.0,4148.0,0.0,646855.0,0.0,19312.0,13907.0,93157.0,69386.0,323351.0,3287167.0
2020-12-28,453392.0,853344.0,584590.0,0.0,313356.0,39403.0,0.0,2679.0,98725.0,125979.0,124676.0,7536.0,0.0,774939.0,0.0,37373.0,17696.0,72225.0,75092.0,119394.0,1141697.0
2020-12-29,451144.0,895405.0,649481.0,0.0,312763.0,39306.0,27.0,2748.0,112475.0,150399.0,127020.0,7692.0,0.0,732482.0,0.0,41256.0,18889.0,96442.0,72829.0,94334.0,1170613.0
2020-12-30,452092.0,826569.0,617554.0,0.0,364549.0,39236.0,57.0,2774.0,136097.0,139679.0,118851.0,8710.0,0.0,755694.0,0.0,42224.0,18869.0,140021.0,73044.0,338178.0,1529538.0
