,Forecasted Load,Actual Load
2021-01-01,88918.0,88963.0
2021-01-02,93482.0,93094.0
2021-01-03,97456.0,98013.0
2021-01-04,113582.0,113970.0
2021-01-05,113682.0,113691.0
2021-01-06,113382.0,113600.0
2021-01-07,112928.0,113021.0
2021-01-08,110069.0,110036.0
2021-01-09,97682.0,97915.0
2021-01-10,99706.0,99687.0
2021-01-11,112954.0,113377.0
2021-01-12,113109.0,113522.0
2021-01-13,116958.0,118232.0
2021-01-14,115445.0,115922.0
2021-01-15,113383.0,113557.0
2021-01-16,105374.0,106765.0
2021-01-17,103924.0,103817.0
2021-01-18,115484.0,115259.0
2021-01-19,114846.0,114863.0
2021-01-20,115722.0,115634.0
2021-01-21,111938.0,112159.0
2021-01-22,110023.0,110277.0
2021-01-23,98493.0,99104.0
2021-01-24,97732.0,97736.0
2021-01-25,110728.0,110844.0
2021-01-26,113022.0,113178.0
2021-01-27,114503.0,114188.0
2021-01-28,113538.0,115029.0
2021-01-29,116158.0,116705.0
2021-01-30,102608.0,103763.0
2021-01-31,99378.0,99314.0
2021-02-01,114057.0,113878.0
2021-02-02,117963.0,117607.0
2021-02-03,119677.0,119772.0
2021-02-04,121967.0,121951.0
2021-02-05,120587.0,121303.0
2021-02-06,114003.0,116471.0
2021-02-07,118815.0,119009.0
2021-02-08,132691.0,130919.0
2021-02-09,129018.0,127889.0
2021-02-10,122567.0,122014.0
2021-02-11,124575.0,124154.0
2021-02-12,123955.0,124119.0
2021-02-13,111401.0,112556.0
2021-02-14,111209.0,111517.0
2021-02-15,124076.0,123231.0
2021-02-16,121671.0,120748.0
2021-02-17,118820.0,118471.0
2021-02-18,117258.0,117633.0
2021-02-19,111422.0,111595.0
2021-02-20,99988.0,100114.0
2021-02-21,94398.0,94376.0
2021-02-22,107910.0,107772.0
2021-02-23,108010.0,108043.0
2021-02-24,107892.0,107789.0
2021-02-25,105227.0,104892.0
2021-02-26,101490.0,101747.0
2021-02-27,92633.0,92415.0
2021-02-28,90628.0,90575.0
2021-03-01,104355.0,104101.0
2021-03-02,107844.0,108058.0
2021-03-03,109161.0,109673.0
2021-03-04,109237.0,109190.0
2021-03-05,107000.0,107224.0
2021-03-06,98239.0,98544.0
2021-03-07,99448.0,99400.0
2021-03-08,110154.0,110133.0
2021-03-09,110642.0,110294.0
2021-03-10,113914.0,114312.0
2021-03-11,120016.0,120233.0
2021-03-12,111404.0,111466.0
2021-03-13,100808.0,101577.0
2021-03-14,97930.0,98023.0
2021-03-15,111332.0,111432.0
2021-03-16,109948.0,108660.0
2021-03-17,107890.0,107079.0
2021-03-18,107682.0,107747.0
2021-03-19,106819.0,106845.0
2021-03-20,99267.0,99904.0
2021-03-21,97208.0,96952.0
2021-03-22,105939.0,105592.0
2021-03-23,102758.0,102005.0
2021-03-24,96055.0,95580.0
2021-03-25,97457.0,96158.0
2021-03-26,91991.0,90937.0
2021-03-27,86698.0,86754.0
2021-03-28,83752.0,84326.0
2021-03-29,97947.0,97809.0
2021-03-30,95275.0,95240.0
2021-03-31,96769.0,97105.0
2021-04-01,88709.0,89916.0
2021-04-02,89069.0,89409.0
2021-04-03,87066.0,87598.0
2021-04-04,88958.0,89382.0
2021-04-05,97965.0,97908.0
2021-04-06,109452.0,109210.0
2021-04-07,110988.0,110205.0
2021-04-08,110649.0,110137.0
2021-04-09,106611.0,106522.0
2021-04-10,89705.0,90282.0
2021-04-11,98577.0,98988.0
2021-04-12,107236.0,107348.0
2021-04-13,108244.0,107776.0
2021-04-14,105304.0,104750.0
2021-04-15,103850.0,103429.0
2021-04-16,100975.0,99364.0
2021-04-17,87667.0,87264.0
2021-04-18,85495.0,84950.0
2021-04-19,96754.0,96226.0
2021-04-20,97989.0,97495.0
2021-04-21,102249.0,102376.0
2021-04-22,106045.0,105164.0
2021-04-23,99134.0,98474.0
2021-04-24,88839.0,89227.0
2021-04-25,88091.0,88014.0
2021-04-26,102622.0,102332.0
2021-04-27,104246.0,103931.0
2021-04-28,101016.0,100487.0
2021-04-29,101888.0,101457.0
2021-04-30,87527.0,88061.0
2021-05-01,85207.0,85175.0
2021-05-02,85866.0,86463.0
2021-05-03,100933.0,100976.0
2021-05-04,108669.0,108679.0
2021-05-05,106444.0,106406.0
2021-05-06,106342.0,105534.0
2021-05-07,100795.0,100830.0
2021-05-08,88722.0,89107.0
2021-05-09,88684.0,88101.0
2021-05-10,97156.0,96574.0
2021-05-11,98457.0,98229.0
2021-05-12,96747.0,97185.0
2021-05-13,86292.0,86549.0
2021-05-14,87533.0,87555.0
2021-05-15,83387.0,83841.0
2021-05-16,83662.0,83636.0
2021-05-17,95222.0,95093.0
2021-05-18,95549.0,95186.0
2021-05-19,95896.0,95482.0
2021-05-20,96962.0,96560.0
2021-05-21,96639.0,97431.0
2021-05-22,87335.0,88326.0
2021-05-23,85769.0,85785.0
2021-05-24,85284.0,85221.0
2021-05-25,96976.0,97410.0
2021-05-26,104231.0,103957.0
2021-05-27,101569.0,100637.0
2021-05-28,93715.0,93592.0
2021-05-29,80276.0,80937.0
2021-05-30,79995.0,80045.0
2021-05-31,91138.0,91677.0
2021-06-01,93757.0,93498.0
2021-06-02,94251.0,94085.0
2021-06-03,96641.0,96418.0
2021-06-04,90036.0,90168.0
2021-06-05,76873.0,77193.0
2021-06-06,78633.0,78410.0
2021-06-07,92918.0,93257.0
2021-06-08,93559.0,93399.0
2021-06-09,94025.0,93726.0
2021-06-10,94755.0,94785.0
2021-06-11,93279.0,93736.0
2021-06-12,81071.0,81339.0
2021-06-13,80819.0,80854.0
2021-06-14,95809.0,95360.0
2021-06-15,94055.0,94077.0
2021-06-16,96577.0,96054.0
2021-06-17,98773.0,98518.0
2021-06-18,95204.0,95544.0
2021-06-19,83142.0,83546.0
2021-06-20,82497.0,82485.0
2021-06-21,93744.0,94409.0
2021-06-22,95354.0,95263.0
2021-06-23,94704.0,94639.0
2021-06-24,93746.0,93954.0
2021-06-25,92787.0,92904.0
2021-06-26,81004.0,81532.0
2021-06-27,80304.0,80242.0
2021-06-28,94751.0,94944.0
2021-06-29,96119.0,96562.0
2021-06-30,97981.0,97989.0
2021-07-01,96815.0,96660.0
2021-07-02,95869.0,95906.0
2021-07-03,82640.0,83371.0
2021-07-04,81167.0,82489.0
2021-07-05,94917.0,94952.0
2021-07-06,97013.0,97203.0
2021-07-07,97275.0,96440.0
2021-07-08,94443.0,94787.0
2021-07-09,91504.0,91677.0
2021-07-10,80210.0,80584.0
2021-07-11,78190.0,78557.0
2021-07-12,91820.0,91931.0
2021-07-13,95184.0,95120.0
2021-07-14,97704.0,97866.0
2021-07-15,98612.0,99816.0
2021-07-16,96150.0,95846.0
2021-07-17,82338.0,83044.0
2021-07-18,80186.0,79994.0
2021-07-19,91124.0,94347.0
2021-07-20,87109.0,87118.0
2021-07-21,86886.0,86474.0
2021-07-22,86907.0,86356.0
2021-07-23,86727.0,86856.0
2021-07-24,78228.0,78767.0
2021-07-25,75876.0,75737.0
2021-07-26,87426.0,87095.0
2021-07-27,87752.0,87409.0
2021-07-28,86175.0,85671.0
2021-07-29,84313.0,85022.0
2021-07-30,86423.0,86505.0
2021-07-31,78058.0,78999.0
2021-08-01,77467.0,77183.0
2021-08-02,89121.0,88024.0
2021-08-03,88656.0,88367.0
2021-08-04,89495.0,89123.0
2021-08-05,89662.0,90048.0
2021-08-06,91026.0,90899.0
2021-08-07,80684.0,81302.0
2021-08-08,82254.0,81960.0
2021-08-09,96099.0,95119.0
2021-08-10,95757.0,95092.0
2021-08-11,95129.0,94952.0
2021-08-12,96597.0,96099.0
2021-08-13,95557.0,95671.0
2021-08-14,82521.0,82781.0
2021-08-15,82152.0,82071.0
2021-08-16,96820.0,96551.0
2021-08-17,100576.0,100758.0
2021-08-18,99768.0,99415.0
2021-08-19,97873.0,97155.0
2021-08-20,93327.0,93120.0
2021-08-21,82165.0,82740.0
2021-08-22,81057.0,81445.0
2021-08-23,96459.0,96370.0
2021-08-24,97676.0,97761.0
2021-08-25,98844.0,98850.0
2021-08-26,98514.0,98458.0
2021-08-27,97039.0,97103.0
2021-08-28,85705.0,86056.0
2021-08-29,83484.0,82597.0
2021-08-30,96812.0,96090.0
2021-08-31,97947.0,97685.0
2021-09-01,98151.0,97568.0
2021-09-02,98130.0,97851.0
2021-09-03,93291.0,93596.0
2021-09-04,81730.0,82034.0
2021-09-05,81314.0,81347.0
2021-09-06,96611.0,96044.0
2021-09-07,96728.0,96666.0
2021-09-08,98097.0,97907.0
2021-09-09,98770.0,98713.0
2021-09-10,94262.0,94600.0
2021-09-11,84594.0,84487.0
2021-09-12,82530.0,82486.0
2021-09-13,96200.0,96139.0
2021-09-14,98615.0,98331.0
2021-09-15,99121.0,99110.0
2021-09-16,100065.0,99789.0
2021-09-17,96302.0,96529.0
2021-09-18,84035.0,84300.0
2021-09-19,84793.0,84916.0
2021-09-20,99235.0,98990.0
2021-09-21,100591.0,100485.0
2021-09-22,101049.0,101506.0
2021-09-23,104793.0,104947.0
2021-09-24,100258.0,100789.0
2021-09-25,85891.0,86244.0
2021-09-26,83710.0,83342.0
2021-09-27,99564.0,99339.0
