,Forecasted Load,Actual Load
2023-01-01 00:00:00+01:00,2106.0,2061.0
2023-01-01 01:00:00+01:00,2073.0,2018.0
2023-01-01 02:00:00+01:00,2050.0,1943.0
2023-01-01 03:00:00+01:00,2018.0,1891.0
2023-01-01 04:00:00+01:00,2016.0,1844.0
2023-01-01 05:00:00+01:00,2033.0,1782.0
2023-01-01 06:00:00+01:00,2080.0,1843.0
2023-01-01 07:00:00+01:00,2126.0,1973.0
2023-01-01 08:00:00+01:00,2161.0,2076.0
2023-01-01 09:00:00+01:00,2193.0,2044.0
2023-01-01 10:00:00+01:00,2271.0,2132.0
2023-01-01 11:00:00+01:00,2345.0,2122.0
2023-01-01 12:00:00+01:00,2386.0,2222.0
2023-01-01 13:00:00+01:00,2395.0,2195.0
2023-01-01 14:00:00+01:00,2408.0,2236.0
2023-01-01 15:00:00+01:00,2452.0,2330.0
2023-01-01 16:00:00+01:00,2529.0,2490.0
2023-01-01 17:00:00+01:00,2556.0,2540.0
2023-01-01 18:00:00+01:00,2531.0,2553.0
2023-01-01 19:00:00+01:00,2482.0,2560.0
2023-01-01 20:00:00+01:00,2402.0,2431.0
2023-01-01 21:00:00+01:00,2323.0,2338.0
2023-01-01 22:00:00+01:00,2241.0,2256.0
2023-01-01 23:00:00+01:00,2171.0,2080.0
2023-01-02 00:00:00+01:00,2090.0,1885.0
2023-01-02 01:00:00+01:00,2036.0,1907.0
2023-01-02 02:00:00+01:00,2019.0,2002.0
2023-01-02 03:00:00+01:00,2016.0,1967.0
2023-01-02 04:00:00+01:00,2053.0,2035.0
2023-01-02 05:00:00+01:00,2160.0,2258.0
2023-01-02 06:00:00+01:00,2407.0,2549.0
2023-01-02 07:00:00+01:00,2660.0,2772.0
2023-01-02 08:00:00+01:00,2775.0,2841.0
2023-01-02 09:00:00+01:00,2800.0,2873.0
2023-01-02 10:00:00+01:00,2856.0,2853.0
2023-01-02 11:00:00+01:00,2881.0,2808.0
2023-01-02 12:00:00+01:00,2896.0,2851.0
2023-01-02 13:00:00+01:00,2901.0,2908.0
2023-01-02 14:00:00+01:00,2885.0,2904.0
2023-01-02 15:00:00+01:00,2914.0,2851.0
2023-01-02 16:00:00+01:00,2960.0,2793.0
2023-01-02 17:00:00+01:00,2958.0,2827.0
2023-01-02 18:00:00+01:00,2892.0,2785.0
2023-01-02 19:00:00+01:00,2810.0,2545.0
2023-01-02 20:00:00+01:00,2704.0,2406.0
2023-01-02 21:00:00+01:00,2596.0,2215.0
2023-01-02 22:00:00+01:00,2477.0,2159.0
