,Fossil Gas,Hydro Water Reservoir,Nuclear,Other,Solar,Wind Onshore
2023-01-23 09:00:00+01:00,0.0,1666.0,5786.0,1123.0,5.0,1119.0
2023-01-23 10:00:00+01:00,0.0,1654.0,5787.0,1130.0,15.0,1134.0
2023-01-23 11:00:00+01:00,0.0,1650.0,5787.0,1162.0,23.0,1160.0
2023-01-23 12:00:00+01:00,0.0,1676.0,5787.0,1161.0,24.0,1242.0
2023-01-23 13:00:00+01:00,0.0,1657.0,5788.0,1171.0,19.0,1292.0
2023-01-23 14:00:00+01:00,0.0,1658.0,5787.0,1143.0,9.0,1342.0
2023-01-23 15:00:00+01:00,0.0,1660.0,5789.0,1138.0,1.0,1412.0
2023-01-23 16:00:00+01:00,0.0,1661.0,5788.0,1136.0,0.0,1535.0
2023-01-23 17:00:00+01:00,0.0,1661.0,5789.0,1136.0,0.0,1655.0
2023-01-23 18:00:00+01:00,0.0,1657.0,5788.0,1132.0,0.0,1748.0
2023-01-23 19:00:00+01:00,0.0,1634.0,5789.0,1147.0,0.0,1850.0
2023-01-23 20:00:00+01:00,0.0,1531.0,5789.0,993.0,0.0,1949.0
2023-01-23 21:00:00+01:00,0.0,1337.0,5790.0,897.0,0.0,2036.0
2023-01-23 22:00:00+01:00,0.0,1306.0,5789.0,860.0,0.0,2101.0
2023-01-23 23:00:00+01:00,0.0,1284.0,5789.0,850.0,0.0,2181.0
2023-01-24 00:00:00+01:00,0.0,1152.0,5789.0,838.0,0.0,2297.0
2023-01-24 01:00:00+01:00,0.0,1119.0,5790.0,818.0,0.0,2330.0
2023-01-24 02:00:00+01:00,0.0,1116.0,5790.0,856.0,0.0,2370.0
2023-01-24 03:00:00+01:00,0.0,1132.0,5791.0,860.0,0.0,2384.0
2023-01-24 04:00:00+01:00,0.0,1145.0,5790.0,877.0,0.0,2345.0
2023-01-24 05:00:00+01:00,0.0,1196.0,5789.0,897.0,0.0,2317.0
2023-01-24 06:00:00+01:00,0.0,1279.0,5790.0,964.0,0.0,2254.0
2023-01-24 07:00:00+01:00,0.0,1594.0,5786.0,1031.0,0.0,2191.0
2023-01-24 08:00:00+01:00,0.0,1603.0,5786.0,1042.0,0.0,2054.0
2023-01-24 09:00:00+01:00,0.0,1608.0,5786.0,1047.0,2.0,1975.0
2023-01-24 10:00:00+01:00,0.0,1617.0,5785.0,978.0,7.0,1859.0
2023-01-24 11:00:00+01:00,0.0,1622.0,5787.0,951.0,12.0,1807.0
2023-01-24 12:00:00+01:00,0.0,1632.0,5788.0,926.0,13.0,1758.0
2023-01-24 13:00:00+01:00,0.0,1644.0,5787.0,924.0,9.0,1731.0
2023-01-24 14:00:00+01:00,0.0,1647.0,5787.0,936.0,4.0,1751.0
2023-01-24 15:00:00+01:00,0.0,1669.0,5786.0,940.0,1.0,1952.0
2023-01-24 16:00:00+01:00,0.0,1676.0,5786.0,960.0,0.0,2093.0
2023-01-24 17:00:00+01:00,0.0,1627.0,5785.0,947.0,0.0,2185.0
2023-01-24 18:00:00+01:00,0.0,1612.0,5785.0,946.0,0.0,2292.0
2023-01-24 19:00:00+01:00,0.0,1459.0,5785.0,917.0,0.0,2362.0
2023-01-24 20:00:00+01:00,0.0,1326.0,5786.0,899.0,0.0,2453.0
2023-01-24 21:00:00+01:00,0.0,1246.0,5787.0,883.0,0.0,2498.0
2023-01-24 22:00:00+01:00,0.0,1187.0,5787.0,835.0,0.0,2556.0
2023-01-24 23:00:00+01:00,0.0,1104.0,5785.0,730.0,0.0,2624.0
2023-01-25 00:00:00+01:00,0.0,1040.0,5788.0,614.0,0.0,2629.0
2023-01-25 01:00:00+01:00,0.0,1003.0,5788.0,614.0,0.0,2679.0
2023-01-25 02:00:00+01:00,0.0,976.0,5788.0,618.0,0.0,2701.0
2023-01-25 03:00:00+01:00,0.0,970.0,5787.0,618.0,0.0,2729.0
2023-01-25 04:00:00+01:00,0.0,985.0,5788.0,618.0,0.0,2738.0
2023-01-25 05:00:00+01:00,0.0,1025.0,5786.0,631.0,0.0,2748.0
2023-01-25 06:00:00+01:00,0.0,1104.0,5787.0,754.0,0.0,2760.0
2023-01-25 07:00:00+01:00,0.0,1154.0,5787.0,819.0,0.0,2760.0
2023-01-25 08:00:00+01:00,0.0,1166.0,5787.0,790.0,0.0,2727.0
2023-01-25 09:00:00+01:00,0.0,1171.0,5786.0,773.0,2.0,2731.0
2023-01-25 10:00:00+01:00,0.0,1176.0,5786.0,821.0,5.0,2727.0
2023-01-25 11:00:00+01:00,0.0,1182.0,5786.0,850.0,8.0,2703.0
2023-01-25 12:00:00+01:00,0.0,1203.0,5787.0,813.0,9.0,2688.0
2023-01-25 13:00:00+01:00,0.0,1203.0,5786.0,802.0,7.0,2680.0
2023-01-25 14:00:00+01:00,0.0,1201.0,5785.0,763.0,3.0,2607.0
2023-01-25 15:00:00+01:00,0.0,1224.0,5785.0,744.0,1.0,2568.0
2023-01-25 16:00:00+01:00,0.0,1224.0,5786.0,768.0,0.0,2492.0
2023-01-25 17:00:00+01:00,0.0,1241.0,5786.0,785.0,0.0,2394.0
2023-01-25 18:00:00+01:00,0.0,1241.0,5786.0,792.0,0.0,2229.0
2023-01-25 19:00:00+01:00,0.0,1229.0,5786.0,790.0,0.0,2068.0
2023-01-25 20:00:00+01:00,0.0,1233.0,5786.0,783.0,0.0,1852.0
2023-01-25 21:00:00+01:00,0.0,1225.0,5788.0,783.0,0.0,1660.0
2023-01-25 22:00:00+01:00,0.0,1196.0,5786.0,758.0,0.0,1489.0
2023-01-25 23:00:00+01:00,0.0,1191.0,5788.0,746.0,0.0,1348.0
2023-01-26 00:00:00+01:00,0.0,1232.0,5787.0,741.0,0.0,1209.0
2023-01-26 01:00:00+01:00,0.0,1245.0,5787.0,761.0,0.0,1115.0
2023-01-26 02:00:00+01:00,0.0,1251.0,5788.0,738.0,0.0,1083.0
2023-01-26 03:00:00+01:00,0.0,1256.0,5786.0,757.0,0.0,1084.0
2023-01-26 04:00:00+01:00,0.0,1307.0,5787.0,777.0,0.0,1187.0
2023-01-26 05:00:00+01:00,0.0,1334.0,5786.0,817.0,0.0,1289.0
2023-01-26 06:00:00+01:00,0.0,1529.0,5787.0,866.0,0.0,1416.0
2023-01-26 07:00:00+01:00,0.0,1762.0,5786.0,899.0,0.0,1552.0
2023-01-26 08:00:00+01:00,0.0,1775.0,5785.0,881.0,0.0,1573.0
2023-01-26 09:00:00+01:00,0.0,1778.0,5782.0,897.0,7.0,1593.0
2023-01-26 10:00:00+01:00,0.0,1758.0,5782.0,884.0,25.0,1591.0
2023-01-26 11:00:00+01:00,0.0,1763.0,5786.0,868.0,42.0,1549.0
2023-01-26 12:00:00+01:00,0.0,1771.0,5786.0,857.0,47.0,1449.0
2023-01-26 13:00:00+01:00,0.0,1797.0,5786.0,860.0,38.0,1384.0
2023-01-26 14:00:00+01:00,0.0,1799.0,5787.0,853.0,18.0,1395.0
2023-01-26 15:00:00+01:00,0.0,1802.0,5786.0,873.0,4.0,1433.0
2023-01-26 16:00:00+01:00,0.0,1794.0,5786.0,883.0,0.0,1457.0
2023-01-26 17:00:00+01:00,0.0,1783.0,5786.0,913.0,0.0,1510.0
2023-01-26 18:00:00+01:00,0.0,1779.0,5786.0,903.0,0.0,1578.0
2023-01-26 19:00:00+01:00,0.0,1779.0,5786.0,900.0,0.0,1601.0
2023-01-26 20:00:00+01:00,0.0,1734.0,5787.0,886.0,0.0,1574.0
2023-01-26 21:00:00+01:00,0.0,1670.0,5787.0,851.0,0.0,1534.0
2023-01-26 22:00:00+01:00,0.0,1427.0,5787.0,774.0,0.0,1478.0
2023-01-26 23:00:00+01:00,0.0,1393.0,5787.0,728.0,0.0,1350.0
2023-01-27 00:00:00+01:00,0.0,1359.0,5788.0,791.0,0.0,1236.0
2023-01-27 01:00:00+01:00,0.0,1424.0,5788.0,796.0,0.0,1102.0
2023-01-27 02:00:00+01:00,0.0,1480.0,5788.0,802.0,0.0,948.0
2023-01-27 03:00:00+01:00,0.0,1505.0,5788.0,814.0,0.0,803.0
2023-01-27 04:00:00+01:00,0.0,1658.0,5789.0,845.0,0.0,677.0
2023-01-27 05:00:00+01:00,0.0,1672.0,5786.0,881.0,0.0,528.0
2023-01-27 06:00:00+01:00,0.0,1666.0,5787.0,949.0,0.0,371.0
2023-01-27 07:00:00+01:00,0.0,1765.0,5785.0,988.0,0.0,250.0
2023-01-27 08:00:00+01:00,0.0,1781.0,5786.0,1000.0,1.0,198.0
2023-01-27 09:00:00+01:00,0.0,1784.0,5787.0,1002.0,7.0,194.0
2023-01-27 10:00:00+01:00,0.0,1849.0,5789.0,1004.0,23.0,257.0
2023-01-27 11:00:00+01:00,0.0,1793.0,5789.0,1029.0,39.0,365.0
2023-01-27 12:00:00+01:00,0.0,1795.0,5790.0,1027.0,46.0,434.0
2023-01-27 13:00:00+01:00,0.0,1793.0,5791.0,1027.0,39.0,467.0
2023-01-27 14:00:00+01:00,0.0,1800.0,5789.0,1022.0,20.0,586.0
2023-01-27 15:00:00+01:00,0.0,1797.0,5789.0,1014.0,6.0,693.0
2023-01-27 16:00:00+01:00,0.0,1783.0,5788.0,1001.0,1.0,868.0
2023-01-27 17:00:00+01:00,0.0,1765.0,5789.0,1003.0,0.0,1051.0
2023-01-27 18:00:00+01:00,0.0,1779.0,5790.0,1027.0,0.0,1258.0
2023-01-27 19:00:00+01:00,0.0,1779.0,5788.0,1044.0,0.0,1457.0
2023-01-27 20:00:00+01:00,0.0,1498.0,5788.0,927.0,0.0,1570.0
2023-01-27 21:00:00+01:00,0.0,1346.0,5789.0,799.0,0.0,1733.0
2023-01-27 22:00:00+01:00,0.0,1227.0,5789.0,756.0,0.0,1895.0
2023-01-27 23:00:00+01:00,0.0,1185.0,5790.0,693.0,0.0,2019.0
2023-01-28 00:00:00+01:00,0.0,1193.0,5790.0,633.0,0.0,2171.0
2023-01-28 01:00:00+01:00,0.0,1186.0,5792.0,623.0,0.0,2297.0
2023-01-28 02:00:00+01:00,0.0,1185.0,5792.0,629.0,0.0,2401.0
2023-01-28 03:00:00+01:00,0.0,1184.0,5790.0,636.0,0.0,2474.0
2023-01-28 04:00:00+01:00,0.0,1194.0,5791.0,641.0,0.0,2507.0
2023-01-28 05:00:00+01:00,0.0,1193.0,5791.0,637.0,0.0,2514.0
2023-01-28 06:00:00+01:00,0.0,1204.0,5789.0,631.0,0.0,2471.0
2023-01-28 07:00:00+01:00,0.0,1216.0,5791.0,640.0,0.0,2370.0
2023-01-28 08:00:00+01:00,0.0,1221.0,5790.0,687.0,0.0,2253.0
2023-01-28 09:00:00+01:00,0.0,1231.0,5791.0,705.0,3.0,2118.0
2023-01-28 10:00:00+01:00,0.0,1255.0,5791.0,698.0,9.0,1944.0
2023-01-28 11:00:00+01:00,0.0,1310.0,5791.0,696.0,16.0,1753.0
2023-01-28 12:00:00+01:00,0.0,1315.0,5791.0,696.0,19.0,1583.0
2023-01-28 13:00:00+01:00,0.0,1317.0,5793.0,697.0,17.0,1427.0
2023-01-28 14:00:00+01:00,0.0,1343.0,5790.0,686.0,10.0,1379.0
2023-01-28 15:00:00+01:00,0.0,1359.0,5790.0,694.0,2.0,1407.0
2023-01-28 16:00:00+01:00,0.0,1362.0,5789.0,696.0,0.0,1417.0
2023-01-28 17:00:00+01:00,0.0,1336.0,5789.0,691.0,0.0,1459.0
2023-01-28 18:00:00+01:00,0.0,1343.0,5789.0,698.0,0.0,1423.0
2023-01-28 19:00:00+01:00,0.0,1341.0,5791.0,683.0,0.0,1425.0
2023-01-28 20:00:00+01:00,0.0,1330.0,5791.0,676.0,0.0,1362.0
2023-01-28 21:00:00+01:00,0.0,1313.0,5791.0,672.0,0.0,1328.0
2023-01-28 22:00:00+01:00,0.0,1290.0,5790.0,633.0,0.0,1372.0
2023-01-28 23:00:00+01:00,0.0,1290.0,5789.0,607.0,0.0,1356.0
2023-01-29 00:00:00+01:00,0.0,1288.0,5788.0,654.0,0.0,1306.0
2023-01-29 01:00:00+01:00,0.0,1286.0,5789.0,647.0,0.0,1321.0
2023-01-29 02:00:00+01:00,0.0,1254.0,5789.0,636.0,0.0,1332.0
2023-01-29 03:00:00+01:00,0.0,1275.0,5789.0,640.0,0.0,1393.0
2023-01-29 04:00:00+01:00,0.0,1288.0,5791.0,646.0,0.0,1485.0
2023-01-29 05:00:00+01:00,0.0,1289.0,5791.0,645.0,0.0,1602.0
2023-01-29 06:00:00+01:00,0.0,1289.0,5791.0,666.0,0.0,1685.0
2023-01-29 07:00:00+01:00,0.0,1291.0,5792.0,685.0,0.0,1857.0
2023-01-29 08:00:00+01:00,0.0,1298.0,5791.0,711.0,0.0,1993.0
2023-01-29 09:00:00+01:00,0.0,1296.0,5791.0,715.0,5.0,2102.0
2023-01-29 10:00:00+01:00,0.0,1297.0,5791.0,696.0,15.0,2287.0
2023-01-29 11:00:00+01:00,0.0,1298.0,5791.0,688.0,23.0,2487.0
2023-01-29 12:00:00+01:00,0.0,1296.0,5790.0,686.0,23.0,2612.0
2023-01-29 13:00:00+01:00,0.0,1293.0,5790.0,684.0,16.0,2723.0
2023-01-29 14:00:00+01:00,0.0,1291.0,5791.0,682.0,8.0,2828.0
2023-01-29 15:00:00+01:00,0.0,1291.0,5790.0,695.0,2.0,2904.0
2023-01-29 16:00:00+01:00,0.0,1290.0,5791.0,696.0,0.0,2956.0
2023-01-29 17:00:00+01:00,0.0,1282.0,5791.0,693.0,0.0,3020.0
2023-01-29 18:00:00+01:00,0.0,1279.0,5790.0,695.0,0.0,3042.0
2023-01-29 19:00:00+01:00,0.0,1278.0,5791.0,689.0,0.0,3064.0
2023-01-29 20:00:00+01:00,0.0,1278.0,5791.0,678.0,0.0,3080.0
2023-01-29 21:00:00+01:00,0.0,1263.0,5791.0,662.0,0.0,3064.0
2023-01-29 22:00:00+01:00,0.0,1198.0,5791.0,626.0,0.0,3071.0
2023-01-29 23:00:00+01:00,0.0,1158.0,5790.0,601.0,0.0,3059.0
2023-01-30 00:00:00+01:00,0.0,1148.0,5790.0,597.0,0.0,3027.0
2023-01-30 01:00:00+01:00,0.0,1052.0,5790.0,582.0,0.0,3021.0
2023-01-30 02:00:00+01:00,0.0,1007.0,5792.0,583.0,0.0,3015.0
2023-01-30 03:00:00+01:00,0.0,1016.0,5790.0,583.0,0.0,3006.0
2023-01-30 04:00:00+01:00,0.0,1103.0,5791.0,611.0,0.0,2990.0
2023-01-30 05:00:00+01:00,0.0,1155.0,5792.0,695.0,0.0,2959.0
2023-01-30 06:00:00+01:00,0.0,1194.0,5792.0,776.0,0.0,2906.0
2023-01-30 07:00:00+01:00,0.0,1320.0,5790.0,800.0,0.0,2842.0
2023-01-30 08:00:00+01:00,0.0,1331.0,5790.0,809.0,1.0,2745.0
2023-01-30 09:00:00+01:00,0.0,1331.0,5791.0,794.0,10.0,2684.0
2023-01-30 10:00:00+01:00,0.0,1345.0,5789.0,769.0,28.0,2632.0
2023-01-30 11:00:00+01:00,0.0,1300.0,5789.0,768.0,45.0,2587.0
2023-01-30 12:00:00+01:00,0.0,1309.0,5792.0,770.0,49.0,2554.0
2023-01-30 13:00:00+01:00,0.0,1303.0,5790.0,772.0,38.0,2558.0
2023-01-30 14:00:00+01:00,0.0,1317.0,5790.0,754.0,22.0,2571.0
2023-01-30 15:00:00+01:00,0.0,1320.0,5790.0,747.0,5.0,2627.0
2023-01-30 16:00:00+01:00,0.0,1316.0,5790.0,747.0,1.0,2709.0
2023-01-30 17:00:00+01:00,0.0,1318.0,5791.0,745.0,0.0,2736.0
2023-01-30 18:00:00+01:00,0.0,1320.0,5792.0,746.0,0.0,2728.0
2023-01-30 19:00:00+01:00,0.0,1322.0,5792.0,742.0,0.0,2687.0
2023-01-30 20:00:00+01:00,0.0,1320.0,5792.0,712.0,0.0,2653.0
2023-01-30 21:00:00+01:00,0.0,1297.0,5793.0,686.0,0.0,2653.0
2023-01-30 22:00:00+01:00,0.0,1243.0,5792.0,628.0,0.0,2631.0
2023-01-30 23:00:00+01:00,0.0,1173.0,5791.0,629.0,0.0,2575.0
2023-01-31 00:00:00+01:00,0.0,1142.0,5791.0,611.0,0.0,2546.0
2023-01-31 01:00:00+01:00,0.0,1125.0,5792.0,602.0,0.0,2468.0
2023-01-31 02:00:00+01:00,0.0,1104.0,5792.0,610.0,0.0,2394.0
2023-01-31 03:00:00+01:00,0.0,1102.0,5790.0,615.0,0.0,2287.0
2023-01-31 04:00:00+01:00,0.0,1117.0,5790.0,627.0,0.0,2152.0
2023-01-31 05:00:00+01:00,0.0,1149.0,5791.0,684.0,0.0,2024.0
2023-01-31 06:00:00+01:00,0.0,1223.0,5789.0,807.0,0.0,1910.0
2023-01-31 07:00:00+01:00,0.0,1620.0,5790.0,911.0,0.0,1812.0
2023-01-31 08:00:00+01:00,0.0,1673.0,5789.0,972.0,1.0,1693.0
2023-01-31 09:00:00+01:00,0.0,1704.0,5789.0,983.0,14.0,1487.0
2023-01-31 10:00:00+01:00,0.0,1723.0,5792.0,992.0,28.0,1280.0
2023-01-31 11:00:00+01:00,0.0,1730.0,5791.0,982.0,37.0,1162.0
2023-01-31 12:00:00+01:00,0.0,1702.0,5790.0,983.0,36.0,1047.0
2023-01-31 13:00:00+01:00,0.0,1703.0,5789.0,974.0,26.0,933.0
2023-01-31 14:00:00+01:00,0.0,1703.0,5788.0,969.0,12.0,818.0
2023-01-31 15:00:00+01:00,0.0,1717.0,5789.0,971.0,3.0,848.0
2023-01-31 16:00:00+01:00,0.0,1726.0,5789.0,957.0,0.0,874.0
2023-01-31 17:00:00+01:00,0.0,1720.0,5789.0,929.0,0.0,907.0
2023-01-31 18:00:00+01:00,0.0,1724.0,5788.0,920.0,0.0,922.0
2023-01-31 19:00:00+01:00,0.0,1654.0,5788.0,871.0,0.0,955.0
2023-01-31 20:00:00+01:00,0.0,1644.0,5789.0,804.0,0.0,973.0
2023-01-31 21:00:00+01:00,0.0,1621.0,5788.0,758.0,0.0,1034.0
2023-01-31 22:00:00+01:00,0.0,1560.0,5790.0,727.0,0.0,967.0
2023-01-31 23:00:00+01:00,0.0,1510.0,5790.0,690.0,0.0,931.0
2023-02-01 00:00:00+01:00,0.0,1483.0,5791.0,704.0,0.0,903.0
2023-02-01 01:00:00+01:00,0.0,1460.0,5789.0,701.0,0.0,880.0
2023-02-01 02:00:00+01:00,0.0,1412.0,5790.0,701.0,0.0,848.0
2023-02-01 03:00:00+01:00,0.0,1412.0,5790.0,698.0,0.0,822.0
2023-02-01 04:00:00+01:00,0.0,1419.0,5791.0,700.0,0.0,822.0
2023-02-01 05:00:00+01:00,0.0,1463.0,5790.0,734.0,0.0,822.0
2023-02-01 06:00:00+01:00,0.0,1587.0,5791.0,791.0,0.0,810.0
2023-02-01 07:00:00+01:00,0.0,1689.0,5790.0,856.0,0.0,775.0
2023-02-01 08:00:00+01:00,0.0,1700.0,5790.0,898.0,1.0,680.0
2023-02-01 09:00:00+01:00,0.0,1707.0,5792.0,908.0,8.0,592.0
2023-02-01 10:00:00+01:00,0.0,1718.0,5791.0,914.0,19.0,527.0
2023-02-01 11:00:00+01:00,0.0,1721.0,5791.0,914.0,29.0,485.0
2023-02-01 12:00:00+01:00,0.0,1704.0,5789.0,913.0,33.0,434.0
2023-02-01 13:00:00+01:00,0.0,1692.0,5790.0,909.0,27.0,376.0
2023-02-01 14:00:00+01:00,0.0,1690.0,5789.0,921.0,15.0,317.0
2023-02-01 15:00:00+01:00,0.0,1685.0,5789.0,920.0,4.0,329.0
2023-02-01 16:00:00+01:00,0.0,1706.0,5789.0,922.0,0.0,434.0
2023-02-01 17:00:00+01:00,0.0,1709.0,5790.0,928.0,0.0,535.0
2023-02-01 18:00:00+01:00,0.0,1714.0,5788.0,935.0,0.0,636.0
2023-02-01 19:00:00+01:00,0.0,1693.0,5788.0,912.0,0.0,753.0
2023-02-01 20:00:00+01:00,0.0,1656.0,5789.0,864.0,0.0,798.0
2023-02-01 21:00:00+01:00,0.0,1609.0,5789.0,844.0,0.0,897.0
2023-02-01 22:00:00+01:00,0.0,1539.0,5791.0,798.0,0.0,979.0
2023-02-01 23:00:00+01:00,0.0,1531.0,5790.0,769.0,0.0,976.0
2023-02-02 00:00:00+01:00,0.0,1426.0,5791.0,711.0,0.0,934.0
2023-02-02 01:00:00+01:00,0.0,1423.0,5788.0,704.0,0.0,964.0
2023-02-02 02:00:00+01:00,0.0,1435.0,5792.0,706.0,0.0,952.0
2023-02-02 03:00:00+01:00,0.0,1439.0,5791.0,709.0,0.0,944.0
2023-02-02 04:00:00+01:00,0.0,1467.0,5792.0,752.0,0.0,962.0
2023-02-02 05:00:00+01:00,0.0,1500.0,5791.0,805.0,0.0,998.0
2023-02-02 06:00:00+01:00,0.0,1724.0,5790.0,931.0,0.0,994.0
2023-02-02 07:00:00+01:00,0.0,1785.0,5790.0,1081.0,0.0,1005.0
2023-02-02 08:00:00+01:00,0.0,1792.0,5790.0,1084.0,2.0,967.0
2023-02-02 09:00:00+01:00,0.0,1819.0,5786.0,1095.0,18.0,868.0
2023-02-02 10:00:00+01:00,0.0,1811.0,5789.0,1105.0,44.0,724.0
2023-02-02 11:00:00+01:00,0.0,1791.0,5790.0,1104.0,67.0,597.0
2023-02-02 12:00:00+01:00,0.0,1793.0,5789.0,1107.0,75.0,467.0
2023-02-02 13:00:00+01:00,0.0,1792.0,5788.0,1107.0,65.0,406.0
2023-02-02 14:00:00+01:00,0.0,1789.0,5786.0,1100.0,40.0,377.0
2023-02-02 15:00:00+01:00,0.0,1784.0,5786.0,1089.0,12.0,399.0
2023-02-02 16:00:00+01:00,0.0,1784.0,5787.0,1088.0,2.0,455.0
2023-02-02 17:00:00+01:00,0.0,1802.0,5787.0,1076.0,0.0,493.0
2023-02-02 18:00:00+01:00,0.0,1814.0,5788.0,1068.0,0.0,495.0
2023-02-02 19:00:00+01:00,0.0,1806.0,5787.0,1067.0,0.0,436.0
2023-02-02 20:00:00+01:00,0.0,1818.0,5787.0,1058.0,0.0,365.0
2023-02-02 21:00:00+01:00,0.0,1826.0,5787.0,1047.0,0.0,284.0
2023-02-02 22:00:00+01:00,0.0,1803.0,5789.0,953.0,0.0,258.0
2023-02-02 23:00:00+01:00,0.0,1754.0,5790.0,851.0,0.0,259.0
2023-02-03 00:00:00+01:00,0.0,1661.0,5788.0,762.0,0.0,372.0
2023-02-03 01:00:00+01:00,0.0,1667.0,5787.0,765.0,0.0,452.0
2023-02-03 02:00:00+01:00,0.0,1667.0,5787.0,773.0,0.0,579.0
2023-02-03 03:00:00+01:00,0.0,1666.0,5787.0,776.0,0.0,696.0
2023-02-03 04:00:00+01:00,0.0,1661.0,5787.0,778.0,0.0,827.0
2023-02-03 05:00:00+01:00,0.0,1655.0,5786.0,787.0,0.0,999.0
2023-02-03 06:00:00+01:00,0.0,1757.0,5788.0,799.0,0.0,1183.0
2023-02-03 07:00:00+01:00,0.0,1805.0,5786.0,823.0,0.0,1355.0
2023-02-03 08:00:00+01:00,0.0,1804.0,5787.0,827.0,1.0,1480.0
2023-02-03 09:00:00+01:00,0.0,1822.0,5785.0,827.0,8.0,1555.0
2023-02-03 10:00:00+01:00,0.0,1808.0,5787.0,843.0,20.0,1523.0
2023-02-03 11:00:00+01:00,0.0,1808.0,5788.0,863.0,32.0,1402.0
2023-02-03 12:00:00+01:00,0.0,1801.0,5789.0,861.0,35.0,1270.0
2023-02-03 13:00:00+01:00,0.0,1795.0,5788.0,857.0,28.0,1150.0
2023-02-03 14:00:00+01:00,0.0,1800.0,5789.0,855.0,16.0,1083.0
2023-02-03 15:00:00+01:00,0.0,1810.0,5787.0,856.0,4.0,1153.0
2023-02-03 16:00:00+01:00,0.0,1814.0,5788.0,839.0,1.0,1160.0
2023-02-03 17:00:00+01:00,0.0,1816.0,5788.0,857.0,0.0,1165.0
2023-02-03 18:00:00+01:00,0.0,1840.0,5789.0,843.0,0.0,1140.0
2023-02-03 19:00:00+01:00,0.0,1829.0,5788.0,833.0,0.0,1074.0
2023-02-03 20:00:00+01:00,0.0,1825.0,5788.0,835.0,0.0,1023.0
2023-02-03 21:00:00+01:00,0.0,1759.0,5789.0,834.0,0.0,981.0
2023-02-03 22:00:00+01:00,0.0,1687.0,5789.0,850.0,0.0,1000.0
2023-02-03 23:00:00+01:00,0.0,1632.0,5788.0,840.0,0.0,1010.0
2023-02-04 00:00:00+01:00,0.0,1594.0,5789.0,757.0,0.0,1075.0
2023-02-04 01:00:00+01:00,0.0,1593.0,5789.0,749.0,0.0,1022.0
2023-02-04 02:00:00+01:00,0.0,1593.0,5789.0,751.0,0.0,957.0
2023-02-04 03:00:00+01:00,0.0,1590.0,5790.0,757.0,0.0,919.0
2023-02-04 04:00:00+01:00,0.0,1703.0,5788.0,756.0,0.0,853.0
2023-02-04 05:00:00+01:00,0.0,1721.0,5788.0,823.0,0.0,819.0
2023-02-04 06:00:00+01:00,0.0,1756.0,5788.0,911.0,0.0,742.0
2023-02-04 07:00:00+01:00,0.0,1766.0,5789.0,952.0,0.0,644.0
2023-02-04 08:00:00+01:00,0.0,1821.0,5787.0,1003.0,3.0,557.0
2023-02-04 09:00:00+01:00,0.0,1810.0,5787.0,1039.0,23.0,447.0
2023-02-04 10:00:00+01:00,0.0,1821.0,5788.0,1051.0,52.0,350.0
2023-02-04 11:00:00+01:00,0.0,1806.0,5787.0,1056.0,76.0,300.0
2023-02-04 12:00:00+01:00,0.0,1806.0,5786.0,1027.0,84.0,285.0
2023-02-04 13:00:00+01:00,0.0,1804.0,5786.0,1022.0,71.0,272.0
2023-02-04 14:00:00+01:00,0.0,1804.0,5787.0,1012.0,43.0,284.0
2023-02-04 15:00:00+01:00,0.0,1784.0,5787.0,1009.0,14.0,347.0
2023-02-04 16:00:00+01:00,0.0,1779.0,5786.0,1009.0,2.0,451.0
2023-02-04 17:00:00+01:00,0.0,1777.0,5785.0,1001.0,0.0,604.0
2023-02-04 18:00:00+01:00,0.0,1778.0,5790.0,1025.0,0.0,794.0
2023-02-04 19:00:00+01:00,0.0,1771.0,5790.0,983.0,0.0,1024.0
2023-02-04 20:00:00+01:00,0.0,1766.0,5789.0,894.0,0.0,1200.0
2023-02-04 21:00:00+01:00,0.0,1758.0,5791.0,834.0,0.0,1368.0
2023-02-04 22:00:00+01:00,0.0,1615.0,5791.0,774.0,0.0,1531.0
2023-02-04 23:00:00+01:00,0.0,1412.0,5791.0,774.0,0.0,1712.0
2023-02-05 00:00:00+01:00,0.0,1232.0,5792.0,769.0,0.0,1820.0
2023-02-05 01:00:00+01:00,0.0,1206.0,5790.0,747.0,0.0,1951.0
2023-02-05 02:00:00+01:00,0.0,1190.0,5791.0,745.0,0.0,2047.0
2023-02-05 03:00:00+01:00,0.0,1184.0,5791.0,737.0,0.0,2108.0
2023-02-05 04:00:00+01:00,0.0,1183.0,5790.0,738.0,0.0,2136.0
2023-02-05 05:00:00+01:00,0.0,1190.0,5790.0,726.0,0.0,2084.0
2023-02-05 06:00:00+01:00,0.0,1196.0,5791.0,726.0,0.0,2012.0
2023-02-05 07:00:00+01:00,0.0,1225.0,5790.0,745.0,0.0,1866.0
2023-02-05 08:00:00+01:00,0.0,1359.0,5790.0,801.0,0.0,1670.0
2023-02-05 09:00:00+01:00,0.0,1601.0,5792.0,857.0,3.0,1423.0
2023-02-05 10:00:00+01:00,0.0,1602.0,5792.0,859.0,9.0,1153.0
2023-02-05 11:00:00+01:00,0.0,1605.0,5791.0,859.0,14.0,996.0
2023-02-05 12:00:00+01:00,0.0,1605.0,5792.0,845.0,17.0,806.0
2023-02-05 13:00:00+01:00,0.0,1608.0,5792.0,837.0,18.0,729.0
2023-02-05 14:00:00+01:00,0.0,1623.0,5791.0,841.0,13.0,767.0
