,Wind Onshore
2018-01-01,17815.0
2018-01-02,16398.0
2018-01-03,22455.0
2018-01-04,22241.0
2018-01-05,12349.0
2018-01-06,15460.0
2018-01-07,30527.0
2018-01-08,17445.0
2018-01-09,13591.0
2018-01-10,23014.0
2018-01-11,12020.0
2018-01-12,6233.0
2018-01-13,4825.0
2018-01-14,10305.0
2018-01-15,37710.0
2018-01-16,35765.0
2018-01-17,9537.0
2018-01-18,5635.0
2018-01-19,2858.0
2018-01-20,8309.0
2018-01-21,5098.0
2018-01-22,4473.0
2018-01-23,22043.0
2018-01-24,42264.0
2018-01-25,43962.0
2018-01-26,18109.0
2018-01-27,12610.0
2018-01-28,32128.0
2018-01-29,10234.0
2018-01-30,11710.0
2018-01-31,24976.0
2018-02-01,15973.0
2018-02-02,21628.0
2018-02-03,30755.0
2018-02-04,19943.0
2018-02-05,5251.0
2018-02-06,4468.0
2018-02-07,9812.0
2018-02-08,16115.0
2018-02-09,19690.0
2018-02-10,10770.0
2018-02-11,24866.0
2018-02-12,30826.0
2018-02-13,13923.0
2018-02-14,10777.0
2018-02-15,26634.0
2018-02-16,8641.0
2018-02-17,1570.0
2018-02-18,5548.0
2018-02-19,12655.0
2018-02-20,5448.0
2018-02-21,1669.0
2018-02-22,2402.0
2018-02-23,6722.0
2018-02-24,6294.0
2018-02-25,14119.0
2018-02-26,21053.0
2018-02-27,38495.0
2018-02-28,28138.0
2018-03-01,18964.0
2018-03-02,19773.0
2018-03-03,6491.0
2018-03-04,2177.0
2018-03-05,14962.0
2018-03-06,11228.0
2018-03-07,14286.0
2018-03-08,14009.0
2018-03-09,3912.0
2018-03-10,1812.0
2018-03-11,13437.0
2018-03-12,12362.0
2018-03-13,13818.0
2018-03-14,8138.0
2018-03-15,15095.0
2018-03-16,24406.0
2018-03-17,15404.0
2018-03-18,16751.0
2018-03-19,27159.0
2018-03-20,16748.0
2018-03-21,19189.0
2018-03-22,8772.0
2018-03-23,7136.0
2018-03-24,22645.0
2018-03-25,16393.0
2018-03-26,13228.0
2018-03-27,6703.0
2018-03-28,6158.0
2018-03-29,17098.0
2018-03-30,8619.0
2018-03-31,3733.0
2018-04-01,8987.0
2018-04-02,11412.0
2018-04-03,9406.0
2018-04-04,18952.0
2018-04-05,14228.0
2018-04-06,31109.0
2018-04-07,15399.0
2018-04-08,5839.0
2018-04-09,8695.0
2018-04-10,21910.0
2018-04-11,16680.0
2018-04-12,21389.0
2018-04-13,28292.0
2018-04-14,14173.0
2018-04-15,4444.0
2018-04-16,1506.0
2018-04-17,6193.0
2018-04-18,18861.0
2018-04-19,8987.0
2018-04-20,24959.0
2018-04-21,25861.0
2018-04-22,6993.0
2018-04-23,26126.0
2018-04-24,29176.0
2018-04-25,18195.0
2018-04-26,15761.0
2018-04-27,14746.0
2018-04-28,4541.0
2018-04-29,1607.0
2018-04-30,21876.0
2018-05-01,19289.0
2018-05-02,13410.0
2018-05-03,15769.0
2018-05-04,13100.0
2018-05-05,12204.0
2018-05-06,16407.0
2018-05-07,13078.0
2018-05-08,5799.0
2018-05-09,15842.0
2018-05-10,18956.0
2018-05-11,8741.0
2018-05-12,3562.0
2018-05-13,7141.0
2018-05-14,5608.0
2018-05-15,2859.0
2018-05-16,3538.0
2018-05-17,17479.0
2018-05-18,11998.0
2018-05-19,3954.0
2018-05-20,11454.0
2018-05-21,7598.0
2018-05-22,3211.0
2018-05-23,6180.0
2018-05-24,5511.0
2018-05-25,5795.0
2018-05-26,4222.0
2018-05-27,12924.0
2018-05-28,9693.0
2018-05-29,4938.0
2018-05-30,8593.0
2018-05-31,11033.0
2018-06-01,5359.0
2018-06-02,2926.0
2018-06-03,8754.0
2018-06-04,19540.0
2018-06-05,19643.0
2018-06-06,5541.0
2018-06-07,16490.0
2018-06-08,5566.0
2018-06-09,3797.0
2018-06-10,4491.0
2018-06-11,8625.0
2018-06-12,8263.0
2018-06-13,3359.0
2018-06-14,20812.0
2018-06-15,27832.0
2018-06-16,7614.0
2018-06-17,12128.0
2018-06-18,27979.0
2018-06-19,43821.0
2018-06-20,23508.0
2018-06-21,14398.0
2018-06-22,27607.0
2018-06-23,10108.0
2018-06-24,4697.0
2018-06-25,3848.0
2018-06-26,4029.0
2018-06-27,4907.0
2018-06-28,19410.0
2018-06-29,21999.0
2018-06-30,9868.0
2018-07-01,9457.0
2018-07-02,8712.0
2018-07-03,6458.0
2018-07-04,8580.0
2018-07-05,3373.0
2018-07-06,4215.0
2018-07-07,9870.0
2018-07-08,5528.0
2018-07-09,11619.0
2018-07-10,10472.0
2018-07-11,3732.0
2018-07-12,2798.0
2018-07-13,1857.0
2018-07-14,3580.0
2018-07-15,3099.0
2018-07-16,2628.0
2018-07-17,6946.0
2018-07-18,4968.0
2018-07-19,2240.0
2018-07-20,3503.0
2018-07-21,10812.0
2018-07-22,12942.0
2018-07-23,7870.0
2018-07-24,6602.0
2018-07-25,5987.0
2018-07-26,4229.0
2018-07-27,7718.0
2018-07-28,19297.0
2018-07-29,7020.0
2018-07-30,2141.0
2018-07-31,4998.0
2018-08-01,4671.0
2018-08-02,8125.0
2018-08-03,11759.0
2018-08-04,10193.0
2018-08-05,16768.0
2018-08-06,10576.0
2018-08-07,3242.0
2018-08-08,19140.0
2018-08-09,11114.0
2018-08-10,34788.0
2018-08-11,15373.0
2018-08-12,16829.0
2018-08-13,4600.0
2018-08-14,6861.0
2018-08-15,4151.0
2018-08-16,18521.0
2018-08-17,19570.0
2018-08-18,29641.0
2018-08-19,21707.0
2018-08-20,8637.0
2018-08-21,5918.0
2018-08-22,24411.0
2018-08-23,16295.0
2018-08-24,19668.0
2018-08-25,16231.0
2018-08-26,7653.0
2018-08-27,14668.0
2018-08-28,3325.0
2018-08-29,3157.0
2018-08-30,3956.0
2018-08-31,18729.0
2018-09-01,5594.0
2018-09-02,3596.0
2018-09-03,4789.0
2018-09-04,1767.0
2018-09-05,2485.0
2018-09-06,5756.0
2018-09-07,17998.0
2018-09-08,13853.0
2018-09-09,14938.0
2018-09-10,21389.0
2018-09-11,27339.0
2018-09-12,43668.0
2018-09-13,28160.0
2018-09-14,26886.0
2018-09-15,26224.0
2018-09-16,21072.0
2018-09-17,29596.0
2018-09-18,26469.0
2018-09-19,38212.0
2018-09-20,40022.0
2018-09-21,36565.0
2018-09-22,46934.0
2018-09-23,24484.0
2018-09-24,25582.0
2018-09-25,26799.0
2018-09-26,47740.0
2018-09-27,32113.0
2018-09-28,23739.0
2018-09-29,29250.0
2018-09-30,36776.0
2018-10-01,7201.0
2018-10-02,14234.0
2018-10-03,22617.0
2018-10-04,13348.0
2018-10-05,34389.0
2018-10-06,10976.0
2018-10-07,7296.0
2018-10-08,38468.0
2018-10-09,42969.0
2018-10-10,19766.0
2018-10-11,14297.0
2018-10-12,16908.0
2018-10-13,31206.0
2018-10-14,31693.0
2018-10-15,20740.0
2018-10-16,3788.0
2018-10-17,13886.0
2018-10-18,11831.0
2018-10-19,5342.0
2018-10-20,7633.0
2018-10-21,34352.0
2018-10-22,41109.0
2018-10-23,38582.0
2018-10-24,29151.0
2018-10-25,16869.0
2018-10-26,11813.0
2018-10-27,37285.0
2018-10-28,21352.0
2018-10-29,31145.0
2018-10-30,42188.0
2018-10-31,33671.0
2018-11-01,16490.0
2018-11-02,20521.0
2018-11-03,21068.0
2018-11-04,21493.0
2018-11-05,7328.0
2018-11-06,7339.0
2018-11-07,5342.0
2018-11-08,1914.0
2018-11-09,3341.0
2018-11-10,18304.0
2018-11-11,29046.0
2018-11-12,18863.0
2018-11-13,10053.0
2018-11-14,9993.0
2018-11-15,22882.0
2018-11-16,20259.0
2018-11-17,9701.0
2018-11-18,19851.0
2018-11-19,12997.0
2018-11-20,10283.0
2018-11-21,9607.0
2018-11-22,4933.0
2018-11-23,3912.0
2018-11-24,12594.0
2018-11-25,11499.0
2018-11-26,10365.0
2018-11-27,7751.0
2018-11-28,20124.0
2018-11-29,44433.0
2018-11-30,41730.0
2018-12-01,26311.0
2018-12-02,18874.0
2018-12-03,18349.0
2018-12-04,37910.0
2018-12-05,27678.0
2018-12-06,9854.0
2018-12-07,8460.0
2018-12-08,21191.0
2018-12-09,13385.0
2018-12-10,26576.0
2018-12-11,24697.0
2018-12-12,6873.0
2018-12-13,6805.0
2018-12-14,7513.0
2018-12-15,8175.0
2018-12-16,14290.0
2018-12-17,3611.0
2018-12-18,6575.0
2018-12-19,18840.0
2018-12-20,19986.0
2018-12-21,18821.0
2018-12-22,9753.0
2018-12-23,4321.0
2018-12-24,14411.0
2018-12-25,30972.0
2018-12-26,21683.0
2018-12-27,12410.0
2018-12-28,10995.0
2018-12-29,13642.0
2018-12-30,10541.0
2018-12-31,31161.0
