,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2022-04-26,11327.0,6267.0,18575.0,824.0,8998.0,3370.0,2750.0,4120.0
2022-04-27,13556.0,6136.0,16695.0,690.0,11130.0,3089.0,4931.0,6553.0
2022-04-28,13324.0,5498.0,18906.0,690.0,12346.0,3037.0,10363.0,17543.0
2022-04-29,14117.0,5550.0,17182.0,698.0,10283.0,2561.0,9228.0,16305.0
2022-04-30,13444.0,4606.0,17025.0,696.0,10651.0,2988.0,3480.0,5925.0
2022-05-01,12584.0,4963.0,17299.0,814.0,8849.0,3592.0,2001.0,5057.0
2022-05-02,11800.0,5500.0,17230.0,953.0,10312.0,3063.0,10807.0,23529.0
2022-05-03,8935.0,5158.0,12787.0,824.0,11557.0,2907.0,13509.0,15350.0
2022-05-04,9077.0,5791.0,13233.0,839.0,10121.0,3288.0,2485.0,5400.0
2022-05-05,11928.0,6000.0,13148.0,818.0,6954.0,3640.0,6302.0,17901.0
2022-05-06,13196.0,6487.0,17244.0,835.0,6973.0,3632.0,9147.0,19359.0
2022-05-07,8699.0,3963.0,16145.0,727.0,11331.0,3325.0,21320.0,39046.0
2022-05-08,10214.0,4901.0,13371.0,667.0,13067.0,3295.0,12156.0,14687.0
2022-05-09,10445.0,4988.0,17545.0,772.0,12837.0,3194.0,12938.0,18047.0
2022-05-10,7980.0,4776.0,12606.0,1126.0,4217.0,3434.0,36793.0,42118.0
2022-05-11,10006.0,4876.0,14491.0,700.0,5238.0,3754.0,27528.0,35963.0
2022-05-12,5289.0,4649.0,11256.0,791.0,10539.0,3711.0,34294.0,48291.0
2022-05-13,6505.0,4747.0,9914.0,706.0,6643.0,3613.0,31969.0,43075.0
2022-05-14,5026.0,4015.0,6109.0,572.0,11717.0,3419.0,32127.0,49607.0
2022-05-15,7380.0,5068.0,9786.0,881.0,11989.0,3949.0,7838.0,10084.0
2022-05-16,6883.0,4743.0,14936.0,697.0,7964.0,4020.0,10533.0,10812.0
2022-05-17,7589.0,5820.0,18547.0,870.0,12301.0,4033.0,20342.0,24542.0
2022-05-18,6483.0,3813.0,13400.0,991.0,11046.0,4058.0,29658.0,25432.0
2022-05-19,10609.0,4436.0,16206.0,1104.0,6587.0,4099.0,10806.0,3998.0
2022-05-20,7519.0,4088.0,15473.0,778.0,8222.0,3811.0,9459.0,10922.0
2022-05-21,5056.0,3591.0,6824.0,902.0,7833.0,3696.0,23367.0,23093.0
2022-05-22,6325.0,3832.0,10302.0,1045.0,11292.0,3796.0,5694.0,9649.0
2022-05-23,5718.0,4123.0,9606.0,982.0,12953.0,3554.0,22002.0,28680.0
2022-05-24,7535.0,3644.0,8353.0,934.0,5352.0,3459.0,27286.0,38317.0
2022-05-25,7412.0,4274.0,9755.0,951.0,9897.0,3440.0,25238.0,41503.0
2022-05-26,503.0,2816.0,8067.0,558.0,10768.0,3331.0,37549.0,57226.0
2022-05-27,450.0,2864.0,8081.0,579.0,10059.0,3688.0,36525.0,56306.0
2022-05-28,519.0,2977.0,8610.0,630.0,6221.0,3567.0,33979.0,38512.0
2022-05-29,3431.0,4273.0,10790.0,858.0,6685.0,3528.0,20638.0,16353.0
2022-05-30,12574.0,4997.0,20154.0,946.0,5672.0,3437.0,2849.0,4518.0
2022-05-31,14420.0,5119.0,19330.0,959.0,9100.0,3454.0,1433.0,3816.0
2022-06-01,12289.0,6267.0,13800.0,1111.0,10287.0,3689.0,3410.0,11654.0
2022-06-02,11023.0,4139.0,9089.0,792.0,3775.0,3847.0,31495.0,41913.0
2022-06-03,5418.0,6061.0,10870.0,923.0,9598.0,3829.0,12938.0,30140.0
2022-06-04,5063.0,4676.0,10108.0,802.0,14139.0,3770.0,3114.0,5019.0
2022-06-05,3957.0,3618.0,9312.0,690.0,15617.0,3767.0,5067.0,5081.0
2022-06-06,3704.0,3342.0,7304.0,566.0,6400.0,3269.0,23338.0,23857.0
2022-06-07,4616.0,4900.0,9558.0,642.0,5525.0,3197.0,19673.0,25821.0
2022-06-08,6693.0,4636.0,9023.0,604.0,7714.0,3071.0,13670.0,14396.0
2022-06-09,6561.0,3258.0,8988.0,573.0,6557.0,3157.0,6398.0,8103.0
2022-06-10,5353.0,4355.0,8803.0,775.0,10208.0,2848.0,13801.0,18222.0
2022-06-11,699.0,3630.0,8725.0,687.0,12079.0,3377.0,15390.0,25928.0
2022-06-12,505.0,3279.0,7763.0,553.0,10908.0,3201.0,19298.0,37365.0
2022-06-13,3842.0,3144.0,8312.0,565.0,11487.0,3175.0,28476.0,44395.0
2022-06-14,5141.0,3605.0,9071.0,741.0,9232.0,2773.0,28211.0,37522.0
2022-06-15,5396.0,3818.0,9054.0,809.0,7720.0,2769.0,5396.0,9985.0
2022-06-16,5195.0,4400.0,9257.0,860.0,9869.0,2859.0,10267.0,20428.0
2022-06-17,5504.0,4184.0,8716.0,803.0,5643.0,2955.0,16776.0,14284.0
2022-06-18,1697.0,2901.0,8681.0,795.0,9139.0,2937.0,20329.0,18289.0
2022-06-19,4969.0,4006.0,9115.0,730.0,4710.0,2980.0,8587.0,7197.0
2022-06-20,7405.0,3940.0,9909.0,874.0,6970.0,3019.0,6161.0,5570.0
2022-06-21,6298.0,3579.0,8401.0,781.0,12710.0,3224.0,20134.0,27022.0
2022-06-22,2871.0,4326.0,9695.0,813.0,7167.0,3308.0,8213.0,19020.0
2022-06-23,6820.0,3303.0,9448.0,811.0,12180.0,3207.0,3212.0,5583.0
2022-06-24,4886.0,3557.0,7884.0,896.0,14077.0,3256.0,25677.0,25157.0
2022-06-25,3731.0,3211.0,8926.0,681.0,10840.0,3313.0,4394.0,3253.0
2022-06-26,2785.0,3336.0,8522.0,604.0,11179.0,3339.0,6469.0,10335.0
2022-06-27,6929.0,3853.0,8533.0,468.0,4593.0,3264.0,12001.0,9861.0
2022-06-28,6430.0,3335.0,8895.0,577.0,12614.0,3192.0,7715.0,7367.0
2022-06-29,6646.0,3037.0,8911.0,579.0,13264.0,3227.0,5774.0,6704.0
2022-06-30,6693.0,3568.0,13025.0,590.0,14083.0,3134.0,6783.0,7782.0
2022-07-01,7800.0,2898.0,17392.0,462.0,4630.0,3055.0,16076.0,17484.0
2022-07-02,4034.0,2675.0,13835.0,566.0,12986.0,3031.0,20949.0,29504.0
2022-07-03,1419.0,3030.0,14139.0,565.0,11356.0,3102.0,14335.0,12576.0
2022-07-04,4259.0,3097.0,14405.0,446.0,8282.0,3271.0,21150.0,25099.0
2022-07-05,4444.0,3427.0,9539.0,621.0,10328.0,3098.0,24471.0,35305.0
2022-07-06,5047.0,3387.0,8421.0,574.0,11200.0,3391.0,31186.0,39294.0
2022-07-07,3473.0,2986.0,7226.0,589.0,10637.0,3261.0,29967.0,30107.0
2022-07-08,375.0,3069.0,6762.0,552.0,10130.0,3457.0,33237.0,47185.0
2022-07-09,174.0,2934.0,6364.0,518.0,9944.0,3645.0,37383.0,54364.0
2022-07-10,1417.0,2847.0,6855.0,550.0,12708.0,3761.0,28544.0,24859.0
2022-07-11,8479.0,4971.0,10248.0,696.0,14760.0,3727.0,9025.0,7358.0
2022-07-12,8391.0,4190.0,9566.0,677.0,11074.0,3708.0,11293.0,14105.0
2022-07-13,1855.0,3243.0,8229.0,575.0,9454.0,3704.0,25683.0,35268.0
2022-07-14,1490.0,2731.0,6776.0,472.0,7505.0,3606.0,38835.0,47894.0
2022-07-15,3052.0,3188.0,5042.0,528.0,8103.0,3685.0,39181.0,44812.0
2022-07-16,1529.0,2933.0,6390.0,529.0,9542.0,3640.0,33871.0,43626.0
2022-07-17,5251.0,3212.0,8240.0,520.0,8259.0,3730.0,24285.0,32220.0
2022-07-18,15082.0,4360.0,8993.0,588.0,6718.0,3462.0,20174.0,18201.0
2022-07-19,11939.0,3406.0,8773.0,571.0,10383.0,3239.0,6110.0,4525.0
2022-07-20,9357.0,2675.0,7413.0,547.0,10577.0,3174.0,27732.0,21448.0
2022-07-21,8435.0,3056.0,8571.0,615.0,6741.0,2917.0,17508.0,12319.0
2022-07-22,12324.0,3521.0,8302.0,434.0,4287.0,3038.0,26372.0,28149.0
2022-07-23,15035.0,3139.0,8606.0,446.0,2843.0,3249.0,18727.0,18159.0
2022-07-24,12155.0,2864.0,7787.0,458.0,6167.0,3266.0,18445.0,20045.0
2022-07-25,8982.0,3264.0,7141.0,430.0,5082.0,3216.0,25502.0,22659.0
2022-07-26,3349.0,2834.0,6144.0,504.0,9963.0,3514.0,38727.0,53910.0
2022-07-27,3589.0,3092.0,6983.0,531.0,8258.0,3764.0,41215.0,50649.0
2022-07-28,14788.0,4351.0,9053.0,618.0,12448.0,3717.0,5310.0,9042.0
2022-07-29,15255.0,3866.0,9307.0,596.0,13096.0,3644.0,4682.0,5146.0
2022-07-30,14935.0,3457.0,9358.0,612.0,9670.0,3544.0,7913.0,6776.0
2022-07-31,13336.0,2693.0,8560.0,461.0,6447.0,3520.0,6112.0,5187.0
2022-08-01,11533.0,3524.0,8064.0,627.0,12935.0,3512.0,16006.0,31186.0
2022-08-02,11929.0,3731.0,9562.0,540.0,7011.0,3474.0,17161.0,25474.0
2022-08-03,11947.0,3273.0,13412.0,626.0,8115.0,3222.0,24929.0,32281.0
2022-08-04,16980.0,3677.0,16891.0,956.0,9192.0,3083.0,7560.0,11770.0
2022-08-05,12880.0,3980.0,16652.0,619.0,8631.0,3523.0,10474.0,23342.0
2022-08-06,6462.0,2962.0,14234.0,540.0,10391.0,3722.0,29911.0,45384.0
2022-08-07,7988.0,2924.0,13131.0,529.0,5362.0,3602.0,9145.0,12254.0
2022-08-08,10022.0,3860.0,12836.0,568.0,9000.0,3501.0,1195.0,7602.0
2022-08-09,10061.0,3821.0,8886.0,546.0,9131.0,3436.0,195.0,3989.0
2022-08-10,10671.0,3525.0,9332.0,774.0,12122.0,3413.0,338.0,3517.0
2022-08-11,9998.0,3652.0,6352.0,1346.0,12620.0,3052.0,624.0,2305.0
2022-08-12,8669.0,2872.0,8551.0,1619.0,13078.0,3081.0,1913.0,3037.0
2022-08-13,10062.0,2795.0,8641.0,967.0,12878.0,3003.0,2449.0,3624.0
2022-08-14,8941.0,2337.0,8109.0,429.0,9331.0,2954.0,13513.0,11457.0
2022-08-15,9065.0,3146.0,9030.0,590.0,11487.0,3092.0,12559.0,15257.0
2022-08-16,10672.0,3816.0,8640.0,656.0,8980.0,3071.0,7349.0,10116.0
2022-08-17,11424.0,3383.0,8613.0,780.0,9229.0,3078.0,2949.0,6160.0
2022-08-18,11470.0,3506.0,8555.0,472.0,6330.0,3134.0,10761.0,5602.0
2022-08-19,11169.0,3670.0,8535.0,1025.0,7101.0,3149.0,2255.0,2827.0
2022-08-20,10988.0,2975.0,8562.0,1139.0,9868.0,3084.0,4707.0,9589.0
2022-08-21,6907.0,2677.0,7965.0,528.0,9615.0,3064.0,10951.0,22824.0
2022-08-22,6307.0,4026.0,8476.0,537.0,9326.0,3054.0,1677.0,3178.0
2022-08-23,5010.0,3155.0,7837.0,730.0,10290.0,3119.0,9281.0,22698.0
2022-08-24,4713.0,3428.0,8648.0,760.0,10738.0,3071.0,13281.0,21474.0
2022-08-25,4903.0,3364.0,8616.0,1330.0,10571.0,2983.0,21496.0,22099.0
2022-08-26,5559.0,3851.0,8307.0,1838.0,4334.0,2970.0,12762.0,9017.0
2022-08-27,5166.0,2706.0,6065.0,1571.0,4911.0,3036.0,17548.0,7445.0
2022-08-28,4559.0,2742.0,2789.0,456.0,4364.0,2870.0,26447.0,10291.0
2022-08-29,1215.0,3159.0,8593.0,940.0,6223.0,3099.0,19655.0,17212.0
2022-08-30,605.0,2652.0,8370.0,470.0,10651.0,3088.0,8793.0,7978.0
2022-08-31,414.0,3149.0,8301.0,553.0,10390.0,3098.0,6101.0,10376.0
2022-09-01,1067.0,3041.0,8600.0,995.0,11820.0,2925.0,2688.0,3967.0
2022-09-02,457.0,2879.0,8158.0,522.0,10696.0,2981.0,9273.0,9445.0
2022-09-03,1488.0,2827.0,7814.0,515.0,9326.0,2926.0,33618.0,27582.0
2022-09-04,5101.0,2825.0,7799.0,502.0,10271.0,2862.0,33062.0,29182.0
2022-09-05,8264.0,3158.0,8387.0,529.0,8659.0,2830.0,39678.0,39878.0
2022-09-06,5992.0,3028.0,11016.0,517.0,9068.0,2839.0,36711.0,42420.0
2022-09-07,8745.0,2860.0,17963.0,519.0,5100.0,3011.0,35169.0,39104.0
2022-09-08,8321.0,3165.0,16133.0,563.0,4448.0,3054.0,44576.0,62830.0
2022-09-09,8607.0,3707.0,17778.0,554.0,4671.0,3005.0,15596.0,25379.0
2022-09-10,9604.0,3144.0,17665.0,513.0,6202.0,2931.0,5825.0,7324.0
2022-09-11,9509.0,2924.0,16727.0,451.0,7927.0,2940.0,2185.0,3621.0
2022-09-12,8626.0,3775.0,17066.0,578.0,5727.0,2914.0,15186.0,22424.0
2022-09-13,8056.0,3757.0,13187.0,360.0,7022.0,2916.0,44292.0,59598.0
2022-09-14,7777.0,4239.0,14996.0,424.0,5646.0,2939.0,37824.0,45687.0
2022-09-15,9712.0,3364.0,10986.0,468.0,8938.0,2950.0,39175.0,63297.0
2022-09-16,9969.0,3038.0,7424.0,483.0,8159.0,2894.0,31008.0,35373.0
2022-09-17,7485.0,2867.0,2471.0,487.0,7175.0,2775.0,27120.0,26547.0
2022-09-18,8827.0,2459.0,2032.0,447.0,6524.0,2850.0,26629.0,29922.0
2022-09-19,11541.0,3631.0,9185.0,554.0,9210.0,3000.0,24736.0,16883.0
2022-09-20,13180.0,5224.0,12097.0,759.0,9676.0,3097.0,11121.0,6765.0
2022-09-21,14560.0,5327.0,12684.0,815.0,9395.0,3056.0,1451.0,3186.0
2022-09-22,14844.0,5381.0,9915.0,840.0,6789.0,3049.0,5727.0,9004.0
2022-09-23,16664.0,5277.0,11326.0,805.0,4841.0,3227.0,12753.0,13739.0
2022-09-24,14211.0,4494.0,10680.0,864.0,7185.0,3444.0,6164.0,4147.0
2022-09-25,7058.0,3918.0,10039.0,718.0,5983.0,3405.0,8648.0,5725.0
2022-09-26,4545.0,4143.0,8626.0,516.0,2051.0,3161.0,38541.0,41705.0
2022-09-27,14555.0,5250.0,9704.0,752.0,2259.0,3370.0,21072.0,8146.0
2022-09-28,15826.0,6634.0,11119.0,1063.0,4475.0,3556.0,5261.0,9714.0
2022-09-29,15004.0,6673.0,10715.0,1239.0,4490.0,3527.0,25778.0,37573.0
2022-09-30,12069.0,5185.0,10280.0,1516.0,5090.0,3816.0,18961.0,18458.0
2022-10-01,571.0,3367.0,6448.0,827.0,2328.0,3848.0,37829.0,42356.0
2022-10-02,545.0,3908.0,7140.0,695.0,7431.0,3712.0,42087.0,43742.0
2022-10-03,7814.0,4927.0,9179.0,811.0,6626.0,3620.0,31748.0,38139.0
2022-10-04,11297.0,5061.0,9531.0,909.0,4568.0,3621.0,21436.0,27023.0
2022-10-05,497.0,3134.0,7382.0,658.0,1553.0,3175.0,41269.0,63415.0
2022-10-06,461.0,2920.0,5631.0,505.0,6265.0,3059.0,39463.0,76023.0
2022-10-07,456.0,2873.0,5610.0,680.0,4544.0,2987.0,41399.0,71478.0
2022-10-08,594.0,3680.0,7371.0,775.0,6162.0,3052.0,35505.0,35238.0
2022-10-09,5252.0,4668.0,4303.0,912.0,3944.0,3024.0,20058.0,22395.0
2022-10-10,3891.0,5408.0,9401.0,1180.0,5532.0,3124.0,35333.0,35770.0
2022-10-11,8013.0,6508.0,12276.0,1063.0,5880.0,3228.0,32166.0,38680.0
2022-10-12,16021.0,7790.0,13486.0,1017.0,5675.0,3278.0,13797.0,16757.0
2022-10-13,15782.0,6640.0,13931.0,1038.0,2602.0,3295.0,12319.0,14133.0
2022-10-14,14670.0,7655.0,12977.0,1085.0,5649.0,3568.0,7778.0,10365.0
2022-10-15,4112.0,5004.0,9076.0,941.0,4973.0,3258.0,21004.0,24469.0
2022-10-16,2594.0,3777.0,6533.0,655.0,6500.0,3137.0,36751.0,56345.0
2022-10-17,3588.0,6729.0,8972.0,1078.0,1823.0,3696.0,27208.0,32032.0
2022-10-18,5423.0,5868.0,10605.0,1118.0,3619.0,3551.0,35205.0,40467.0
2022-10-19,4258.0,6974.0,11049.0,988.0,6648.0,3483.0,8893.0,6723.0
2022-10-20,7435.0,6128.0,9177.0,1001.0,5484.0,3482.0,29351.0,33916.0
2022-10-21,11597.0,7262.0,11202.0,1028.0,1091.0,4069.0,11988.0,12405.0
2022-10-22,6241.0,5589.0,4457.0,911.0,1516.0,4294.0,5137.0,6681.0
2022-10-23,5250.0,5146.0,4332.0,886.0,2804.0,4024.0,12752.0,14054.0
2022-10-24,4489.0,5146.0,3968.0,812.0,2295.0,3908.0,34990.0,43521.0
2022-10-25,4721.0,6698.0,5009.0,827.0,2314.0,3976.0,31317.0,38979.0
2022-10-26,4977.0,7069.0,9046.0,896.0,2331.0,3999.0,14722.0,14941.0
2022-10-27,5192.0,6621.0,7328.0,924.0,2381.0,4048.0,23250.0,21894.0
