,Forecasted Load,Actual Load
2023-01-01 00:00:00+01:00,42609.0,40817.0
2023-01-01 00:15:00+01:00,42152.0,40732.0
2023-01-01 00:30:00+01:00,41520.0,41038.0
2023-01-01 00:45:00+01:00,40889.0,40056.0
2023-01-01 01:00:00+01:00,40431.0,40062.0
2023-01-01 01:15:00+01:00,39862.0,40157.0
2023-01-01 01:30:00+01:00,39342.0,39024.0
2023-01-01 01:45:00+01:00,38849.0,39006.0
2023-01-01 02:00:00+01:00,38663.0,38367.0
2023-01-01 02:15:00+01:00,38551.0,39063.0
2023-01-01 02:30:00+01:00,38062.0,37942.0
2023-01-01 02:45:00+01:00,37687.0,38371.0
2023-01-01 03:00:00+01:00,37247.0,38061.0
2023-01-01 03:15:00+01:00,37266.0,37737.0
2023-01-01 03:30:00+01:00,37175.0,37688.0
2023-01-01 03:45:00+01:00,37134.0,37598.0
2023-01-01 04:00:00+01:00,37393.0,37810.0
2023-01-01 04:15:00+01:00,37457.0,36946.0
2023-01-01 04:30:00+01:00,37343.0,36553.0
2023-01-01 04:45:00+01:00,37114.0,36560.0
2023-01-01 05:00:00+01:00,36958.0,36499.0
2023-01-01 05:15:00+01:00,36462.0,36713.0
2023-01-01 05:30:00+01:00,36016.0,36680.0
2023-01-01 05:45:00+01:00,35540.0,36544.0
2023-01-01 06:00:00+01:00,34803.0,35792.0
2023-01-01 06:15:00+01:00,34870.0,36081.0
2023-01-01 06:30:00+01:00,34331.0,35755.0
2023-01-01 06:45:00+01:00,34345.0,35573.0
2023-01-01 07:00:00+01:00,34644.0,36486.0
2023-01-01 07:15:00+01:00,34760.0,36644.0
2023-01-01 07:30:00+01:00,35169.0,36654.0
2023-01-01 07:45:00+01:00,35216.0,36610.0
2023-01-01 08:00:00+01:00,36035.0,37138.0
2023-01-01 08:15:00+01:00,36206.0,37401.0
2023-01-01 08:30:00+01:00,36634.0,38042.0
2023-01-01 08:45:00+01:00,37194.0,38817.0
2023-01-01 09:00:00+01:00,38345.0,39559.0
2023-01-01 09:15:00+01:00,38952.0,40573.0
2023-01-01 09:30:00+01:00,39397.0,41392.0
2023-01-01 09:45:00+01:00,39815.0,41938.0
2023-01-01 10:00:00+01:00,40691.0,42770.0
2023-01-01 10:15:00+01:00,40901.0,43625.0
2023-01-01 10:30:00+01:00,41440.0,44300.0
2023-01-01 10:45:00+01:00,41671.0,44690.0
2023-01-01 11:00:00+01:00,42462.0,45053.0
2023-01-01 11:15:00+01:00,43183.0,45939.0
2023-01-01 11:30:00+01:00,43412.0,46609.0
2023-01-01 11:45:00+01:00,43363.0,46667.0
2023-01-01 12:00:00+01:00,43422.0,46744.0
2023-01-01 12:15:00+01:00,43417.0,47087.0
2023-01-01 12:30:00+01:00,43269.0,46695.0
2023-01-01 12:45:00+01:00,42902.0,46387.0
2023-01-01 13:00:00+01:00,42731.0,46676.0
2023-01-01 13:15:00+01:00,42491.0,46452.0
2023-01-01 13:30:00+01:00,42626.0,45917.0
2023-01-01 13:45:00+01:00,42603.0,45234.0
2023-01-01 14:00:00+01:00,42313.0,44532.0
2023-01-01 14:15:00+01:00,42217.0,44115.0
2023-01-01 14:30:00+01:00,42298.0,43976.0
2023-01-01 14:45:00+01:00,42441.0,43644.0
2023-01-01 15:00:00+01:00,42963.0,43813.0
2023-01-01 15:15:00+01:00,42870.0,43814.0
2023-01-01 15:30:00+01:00,43269.0,43965.0
2023-01-01 15:45:00+01:00,43565.0,43940.0
2023-01-01 16:00:00+01:00,43969.0,44455.0
2023-01-01 16:15:00+01:00,44386.0,44999.0
2023-01-01 16:30:00+01:00,45239.0,45993.0
2023-01-01 16:45:00+01:00,46387.0,46808.0
2023-01-01 17:00:00+01:00,47623.0,47554.0
2023-01-01 17:15:00+01:00,48142.0,47797.0
2023-01-01 17:30:00+01:00,48022.0,48291.0
2023-01-01 17:45:00+01:00,48325.0,48693.0
2023-01-01 18:00:00+01:00,48646.0,48874.0
