,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2021-03-20,7822.0,124817.0,12722.0,0.0,4093.0,8154.0,14171.0,120957.0,42966.0,0.0,1034436.0,54230.0,6150.0,107414.0
2021-03-21,7616.0,79686.0,11391.0,0.0,4099.0,4128.0,37966.0,100391.0,33498.0,0.0,1004997.0,41035.0,6170.0,113130.0
2021-03-22,7367.0,130352.0,7753.0,0.0,5250.0,20509.0,9000.0,113035.0,63236.0,0.0,1055566.0,47368.0,6144.0,80284.0
2021-03-23,8244.0,145327.0,791.0,0.0,5672.0,18092.0,137.0,115158.0,65801.0,0.0,1063680.0,55742.0,6119.0,36424.0
2021-03-24,7852.0,146623.0,724.0,0.0,4730.0,11952.0,13242.0,106604.0,55672.0,0.0,1065622.0,55165.0,5956.0,39378.0
2021-03-25,7639.0,146272.0,898.0,0.0,4029.0,20721.0,633.0,108735.0,54389.0,0.0,1052434.0,39883.0,5685.0,43384.0
2021-03-26,7502.0,106290.0,834.0,0.0,4025.0,13847.0,11105.0,103295.0,41489.0,0.0,1049750.0,35584.0,5832.0,139623.0
2021-03-27,7226.0,63232.0,962.0,0.0,3990.0,14837.0,33342.0,102699.0,20154.0,0.0,923390.0,48190.0,5845.0,150221.0
2021-03-28,6915.0,62696.0,764.0,0.0,3844.0,6190.0,33068.0,93276.0,11624.0,0.0,849409.0,57783.0,5635.0,77739.0
2021-03-29,7223.0,89173.0,970.0,0.0,4012.0,16554.0,16753.0,103390.0,28746.0,0.0,948947.0,58890.0,6221.0,64346.0
2021-03-30,7346.0,125182.0,894.0,0.0,4076.0,19030.0,8898.0,110405.0,33506.0,0.0,979337.0,56995.0,6313.0,51125.0
2021-03-31,7528.0,129055.0,981.0,0.0,4316.0,19032.0,8931.0,114716.0,38375.0,0.0,974148.0,53879.0,6268.0,41536.0
2021-04-01,7599.0,63951.0,591.0,0.0,3301.0,12682.0,5570.0,118120.0,34075.0,0.0,953229.0,54750.0,3344.0,71398.0
2021-04-02,7647.0,20006.0,516.0,0.0,3305.0,7393.0,20991.0,110011.0,21057.0,0.0,956743.0,55080.0,3516.0,181681.0
2021-04-03,7780.0,16403.0,569.0,0.0,3261.0,8097.0,23707.0,106869.0,22566.0,0.0,927967.0,56270.0,3837.0,203654.0
2021-04-04,7909.0,14398.0,363.0,8.0,3256.0,13399.0,21912.0,105132.0,19366.0,0.0,895411.0,57833.0,3816.0,79832.0
2021-04-05,8082.0,26474.0,687.0,0.0,3233.0,4602.0,40810.0,93797.0,16949.0,0.0,858205.0,50724.0,3558.0,134502.0
2021-04-06,7777.0,93591.0,732.0,0.0,6459.0,24828.0,8039.0,108266.0,41926.0,0.0,920448.0,55113.0,3388.0,122699.0
2021-04-07,8033.0,117539.0,780.0,0.0,6888.0,18902.0,8642.0,105806.0,41254.0,0.0,937165.0,60685.0,3535.0,99439.0
2021-04-08,7932.0,112855.0,4738.0,0.0,3706.0,19293.0,4562.0,105182.0,43931.0,0.0,892247.0,60698.0,3804.0,30045.0
2021-04-09,8040.0,124445.0,863.0,0.0,5557.0,15550.0,7346.0,104826.0,48958.0,0.0,913662.0,39630.0,3733.0,90555.0
2021-04-10,6461.0,117572.0,1059.0,0.0,2282.0,9022.0,14160.0,87017.0,38775.0,0.0,885261.0,24208.0,1895.0,100525.0
2021-04-11,6427.0,78788.0,1104.0,0.0,1309.0,6104.0,28411.0,80755.0,32861.0,0.0,885767.0,24478.0,1950.0,114741.0
2021-04-12,6393.0,123178.0,1047.0,0.0,8305.0,15686.0,7353.0,106067.0,44168.0,0.0,901693.0,53363.0,1750.0,57854.0
2021-04-13,8257.0,127854.0,908.0,0.0,5060.0,14515.0,612.0,112580.0,45900.0,0.0,891005.0,52378.0,3226.0,61869.0
2021-04-14,8292.0,128035.0,11533.0,0.0,6396.0,11004.0,1013.0,102806.0,47611.0,0.0,908895.0,54438.0,3347.0,94849.0
2021-04-15,8300.0,123077.0,11705.0,0.0,3688.0,11350.0,7105.0,99125.0,44543.0,0.0,935108.0,53768.0,3430.0,102793.0
2021-04-16,8550.0,127150.0,12268.0,0.0,3240.0,9141.0,5884.0,95836.0,40589.0,0.0,934619.0,48731.0,3727.0,108240.0
2021-04-17,8263.0,102973.0,12021.0,0.0,3249.0,6428.0,17818.0,80268.0,25851.0,0.0,863391.0,39501.0,3806.0,110990.0
2021-04-18,8217.0,112541.0,12007.0,0.0,3263.0,4524.0,23720.0,73276.0,25458.0,0.0,861404.0,48818.0,3761.0,59916.0
2021-04-19,8246.0,125190.0,12761.0,0.0,3259.0,13937.0,6158.0,85233.0,34735.0,0.0,886793.0,51430.0,3569.0,27612.0
2021-04-20,8333.0,124101.0,12441.0,0.0,3217.0,13494.0,1603.0,83072.0,32428.0,0.0,905806.0,45719.0,3589.0,24454.0
2021-04-21,8320.0,118646.0,11881.0,0.0,3163.0,7279.0,4114.0,80925.0,30313.0,0.0,905631.0,44385.0,3676.0,63000.0
2021-04-22,8183.0,109415.0,12624.0,0.0,3188.0,6975.0,12103.0,76600.0,27714.0,0.0,905890.0,62659.0,3750.0,116953.0
2021-04-23,8156.0,100129.0,11014.0,0.0,3182.0,6713.0,5497.0,76497.0,25153.0,0.0,901753.0,66717.0,3818.0,112097.0
2021-04-24,8148.0,41545.0,2983.0,0.0,3185.0,2793.0,13441.0,69205.0,20868.0,0.0,874272.0,64555.0,3700.0,131876.0
2021-04-25,8235.0,30887.0,897.0,0.0,3196.0,462.0,20867.0,71074.0,19453.0,0.0,840522.0,42912.0,3573.0,189821.0
2021-04-26,8480.0,86148.0,9437.0,0.0,3165.0,9276.0,6625.0,84525.0,19623.0,0.0,914891.0,33266.0,3474.0,168656.0
2021-04-27,8419.0,91933.0,11270.0,0.0,3149.0,11379.0,3256.0,91385.0,18905.0,0.0,911163.0,41889.0,3592.0,53492.0
2021-04-28,8555.0,91500.0,11821.0,0.0,3176.0,12677.0,4916.0,92755.0,15817.0,0.0,912293.0,31581.0,3619.0,44806.0
2021-04-29,8431.0,91440.0,11865.0,0.0,3361.0,14986.0,6006.0,105550.0,22018.0,0.0,923314.0,31829.0,3572.0,46568.0
2021-04-30,8068.0,92929.0,12508.0,0.0,3856.0,9280.0,8585.0,116818.0,20471.0,0.0,907982.0,35135.0,3789.0,29752.0
2021-05-01,8389.0,33345.0,1851.0,0.0,3111.0,3104.0,13877.0,115004.0,17399.0,0.0,923188.0,32372.0,4787.0,48528.0
2021-05-02,8354.0,29683.0,803.0,0.0,3125.0,4604.0,17197.0,129075.0,16258.0,0.0,841757.0,54033.0,4875.0,37481.0
2021-05-03,8670.0,53985.0,640.0,0.0,5149.0,11587.0,4301.0,129363.0,30493.0,0.0,858189.0,65353.0,4392.0,89441.0
2021-05-04,8393.0,27616.0,622.0,0.0,3212.0,5327.0,10847.0,107945.0,20776.0,0.0,867855.0,45447.0,4101.0,252439.0
2021-05-05,8349.0,38909.0,813.0,0.0,5479.0,9929.0,5305.0,113812.0,26489.0,0.0,901287.0,51002.0,4133.0,152664.0
2021-05-06,8439.0,75087.0,700.0,0.0,5195.0,14815.0,1206.0,123104.0,31320.0,0.0,896539.0,33217.0,4089.0,95320.0
2021-05-07,8374.0,63077.0,739.0,0.0,4189.0,9412.0,11678.0,142822.0,28916.0,0.0,893928.0,49227.0,4055.0,52016.0
2021-05-08,8224.0,24453.0,725.0,0.0,3454.0,4353.0,13392.0,144703.0,39623.0,0.0,793812.0,60877.0,4039.0,127658.0
2021-05-09,8255.0,21498.0,1145.0,0.0,6490.0,2726.0,25747.0,128933.0,20684.0,0.0,670435.0,37653.0,4294.0,183514.0
2021-05-10,8376.0,35064.0,783.0,0.0,3188.0,12506.0,8515.0,150070.0,41073.0,0.0,858256.0,37141.0,3785.0,134228.0
2021-05-11,8456.0,61267.0,880.0,0.0,3201.0,12390.0,5242.0,146027.0,39990.0,0.0,890449.0,41927.0,3805.0,80842.0
2021-05-12,8466.0,54918.0,726.0,0.0,3334.0,10910.0,8184.0,149672.0,41689.0,0.0,901683.0,46800.0,4084.0,65830.0
2021-05-13,8321.0,27476.0,809.0,0.0,3290.0,6815.0,18551.0,152567.0,34331.0,0.0,911468.0,45869.0,4201.0,80166.0
2021-05-14,8450.0,27713.0,834.0,0.0,3281.0,13589.0,8441.0,159613.0,45739.0,0.0,934719.0,49899.0,4212.0,83623.0
2021-05-15,8477.0,17995.0,657.0,0.0,3291.0,6055.0,17315.0,154688.0,47834.0,0.0,897280.0,26891.0,4380.0,130585.0
2021-05-16,8789.0,17056.0,823.0,0.0,3302.0,2168.0,29182.0,155266.0,48142.0,0.0,864808.0,31530.0,4402.0,144945.0
2021-05-17,8741.0,50022.0,979.0,0.0,3285.0,11075.0,12052.0,161565.0,48029.0,0.0,915572.0,50032.0,3988.0,224297.0
2021-05-18,8966.0,53052.0,728.0,0.0,7121.0,14164.0,3791.0,162549.0,50501.0,0.0,942878.0,39531.0,3828.0,81601.0
2021-05-19,8734.0,56479.0,879.0,0.0,3307.0,14841.0,4033.0,158166.0,49406.0,0.0,980703.0,53629.0,4013.0,104356.0
2021-05-20,8671.0,49675.0,660.0,0.0,3298.0,16313.0,2539.0,162298.0,48284.0,0.0,948553.0,61304.0,3765.0,106684.0
2021-05-21,8731.0,14851.0,645.0,0.0,3316.0,11952.0,15232.0,156577.0,46647.0,0.0,899034.0,36746.0,3776.0,238473.0
2021-05-22,8782.0,14728.0,747.0,0.0,3333.0,4721.0,25316.0,157429.0,46656.0,0.0,801611.0,42341.0,3728.0,209298.0
2021-05-23,8797.0,18374.0,693.0,0.0,3289.0,8291.0,21873.0,153804.0,40991.0,0.0,799845.0,51157.0,4209.0,138496.0
2021-05-24,8751.0,14933.0,683.0,0.0,3315.0,7344.0,17600.0,153763.0,45363.0,0.0,874722.0,41690.0,3722.0,202590.0
2021-05-25,8792.0,30619.0,959.0,0.0,3309.0,10088.0,9828.0,155883.0,51589.0,0.0,911473.0,53873.0,3718.0,202656.0
2021-05-26,8726.0,38085.0,796.0,0.0,3450.0,15265.0,7462.0,153728.0,50626.0,0.0,932504.0,51242.0,3994.0,127878.0
2021-05-27,8758.0,57948.0,879.0,0.0,3269.0,16835.0,8266.0,154075.0,53877.0,0.0,947528.0,64434.0,3867.0,29366.0
2021-05-28,8784.0,63456.0,840.0,0.0,3296.0,16859.0,6775.0,153557.0,52965.0,0.0,937690.0,62102.0,3712.0,42954.0
2021-05-29,8818.0,15877.0,957.0,0.0,3670.0,6155.0,13495.0,139230.0,47695.0,0.0,905386.0,54408.0,3922.0,67142.0
2021-05-30,8738.0,17725.0,888.0,0.0,3315.0,4595.0,20169.0,129552.0,39506.0,0.0,842667.0,62477.0,3990.0,83151.0
2021-05-31,8367.0,34622.0,923.0,0.0,3431.0,12449.0,5064.0,139821.0,53146.0,0.0,915859.0,67769.0,3962.0,76622.0
2021-06-01,7929.0,34909.0,1193.0,0.0,4550.0,9012.0,5366.0,136580.0,55564.0,0.0,937636.0,52295.0,3975.0,82646.0
2021-06-02,8075.0,21693.0,562.0,0.0,2753.0,9393.0,10566.0,137788.0,52065.0,0.0,947767.0,43596.0,3877.0,65082.0
2021-06-03,8043.0,23098.0,795.0,0.0,3307.0,11543.0,5484.0,135604.0,53979.0,0.0,937029.0,48945.0,3979.0,32539.0
2021-06-04,7827.0,49787.0,771.0,0.0,3291.0,15269.0,5122.0,144358.0,55270.0,0.0,943411.0,34327.0,4134.0,42085.0
2021-06-05,7585.0,27667.0,804.0,0.0,3255.0,2855.0,10772.0,147501.0,52234.0,0.0,911724.0,55259.0,4028.0,48350.0
2021-06-06,7680.0,22285.0,717.0,0.0,3295.0,4542.0,22762.0,143148.0,48178.0,0.0,899401.0,52561.0,4107.0,39456.0
2021-06-07,7652.0,64535.0,749.0,0.0,3301.0,12784.0,7282.0,145677.0,55266.0,0.0,928036.0,53855.0,4077.0,31021.0
2021-06-08,7759.0,72224.0,687.0,0.0,3297.0,16701.0,5648.0,147538.0,53949.0,0.0,948222.0,62397.0,3866.0,27330.0
2021-06-09,8014.0,59647.0,677.0,0.0,3300.0,16099.0,2618.0,148449.0,51571.0,0.0,945729.0,63508.0,3754.0,30203.0
2021-06-10,7166.0,67843.0,607.0,0.0,3303.0,11607.0,6721.0,147586.0,53266.0,0.0,945143.0,64603.0,3738.0,29366.0
2021-06-11,8007.0,55757.0,587.0,0.0,3405.0,7483.0,8748.0,149742.0,58731.0,0.0,939280.0,62954.0,4028.0,35707.0
2021-06-12,8063.0,17872.0,448.0,0.0,4648.0,868.0,26963.0,142194.0,45520.0,0.0,889562.0,60188.0,4148.0,38983.0
2021-06-13,7835.0,11900.0,393.0,0.0,3225.0,4771.0,30980.0,135550.0,41663.0,0.0,811503.0,69839.0,3849.0,46960.0
2021-06-14,7689.0,44104.0,380.0,0.0,5852.0,18291.0,6041.0,137396.0,55803.0,0.0,912800.0,69236.0,3749.0,38213.0
2021-06-15,7807.0,65642.0,375.0,0.0,3175.0,14972.0,3332.0,128782.0,51076.0,0.0,911398.0,67292.0,3967.0,27170.0
2021-06-16,8123.0,70567.0,470.0,0.0,4442.0,15246.0,6574.0,130036.0,51991.0,0.0,907703.0,57605.0,4122.0,32704.0
2021-06-17,8141.0,61765.0,693.0,0.0,6917.0,14648.0,8439.0,133355.0,57335.0,0.0,888351.0,33632.0,3893.0,70059.0
2021-06-18,7711.0,52541.0,471.0,0.0,3957.0,17992.0,6867.0,140432.0,56959.0,0.0,863532.0,53698.0,3466.0,89758.0
2021-06-19,7752.0,30717.0,588.0,0.0,3148.0,3382.0,6882.0,137414.0,45183.0,0.0,846758.0,43489.0,3574.0,51003.0
2021-06-20,7297.0,14233.0,354.0,0.0,3204.0,1770.0,17078.0,137807.0,32891.0,0.0,861722.0,40617.0,3890.0,54363.0
2021-06-21,7130.0,47559.0,423.0,0.0,3311.0,11213.0,6871.0,146574.0,52493.0,0.0,918517.0,52400.0,3047.0,51610.0
2021-06-22,7194.0,57959.0,349.0,0.0,3320.0,13768.0,7260.0,145213.0,51289.0,0.0,919072.0,44381.0,3241.0,86957.0
2021-06-23,7366.0,63742.0,220.0,0.0,3323.0,13570.0,5401.0,145733.0,53739.0,0.0,959694.0,39280.0,3592.0,53291.0
2021-06-24,7295.0,63170.0,130.0,61.0,3323.0,16878.0,4320.0,150865.0,44019.0,0.0,956725.0,46388.0,4170.0,43556.0
2021-06-25,7365.0,60092.0,804.0,262.0,3328.0,12293.0,2350.0,149959.0,40812.0,0.0,953179.0,58738.0,4713.0,33718.0
2021-06-26,7889.0,35438.0,9748.0,0.0,3246.0,9864.0,6076.0,145940.0,32847.0,0.0,935820.0,57954.0,4645.0,23425.0
2021-06-27,8221.0,18733.0,587.0,11.0,3916.0,4778.0,15756.0,140188.0,22948.0,0.0,909912.0,34496.0,4578.0,44939.0
2021-06-28,8416.0,59043.0,6131.0,114.0,3339.0,8949.0,5069.0,145049.0,43647.0,0.0,966664.0,42071.0,4548.0,35811.0
2021-06-29,8258.0,68851.0,10402.0,0.0,5071.0,15375.0,4519.0,141227.0,47174.0,0.0,971944.0,47049.0,4577.0,42257.0
2021-06-30,8364.0,69805.0,233.0,19.0,4573.0,16388.0,6191.0,142153.0,42620.0,0.0,943286.0,47943.0,4523.0,46896.0
