,Forecasted Load,Actual Load
2022-01-01,408790.0,404491.0
2022-01-02,408690.0,400067.0
2022-01-03,421728.0,443504.0
2022-01-04,437921.0,472665.0
2022-01-05,477743.0,481731.0
2022-01-06,484122.0,478721.0
2022-01-07,528928.0,494270.0
2022-01-08,464961.0,449921.0
2022-01-09,448868.0,453930.0
2022-01-10,495684.0,494233.0
2022-01-11,490290.0,495056.0
2022-01-12,478215.0,469402.0
2022-01-13,458482.0,440356.0
2022-01-14,445735.0,439628.0
2022-01-15,436507.0,433099.0
2022-01-16,420802.0,421990.0
2022-01-17,469455.0,472072.0
2022-01-18,478004.0,469368.0
2022-01-19,462863.0,449535.0
2022-01-20,477169.0,489866.0
2022-01-21,491500.0,485437.0
2022-01-22,467782.0,449343.0
2022-01-23,433662.0,426818.0
2022-01-24,451715.0,448768.0
2022-01-25,451512.0,459930.0
2022-01-26,453039.0,449311.0
2022-01-27,451865.0,446521.0
2022-01-28,456352.0,445741.0
2022-01-29,423268.0,424921.0
2022-01-30,421966.0,441145.0
2022-01-31,484293.0,495465.0
2022-02-01,505123.0,512322.0
2022-02-02,509735.0,513255.0
2022-02-03,509914.0,507422.0
2022-02-04,469803.0,464511.0
2022-02-05,434787.0,423752.0
2022-02-06,422991.0,425735.0
2022-02-07,469272.0,461430.0
2022-02-08,464002.0,446950.0
2022-02-09,453658.0,448836.0
2022-02-10,450450.0,470734.0
2022-02-11,456206.0,455705.0
2022-02-12,434018.0,431125.0
2022-02-13,426637.0,424240.0
2022-02-14,448188.0,456757.0
2022-02-15,442347.0,445687.0
2022-02-16,452736.0,464460.0
2022-02-17,459514.0,467112.0
2022-02-18,459630.0,451790.0
2022-02-19,429511.0,429769.0
2022-02-20,433519.0,436307.0
2022-02-21,468937.0,486857.0
2022-02-22,487826.0,494378.0
2022-02-23,489327.0,471502.0
2022-02-24,461729.0,453454.0
2022-02-25,444517.0,446074.0
2022-02-26,424538.0,418845.0
2022-02-27,418674.0,408354.0
