,Forecasted Load,Actual Load
2020-01-01,84273.0,84533.0
2020-01-02,100159.0,100694.0
2020-01-03,100937.0,101034.0
2020-01-04,93542.0,93676.0
2020-01-05,90707.0,90888.0
2020-01-06,106058.0,106008.0
2020-01-07,106120.0,106132.0
2020-01-08,107668.0,107406.0
2020-01-09,107515.0,107495.0
2020-01-10,103483.0,103625.0
2020-01-11,94616.0,94992.0
2020-01-12,92134.0,92175.0
2020-01-13,106618.0,106619.0
2020-01-14,107843.0,107988.0
2020-01-15,106770.0,106682.0
2020-01-16,106958.0,106721.0
2020-01-17,101974.0,101735.0
2020-01-18,92561.0,92889.0
2020-01-19,91309.0,90994.0
2020-01-20,105909.0,106028.0
2020-01-21,107031.0,106855.0
2020-01-22,106009.0,105614.0
2020-01-23,106264.0,106256.0
2020-01-24,101922.0,101950.0
2020-01-25,89936.0,89910.0
2020-01-26,89510.0,89600.0
2020-01-27,105251.0,104862.0
2020-01-28,106760.0,107159.0
2020-01-29,108791.0,108383.0
2020-01-30,108889.0,109010.0
2020-01-31,104110.0,104358.0
2020-02-01,93066.0,93502.0
2020-02-02,89817.0,89528.0
2020-02-03,101001.0,100540.0
2020-02-04,104279.0,104800.0
2020-02-05,108845.0,108690.0
2020-02-06,109109.0,108456.0
2020-02-07,104310.0,104505.0
2020-02-08,93325.0,93494.0
2020-02-09,96227.0,96708.0
2020-02-10,109095.0,108744.0
2020-02-11,111597.0,111797.0
2020-02-12,111133.0,111315.0
2020-02-13,106531.0,106479.0
2020-02-14,101448.0,101694.0
2020-02-15,94284.0,94694.0
2020-02-16,93465.0,93637.0
2020-02-17,106877.0,106825.0
2020-02-18,107595.0,107600.0
2020-02-19,106853.0,106784.0
2020-02-20,107081.0,107363.0
2020-02-21,102477.0,102467.0
2020-02-22,92820.0,93140.0
2020-02-23,93729.0,93902.0
2020-02-24,105969.0,105645.0
2020-02-25,108030.0,107851.0
2020-02-26,108345.0,107995.0
2020-02-27,109043.0,113187.0
2020-02-28,104169.0,104242.0
2020-02-29,94134.0,94596.0
2020-03-01,91725.0,92018.0
2020-03-02,101077.0,100435.0
2020-03-03,103078.0,103236.0
2020-03-04,104042.0,103546.0
2020-03-05,104622.0,104940.0
2020-03-06,107312.0,107889.0
2020-03-07,93267.0,94004.0
2020-03-08,100015.0,99488.0
2020-03-09,100637.0,100587.0
2020-03-10,106391.0,106548.0
2020-03-11,102380.0,102159.0
2020-03-12,104854.0,104620.0
