,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2017-06-01,12833.0,67377.0,20663.0,0.0,2433.0,11322.0,9157.0,130809.0,0.0,48102.0,0.0,911969.0,38575.0,5684.0,17627.0
2017-06-02,13157.0,68148.0,22072.0,0.0,2921.0,12910.0,7479.0,133084.0,0.0,46903.0,0.0,922135.0,38082.0,5773.0,17976.0
2017-06-03,10706.0,37579.0,388.0,40.0,2900.0,15675.0,11494.0,135960.0,0.0,30875.0,0.0,861641.0,23619.0,5645.0,30890.0
2017-06-04,7013.0,20005.0,183.0,0.0,3300.0,7012.0,27517.0,142142.0,0.0,22523.0,0.0,801694.0,31112.0,5581.0,37039.0
2017-06-05,7135.0,20967.0,181.0,0.0,3284.0,7614.0,24453.0,145381.0,0.0,20224.0,0.0,810782.0,37452.0,5547.0,61415.0
2017-06-06,7035.0,21835.0,167.0,0.0,2904.0,11714.0,12661.0,139614.0,0.0,37126.0,0.0,890958.0,32982.0,5309.0,179565.0
2017-06-07,7216.0,19749.0,170.0,0.0,3433.0,11386.0,14326.0,136069.0,0.0,31049.0,0.0,917442.0,38565.0,5108.0,111737.0
2017-06-08,7199.0,42791.0,118.0,0.0,3331.0,22913.0,8322.0,133800.0,0.0,35180.0,0.0,972544.0,42711.0,5469.0,52927.0
2017-06-09,9388.0,45083.0,179.0,0.0,3080.0,20693.0,9270.0,129508.0,0.0,33831.0,0.0,983327.0,31259.0,5451.0,55291.0
2017-06-10,12052.0,28121.0,214.0,0.0,3051.0,11826.0,16969.0,126031.0,0.0,27522.0,0.0,886330.0,44621.0,5774.0,20157.0
2017-06-11,11035.0,20709.0,256.0,0.0,3054.0,4657.0,27592.0,121806.0,0.0,26511.0,0.0,815440.0,42034.0,5955.0,29912.0
2017-06-12,12236.0,45300.0,165.0,4.0,3158.0,19957.0,11493.0,123890.0,0.0,38639.0,0.0,897023.0,39285.0,5749.0,42884.0
2017-06-13,13085.0,55277.0,6306.0,127.0,5929.0,22855.0,10521.0,117129.0,0.0,47644.0,0.0,901459.0,40523.0,5416.0,28235.0
2017-06-14,12331.0,75953.0,11384.0,0.0,4465.0,18500.0,10318.0,115580.0,0.0,45722.0,0.0,919015.0,39236.0,5609.0,28451.0
2017-06-15,12548.0,61576.0,11181.0,0.0,3301.0,12152.0,8892.0,116969.0,0.0,46390.0,0.0,915234.0,35817.0,5531.0,44473.0
2017-06-16,11522.0,58967.0,596.0,18.0,3108.0,13021.0,11330.0,122267.0,0.0,46339.0,0.0,916365.0,42990.0,5550.0,49273.0
2017-06-17,10371.0,20627.0,59.0,0.0,4206.0,8954.0,19756.0,118828.0,0.0,32507.0,0.0,857375.0,45387.0,5862.0,45986.0
2017-06-18,10943.0,22844.0,18.0,256.0,2992.0,9384.0,25396.0,113689.0,0.0,28351.0,0.0,842925.0,45316.0,5943.0,57133.0
2017-06-19,9594.0,76995.0,14168.0,37.0,9497.0,20389.0,10209.0,113776.0,0.0,49384.0,0.0,897448.0,44751.0,5485.0,38924.0
2017-06-20,10725.0,87715.0,30747.0,0.0,14598.0,19212.0,12877.0,107098.0,0.0,51029.0,0.0,880925.0,41334.0,5123.0,22120.0
2017-06-21,12917.0,86123.0,35117.0,0.0,5179.0,23344.0,11491.0,107403.0,0.0,37964.0,0.0,910381.0,41973.0,5405.0,17883.0
2017-06-22,12941.0,83468.0,44757.0,0.0,2861.0,17261.0,11164.0,104561.0,0.0,26506.0,0.0,924478.0,38995.0,5567.0,45301.0
2017-06-23,12634.0,73819.0,21431.0,0.0,3989.0,12618.0,12930.0,106491.0,0.0,31006.0,0.0,935641.0,30340.0,5612.0,47916.0
2017-06-24,13469.0,19664.0,1041.0,306.0,2913.0,6824.0,14282.0,105685.0,0.0,26081.0,0.0,885524.0,33171.0,6222.0,55065.0
2017-06-25,13418.0,20598.0,0.0,493.0,2953.0,7234.0,22789.0,94118.0,0.0,21568.0,0.0,827838.0,39231.0,6244.0,58030.0
2017-06-26,10941.0,81277.0,28929.0,196.0,2945.0,27276.0,10831.0,101931.0,0.0,32253.0,0.0,889951.0,27505.0,6092.0,25135.0
2017-06-27,9184.0,90494.0,34481.0,0.0,5093.0,21152.0,12644.0,100565.0,0.0,38902.0,0.0,900837.0,27619.0,5976.0,29511.0
2017-06-28,10400.0,73866.0,32182.0,0.0,6447.0,14239.0,13805.0,108576.0,0.0,31778.0,0.0,912371.0,27429.0,6054.0,47395.0
2017-06-29,7153.0,71702.0,25892.0,0.0,6524.0,10052.0,11783.0,113910.0,0.0,31030.0,0.0,921104.0,30461.0,6162.0,74273.0
2017-06-30,7311.0,43067.0,9181.0,0.0,6508.0,15357.0,14604.0,107712.0,0.0,34759.0,0.0,908848.0,26689.0,6005.0,75347.0
2017-07-01,7306.0,43797.0,8235.0,0.0,6520.0,4341.0,15638.0,110506.0,0.0,28483.0,0.0,807592.0,25110.0,6214.0,72133.0
2017-07-02,10574.0,23507.0,14317.0,0.0,6506.0,7768.0,20168.0,105686.0,0.0,26104.0,0.0,788611.0,30543.0,6295.0,51547.0
2017-07-03,10796.0,77976.0,32557.0,0.0,5376.0,21744.0,8420.0,104587.0,0.0,34117.0,0.0,805315.0,36139.0,6275.0,34955.0
2017-07-04,11543.0,93339.0,44256.0,0.0,3105.0,19665.0,9454.0,95926.0,0.0,31334.0,0.0,834588.0,44967.0,6070.0,18040.0
2017-07-05,12448.0,100158.0,43566.0,0.0,5032.0,20813.0,8285.0,97107.0,0.0,35700.0,0.0,843585.0,42845.0,6087.0,35199.0
2017-07-06,10007.0,103476.0,47079.0,0.0,3252.0,16647.0,8791.0,95097.0,0.0,36018.0,0.0,884677.0,36293.0,6063.0,44228.0
2017-07-07,10382.0,96316.0,48972.0,0.0,3102.0,17052.0,8494.0,98068.0,0.0,36439.0,0.0,906142.0,42336.0,6469.0,28256.0
2017-07-08,10311.0,67482.0,32021.0,0.0,3097.0,8707.0,12718.0,86486.0,0.0,20300.0,0.0,919973.0,31919.0,6544.0,26683.0
2017-07-09,11466.0,58827.0,27154.0,0.0,3106.0,3993.0,17576.0,80527.0,0.0,17903.0,0.0,896338.0,27945.0,6034.0,30477.0
2017-07-10,12223.0,87479.0,40067.0,0.0,3128.0,23539.0,8463.0,91353.0,0.0,31937.0,0.0,925857.0,28045.0,5839.0,38547.0
2017-07-11,11305.0,85061.0,39959.0,0.0,3011.0,20061.0,11598.0,98421.0,0.0,29921.0,0.0,933404.0,28887.0,5940.0,47253.0
2017-07-12,13074.0,84481.0,42941.0,0.0,2856.0,14839.0,14376.0,94951.0,0.0,27655.0,0.0,940543.0,29968.0,6056.0,89060.0
2017-07-13,13633.0,85991.0,42665.0,0.0,3697.0,16776.0,12985.0,92303.0,0.0,28787.0,0.0,934278.0,34285.0,5891.0,33974.0
2017-07-14,12017.0,74372.0,32416.0,0.0,3074.0,6482.0,13755.0,86475.0,0.0,23147.0,0.0,894144.0,37500.0,6437.0,61776.0
2017-07-15,13011.0,60458.0,19882.0,0.0,3090.0,4287.0,18164.0,82845.0,0.0,23289.0,0.0,901684.0,42923.0,6590.0,35349.0
2017-07-16,10761.0,37638.0,17711.0,0.0,3096.0,4225.0,17046.0,71458.0,0.0,18135.0,0.0,883327.0,42259.0,6686.0,25503.0
2017-07-17,9945.0,87080.0,31394.0,0.0,3584.0,20086.0,10035.0,78803.0,0.0,28713.0,0.0,925587.0,40997.0,6589.0,36853.0
2017-07-18,9843.0,99151.0,43919.0,0.0,2943.0,18151.0,11233.0,72788.0,0.0,26423.0,0.0,931356.0,40892.0,6567.0,65485.0
2017-07-19,9757.0,96756.0,47810.0,0.0,2925.0,18637.0,11685.0,76266.0,0.0,27924.0,0.0,938274.0,28134.0,6402.0,76473.0
2017-07-20,10001.0,97500.0,50510.0,0.0,3072.0,15983.0,13309.0,75269.0,0.0,25062.0,0.0,974412.0,28484.0,6461.0,79729.0
2017-07-21,10248.0,92094.0,49666.0,0.0,3045.0,18514.0,13268.0,79990.0,0.0,25597.0,0.0,968042.0,28349.0,6484.0,43373.0
2017-07-22,10722.0,53808.0,10662.0,0.0,3031.0,7134.0,16462.0,85309.0,0.0,19220.0,0.0,919003.0,30402.0,6812.0,60605.0
2017-07-23,10597.0,33337.0,9255.0,0.0,3013.0,8534.0,23582.0,78229.0,0.0,20167.0,0.0,898909.0,30799.0,6821.0,78630.0
2017-07-24,11396.0,86128.0,19895.0,0.0,3013.0,15561.0,9787.0,79867.0,0.0,25678.0,0.0,947490.0,30693.0,6651.0,75390.0
2017-07-25,12987.0,84221.0,19367.0,0.0,3106.0,9793.0,6642.0,85671.0,0.0,25171.0,0.0,937831.0,31391.0,6744.0,61069.0
2017-07-26,12105.0,77225.0,19022.0,0.0,3185.0,14642.0,5955.0,94526.0,0.0,26155.0,0.0,942878.0,29123.0,6565.0,58142.0
2017-07-27,11332.0,77678.0,21722.0,0.0,3143.0,13969.0,7158.0,91839.0,0.0,25787.0,0.0,954789.0,29951.0,6502.0,60877.0
2017-07-28,10673.0,60345.0,9853.0,129.0,3119.0,10023.0,13045.0,88701.0,0.0,23663.0,0.0,959877.0,34784.0,6531.0,61134.0
2017-07-29,13150.0,22364.0,0.0,306.0,3132.0,5820.0,25717.0,87739.0,0.0,21754.0,0.0,903872.0,37334.0,6594.0,74524.0
2017-07-30,13653.0,20014.0,0.0,212.0,3132.0,3581.0,24746.0,84520.0,0.0,21457.0,0.0,819166.0,30100.0,6211.0,95260.0
2017-07-31,11935.0,60379.0,21.0,22.0,3140.0,11324.0,9886.0,89852.0,0.0,27480.0,0.0,953021.0,31156.0,5932.0,31842.0
2017-08-01,10063.0,76006.0,63.0,63.0,3133.0,15990.0,8704.0,87531.0,0.0,31284.0,0.0,964405.0,28982.0,5913.0,23823.0
2017-08-02,12308.0,64803.0,40.0,1.0,3085.0,12786.0,11220.0,85739.0,0.0,32913.0,0.0,964217.0,36946.0,5739.0,37772.0
2017-08-03,11018.0,24795.0,168.0,0.0,3073.0,10506.0,13348.0,82918.0,0.0,27281.0,0.0,947105.0,34793.0,5536.0,97559.0
2017-08-04,6500.0,32136.0,155.0,0.0,3132.0,11724.0,13612.0,81646.0,0.0,27462.0,0.0,951823.0,34903.0,5491.0,50704.0
2017-08-05,10811.0,27891.0,166.0,0.0,3152.0,6682.0,13709.0,81519.0,0.0,22041.0,0.0,873959.0,30506.0,5811.0,55910.0
2017-08-06,12920.0,22188.0,163.0,0.0,3790.0,6543.0,24798.0,74975.0,0.0,21823.0,0.0,837924.0,38666.0,5850.0,32138.0
2017-08-07,12479.0,49731.0,147.0,0.0,3171.0,19668.0,8208.0,77075.0,0.0,28420.0,0.0,904576.0,36908.0,6076.0,24990.0
2017-08-08,13022.0,49336.0,128.0,0.0,3124.0,11735.0,10796.0,83684.0,0.0,25433.0,0.0,889387.0,25060.0,5950.0,52341.0
2017-08-09,12289.0,52104.0,140.0,0.0,3100.0,13197.0,14492.0,89123.0,0.0,27715.0,0.0,883185.0,30953.0,5405.0,32433.0
2017-08-10,10597.0,61433.0,12.0,89.0,3102.0,14313.0,9626.0,86809.0,0.0,29929.0,0.0,926036.0,28853.0,5529.0,43957.0
2017-08-11,12172.0,55612.0,0.0,158.0,3106.0,13367.0,12766.0,94741.0,0.0,30907.0,0.0,934756.0,30919.0,5805.0,45070.0
2017-08-12,13322.0,19888.0,62.0,0.0,3418.0,7613.0,22607.0,87151.0,0.0,20532.0,0.0,868077.0,34216.0,5901.0,65278.0
2017-08-13,13425.0,17350.0,68.0,0.0,3126.0,6467.0,27074.0,78819.0,0.0,21138.0,0.0,873531.0,34162.0,6126.0,19139.0
2017-08-14,12367.0,19248.0,62.0,3.0,3129.0,15571.0,9663.0,88531.0,0.0,27251.0,0.0,923314.0,39410.0,5980.0,22647.0
2017-08-15,10398.0,20363.0,92.0,0.0,3128.0,9465.0,21703.0,80878.0,0.0,21342.0,0.0,913789.0,26414.0,5772.0,55301.0
2017-08-16,7109.0,50800.0,66.0,0.0,3132.0,18466.0,12593.0,79777.0,0.0,28979.0,0.0,933566.0,28464.0,5653.0,20004.0
2017-08-17,6907.0,48151.0,35.0,0.0,3125.0,14905.0,9653.0,80488.0,0.0,31595.0,0.0,878228.0,34846.0,6197.0,59012.0
2017-08-18,6994.0,54537.0,79.0,0.0,3115.0,12383.0,14339.0,78600.0,0.0,29355.0,0.0,899295.0,26955.0,6091.0,59524.0
2017-08-19,6901.0,16083.0,77.0,0.0,3081.0,5683.0,23136.0,66466.0,2128.0,17778.0,0.0,863961.0,35454.0,6056.0,70405.0
2017-08-20,6641.0,15645.0,39.0,21.0,3081.0,4822.0,20329.0,66109.0,0.0,17874.0,0.0,846288.0,39341.0,6012.0,34887.0
2017-08-21,6451.0,49233.0,8330.0,24.0,3055.0,15298.0,9788.0,71041.0,0.0,25168.0,0.0,948571.0,38475.0,5927.0,19039.0
2017-08-22,6408.0,66719.0,11469.0,0.0,3037.0,13058.0,12109.0,68523.0,0.0,22863.0,0.0,967474.0,37987.0,5821.0,29714.0
2017-08-23,6706.0,75176.0,11390.0,0.0,3045.0,15923.0,11164.0,69084.0,0.0,22849.0,0.0,969063.0,32811.0,5820.0,43826.0
2017-08-24,7012.0,86352.0,21547.0,0.0,3045.0,11828.0,9766.0,66429.0,0.0,23394.0,0.0,950112.0,31103.0,5836.0,21190.0
2017-08-25,6854.0,87422.0,23945.0,0.0,3080.0,10632.0,9171.0,66558.0,0.0,24453.0,0.0,945500.0,31366.0,5765.0,32119.0
2017-08-26,6955.0,66146.0,11601.0,0.0,3404.0,7124.0,13862.0,65685.0,0.0,20842.0,0.0,888004.0,32413.0,5702.0,22787.0
2017-08-27,6939.0,37466.0,49.0,291.0,3676.0,3212.0,21896.0,62408.0,0.0,18847.0,0.0,901106.0,31197.0,5474.0,20184.0
2017-08-28,6867.0,90541.0,11382.0,145.0,3438.0,24052.0,11748.0,68007.0,0.0,26927.0,0.0,958349.0,34090.0,5135.0,21282.0
2017-08-29,6667.0,104672.0,25362.0,0.0,3386.0,17622.0,11506.0,65047.0,0.0,26358.0,0.0,967623.0,32116.0,5359.0,24796.0
2017-08-30,6654.0,111177.0,35918.0,0.0,3028.0,16777.0,12973.0,63297.0,0.0,22981.0,0.0,967660.0,20961.0,5592.0,52792.0
2017-08-31,8903.0,101089.0,39289.0,0.0,3018.0,8747.0,13596.0,66434.0,0.0,21393.0,0.0,978667.0,23565.0,5790.0,40413.0
2017-09-01,9893.0,122309.0,37886.0,0.0,3107.0,12565.0,13098.0,80224.0,0.0,27004.0,0.0,970391.0,29876.0,6549.0,27250.0
2017-09-02,10589.0,52828.0,10560.0,0.0,3523.0,4583.0,18338.0,76828.0,0.0,20021.0,0.0,952767.0,31828.0,6865.0,37474.0
2017-09-03,10837.0,22566.0,9072.0,0.0,3578.0,4231.0,28086.0,76918.0,0.0,18393.0,0.0,934445.0,26803.0,7182.0,26332.0
2017-09-04,11933.0,97228.0,19311.0,0.0,3348.0,13098.0,11907.0,77316.0,0.0,28408.0,0.0,983194.0,27394.0,6815.0,22897.0
2017-09-05,13400.0,114404.0,19686.0,0.0,3004.0,10644.0,11468.0,73667.0,0.0,27243.0,0.0,995692.0,26303.0,6382.0,55830.0
2017-09-06,13522.0,89603.0,20754.0,0.0,3099.0,10719.0,9996.0,73333.0,0.0,28157.0,0.0,990408.0,25973.0,6852.0,79248.0
2017-09-07,13859.0,80869.0,11013.0,0.0,3154.0,13684.0,8170.0,74992.0,0.0,35825.0,0.0,987170.0,26235.0,6804.0,49912.0
2017-09-08,10180.0,57314.0,10827.0,0.0,3124.0,12857.0,11329.0,71113.0,0.0,32330.0,0.0,979495.0,24610.0,6725.0,124310.0
2017-09-09,7030.0,31064.0,517.0,12.0,3088.0,4524.0,24785.0,65571.0,0.0,20874.0,0.0,939686.0,19837.0,6838.0,82364.0
2017-09-10,7011.0,17256.0,351.0,0.0,3070.0,0.0,38010.0,62370.0,0.0,15835.0,0.0,889125.0,26105.0,6501.0,95645.0
2017-09-11,6960.0,32171.0,329.0,0.0,3095.0,7606.0,13264.0,64916.0,0.0,21071.0,0.0,932540.0,25272.0,6107.0,165968.0
2017-09-12,6790.0,60090.0,246.0,0.0,3121.0,10849.0,6400.0,64403.0,0.0,25088.0,0.0,968494.0,28852.0,5671.0,111153.0
2017-09-13,6810.0,28990.0,295.0,0.0,4654.0,11094.0,8346.0,63922.0,0.0,34983.0,0.0,967002.0,23419.0,5776.0,179085.0
2017-09-14,6704.0,36481.0,343.0,0.0,4321.0,7563.0,8847.0,64022.0,0.0,19514.0,0.0,994400.0,25488.0,5910.0,136632.0
2017-09-15,6454.0,71656.0,287.0,0.0,4530.0,10271.0,8322.0,68732.0,0.0,19547.0,0.0,1003605.0,22193.0,6130.0,31866.0
2017-09-16,6710.0,49644.0,5545.0,0.0,3588.0,5332.0,17397.0,60436.0,0.0,22835.0,0.0,980542.0,25835.0,6111.0,21768.0
2017-09-17,6832.0,33708.0,9966.0,0.0,3581.0,5648.0,20913.0,58488.0,0.0,17998.0,0.0,968794.0,20392.0,6276.0,21654.0
2017-09-18,6741.0,105858.0,22012.0,0.0,3611.0,9304.0,7046.0,65385.0,0.0,30500.0,0.0,1000576.0,21242.0,6054.0,24808.0
2017-09-19,6829.0,106003.0,31746.0,0.0,3753.0,13220.0,8730.0,71106.0,0.0,28378.0,0.0,1029132.0,25865.0,5803.0,39203.0
2017-09-20,6710.0,107689.0,17830.0,0.0,3745.0,11657.0,9654.0,70246.0,0.0,29244.0,0.0,1026321.0,32594.0,5639.0,25469.0
2017-09-21,6433.0,108730.0,19294.0,0.0,3766.0,11710.0,11189.0,66868.0,0.0,27273.0,0.0,1032786.0,32884.0,5903.0,29401.0
2017-09-22,6372.0,104813.0,29763.0,0.0,3620.0,13154.0,9194.0,69650.0,0.0,32401.0,0.0,1029987.0,26289.0,5801.0,16570.0
2017-09-23,6847.0,66089.0,23216.0,0.0,3542.0,4912.0,16806.0,60658.0,0.0,27764.0,0.0,902262.0,29020.0,5964.0,19848.0
2017-09-24,6894.0,37303.0,22904.0,0.0,4870.0,4274.0,33562.0,56184.0,0.0,21220.0,0.0,911961.0,29844.0,5642.0,24716.0
2017-09-25,6663.0,100902.0,43267.0,0.0,3640.0,18416.0,10353.0,63647.0,0.0,30654.0,0.0,957649.0,18923.0,5688.0,29203.0
2017-09-26,6634.0,113449.0,47717.0,0.0,3637.0,17517.0,13037.0,63437.0,0.0,33569.0,0.0,982225.0,22772.0,5484.0,15372.0
2017-09-27,6850.0,108178.0,47936.0,0.0,3633.0,12838.0,13496.0,58619.0,0.0,24912.0,0.0,995771.0,29670.0,5449.0,24761.0
2017-09-28,10287.0,102178.0,47062.0,0.0,3640.0,17169.0,13764.0,59355.0,0.0,34467.0,0.0,1023379.0,25108.0,5705.0,28169.0
2017-09-29,12097.0,102107.0,44183.0,0.0,3609.0,12268.0,12433.0,59341.0,0.0,32137.0,0.0,1003075.0,28565.0,6169.0,34960.0
2017-09-30,13734.0,80898.0,22226.0,0.0,3524.0,4017.0,15670.0,52918.0,0.0,23130.0,0.0,935916.0,15481.0,6127.0,33837.0
2017-10-01,14220.0,64980.0,19364.0,0.0,4658.0,560.0,34125.0,52151.0,0.0,12960.0,0.0,913341.0,15575.0,4048.0,71705.0
2017-10-02,13369.0,98626.0,41231.0,0.0,4307.0,13824.0,10465.0,58506.0,0.0,22108.0,0.0,932349.0,14909.0,3774.0,94019.0
2017-10-03,13944.0,100361.0,49056.0,0.0,4217.0,15539.0,13870.0,62465.0,0.0,35335.0,0.0,926605.0,22340.0,3947.0,44138.0
2017-10-04,11582.0,118134.0,53238.0,0.0,4877.0,19733.0,11365.0,67244.0,0.0,36400.0,0.0,912736.0,25066.0,3779.0,33245.0
2017-10-05,10223.0,120428.0,59087.0,0.0,6627.0,14112.0,11278.0,63161.0,1097.0,38575.0,0.0,911405.0,28655.0,3658.0,93806.0
2017-10-06,10126.0,126609.0,59202.0,0.0,4273.0,10037.0,13671.0,69787.0,0.0,30420.0,0.0,923486.0,27140.0,3531.0,62258.0
2017-10-07,10231.0,122723.0,46424.0,0.0,4227.0,3460.0,23509.0,60181.0,0.0,15759.0,0.0,891734.0,29870.0,3661.0,71265.0
2017-10-08,6939.0,102225.0,41451.0,0.0,4202.0,3664.0,32213.0,54979.0,0.0,11273.0,0.0,884619.0,22722.0,3874.0,37269.0
2017-10-09,6885.0,133788.0,47836.0,0.0,6460.0,17273.0,11284.0,60032.0,0.0,27338.0,0.0,900188.0,21163.0,4034.0,22279.0
2017-10-10,6609.0,135543.0,49757.0,0.0,7241.0,22102.0,11234.0,62685.0,0.0,32640.0,0.0,911905.0,22650.0,3889.0,35821.0
2017-10-11,6391.0,134562.0,47101.0,0.0,5541.0,18797.0,11551.0,59210.0,0.0,26444.0,0.0,916670.0,26139.0,4059.0,58561.0
2017-10-12,6552.0,125186.0,45770.0,0.0,6331.0,16361.0,15155.0,56733.0,0.0,26388.0,0.0,905769.0,23520.0,4075.0,50421.0
2017-10-13,6773.0,137586.0,46899.0,0.0,4178.0,18484.0,16011.0,52878.0,0.0,25787.0,0.0,887023.0,25670.0,3507.0,20034.0
2017-10-14,6870.0,140299.0,34323.0,0.0,4170.0,2281.0,33793.0,48838.0,0.0,17278.0,0.0,864039.0,24201.0,3760.0,19103.0
2017-10-15,10072.0,85112.0,30990.0,0.0,4116.0,750.0,42265.0,45808.0,0.0,15295.0,0.0,861860.0,25904.0,3844.0,68945.0
2017-10-16,7292.0,118374.0,34295.0,0.0,4172.0,10608.0,20452.0,47285.0,0.0,15347.0,0.0,887770.0,25738.0,3808.0,78876.0
2017-10-17,10564.0,133287.0,36107.0,0.0,6380.0,20845.0,11234.0,48741.0,0.0,21538.0,0.0,897737.0,25125.0,4019.0,38365.0
2017-10-18,11546.0,142622.0,32712.0,0.0,7266.0,18872.0,13822.0,51473.0,0.0,25506.0,0.0,874043.0,18284.0,3905.0,50880.0
2017-10-19,10213.0,143796.0,11065.0,0.0,6422.0,13729.0,14745.0,49891.0,0.0,18634.0,0.0,855892.0,15776.0,3670.0,94087.0
2017-10-20,10771.0,137096.0,13808.0,0.0,6718.0,20062.0,13796.0,49433.0,0.0,16796.0,0.0,860047.0,17150.0,3680.0,120482.0
2017-10-21,10287.0,117774.0,12976.0,0.0,4160.0,3957.0,34755.0,44200.0,0.0,14847.0,0.0,819638.0,13968.0,3296.0,161479.0
2017-10-22,10393.0,84046.0,10311.0,0.0,4118.0,2516.0,41182.0,44008.0,0.0,13200.0,0.0,812022.0,18487.0,3119.0,154865.0
2017-10-23,10443.0,134502.0,33269.0,0.0,6514.0,20014.0,14194.0,49979.0,0.0,34327.0,0.0,869936.0,17756.0,3256.0,70576.0
2017-10-24,9986.0,143776.0,49412.0,0.0,6780.0,12145.0,13688.0,50006.0,0.0,30444.0,0.0,918356.0,19918.0,3269.0,50093.0
2017-10-25,10091.0,143771.0,36322.0,0.0,9880.0,15972.0,10002.0,48216.0,0.0,21676.0,0.0,945519.0,23095.0,3108.0,28231.0
2017-10-26,7306.0,141722.0,48140.0,0.0,14505.0,18194.0,11851.0,49851.0,0.0,28496.0,0.0,948293.0,22303.0,3319.0,14217.0
2017-10-27,7419.0,140390.0,49024.0,0.0,6522.0,15896.0,16743.0,45952.0,0.0,17819.0,0.0,951650.0,16605.0,3357.0,49930.0
2017-10-28,7281.0,140720.0,46548.0,0.0,4132.0,1277.0,31234.0,41797.0,0.0,20608.0,0.0,925129.0,21745.0,3406.0,80480.0
2017-10-29,7637.0,100527.0,44288.0,0.0,4272.0,1405.0,37441.0,41031.0,0.0,9571.0,292.0,935293.0,13180.0,3551.0,120288.0
2017-10-30,7230.0,128436.0,41262.0,0.0,4678.0,11087.0,17335.0,45988.0,0.0,19409.0,98.0,968473.0,21166.0,3526.0,60956.0
2017-10-31,7181.0,150787.0,46903.0,0.0,6595.0,23050.0,8067.0,50224.0,0.0,28302.0,0.0,984561.0,23850.0,4010.0,33134.0
2017-11-01,8046.0,158372.0,35852.0,0.0,4728.0,7234.0,27371.0,47111.0,0.0,19651.0,0.0,968034.0,18658.0,5266.0,50313.0
2017-11-02,6674.0,162962.0,50356.0,0.0,7297.0,27667.0,11348.0,52738.0,0.0,42306.0,0.0,945776.0,14330.0,5317.0,35953.0
2017-11-03,7552.0,166845.0,50717.0,0.0,7184.0,12797.0,12327.0,51405.0,0.0,31645.0,0.0,954058.0,15050.0,5357.0,27933.0
2017-11-04,9194.0,147584.0,43068.0,0.0,4688.0,5483.0,27662.0,47049.0,0.0,14512.0,0.0,952934.0,9577.0,5506.0,81761.0
2017-11-05,10440.0,102121.0,31785.0,0.0,4643.0,3473.0,37082.0,57013.0,0.0,13116.0,0.0,949188.0,14731.0,5463.0,82958.0
2017-11-06,10492.0,160480.0,60379.0,0.0,7304.0,16020.0,10778.0,69692.0,0.0,31217.0,0.0,963450.0,17225.0,5489.0,62819.0
2017-11-07,10465.0,177374.0,58806.0,0.0,10163.0,23187.0,13886.0,67179.0,0.0,45099.0,0.0,974308.0,18716.0,5475.0,45022.0
2017-11-08,10339.0,180422.0,52823.0,0.0,11255.0,30142.0,11839.0,71350.0,0.0,53606.0,0.0,972603.0,12704.0,5419.0,41374.0
2017-11-09,10372.0,179891.0,55865.0,0.0,12129.0,36619.0,14031.0,74420.0,0.0,52373.0,0.0,942625.0,10908.0,5742.0,34205.0
2017-11-10,10069.0,175612.0,51630.0,0.0,8974.0,31665.0,11988.0,73177.0,0.0,48410.0,0.0,934610.0,10288.0,5746.0,89123.0
2017-11-11,10492.0,165438.0,42026.0,0.0,5081.0,2510.0,34298.0,61289.0,0.0,17259.0,0.0,933870.0,10151.0,5667.0,138712.0
2017-11-12,10247.0,121170.0,28004.0,0.0,5025.0,248.0,38922.0,79073.0,0.0,17226.0,0.0,941702.0,11879.0,5548.0,154421.0
2017-11-13,9929.0,161957.0,43708.0,0.0,5801.0,7370.0,19782.0,99205.0,0.0,39574.0,0.0,991936.0,16575.0,5155.0,107492.0
2017-11-14,10239.0,179832.0,50460.0,0.0,7649.0,21555.0,12864.0,103684.0,0.0,48674.0,0.0,1007275.0,18795.0,5358.0,39532.0
2017-11-15,7186.0,181517.0,52450.0,0.0,8335.0,24939.0,13115.0,105093.0,0.0,52943.0,0.0,1004448.0,17348.0,5298.0,34338.0
2017-11-16,7076.0,178441.0,41651.0,0.0,11997.0,29266.0,8453.0,107779.0,0.0,59479.0,0.0,998834.0,16452.0,5218.0,23628.0
2017-11-17,7180.0,169387.0,33961.0,0.0,10606.0,26299.0,8666.0,101887.0,0.0,47159.0,0.0,1005443.0,17298.0,5377.0,31993.0
2017-11-18,7153.0,164439.0,48527.0,0.0,8217.0,2759.0,17484.0,84990.0,0.0,25464.0,0.0,1013795.0,16348.0,5307.0,48387.0
2017-11-19,7142.0,168291.0,50416.0,0.0,7212.0,5846.0,23942.0,71600.0,0.0,31787.0,0.0,1012954.0,15617.0,5380.0,46693.0
2017-11-20,7121.0,175591.0,52279.0,0.0,10736.0,20401.0,8111.0,80573.0,0.0,38364.0,0.0,1023882.0,13566.0,5335.0,79623.0
2017-11-21,7822.0,180643.0,52903.0,0.0,7739.0,24589.0,9195.0,76615.0,0.0,42593.0,0.0,1028499.0,14600.0,5440.0,83448.0
