,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2023-01-01 00:00:00+01:00,427.0,2235.0,44.0,196.0,,924.0,4833.0,591.0,,25779.0,0.0,133.0,14137.0
2023-01-01 01:00:00+01:00,424.0,2253.0,44.0,203.0,,1331.0,4849.0,607.0,,25620.0,0.0,135.0,11777.0
2023-01-01 02:00:00+01:00,426.0,2243.0,44.0,203.0,,1192.0,4853.0,37.0,,25066.0,0.0,136.0,11437.0
2023-01-01 03:00:00+01:00,424.0,2306.0,45.0,203.0,,1295.0,4715.0,,21.0,24502.0,0.0,136.0,11087.0
2023-01-01 04:00:00+01:00,424.0,2254.0,45.0,202.0,,2486.0,4571.0,,261.0,24423.0,0.0,136.0,10718.0
2023-01-01 05:00:00+01:00,419.0,2251.0,45.0,203.0,,3168.0,4524.0,,188.0,24536.0,0.0,138.0,10130.0
2023-01-01 06:00:00+01:00,423.0,2257.0,46.0,202.0,,3212.0,4615.0,,136.0,24306.0,0.0,136.0,9717.0
2023-01-01 07:00:00+01:00,426.0,2439.0,47.0,202.0,,3358.0,4620.0,,98.0,24405.0,0.0,133.0,9697.0
2023-01-01 08:00:00+01:00,425.0,2479.0,47.0,203.0,,3181.0,4649.0,,189.0,24604.0,271.0,132.0,9141.0
2023-01-01 09:00:00+01:00,427.0,2543.0,49.0,203.0,,3097.0,4673.0,,70.0,23722.0,867.0,132.0,10077.0
2023-01-01 10:00:00+01:00,425.0,2551.0,49.0,204.0,,2852.0,4649.0,38.0,,23949.0,1962.0,131.0,9694.0
2023-01-01 11:00:00+01:00,424.0,2745.0,49.0,204.0,,2160.0,4591.0,152.0,,24684.0,2858.0,128.0,9151.0
2023-01-01 12:00:00+01:00,417.0,2905.0,49.0,200.0,,1003.0,4524.0,1180.0,,24917.0,3349.0,124.0,8050.0
2023-01-01 13:00:00+01:00,417.0,2913.0,49.0,200.0,,1295.0,4578.0,2185.0,,26259.0,3131.0,123.0,7484.0
2023-01-01 14:00:00+01:00,422.0,2824.0,49.0,200.0,,1340.0,4773.0,2194.0,,27838.0,2394.0,122.0,7309.0
2023-01-01 15:00:00+01:00,423.0,2823.0,49.0,200.0,,511.0,4797.0,2217.0,,29005.0,1460.0,119.0,7442.0
2023-01-01 16:00:00+01:00,427.0,2822.0,49.0,200.0,428.0,,4926.0,1552.0,,30156.0,548.0,114.0,8058.0
2023-01-01 17:00:00+01:00,426.0,2638.0,50.0,200.0,2335.0,,5323.0,2108.0,,30884.0,206.0,113.0,9553.0
2023-01-01 18:00:00+01:00,429.0,2475.0,51.0,200.0,2022.0,,5501.0,1850.0,,32138.0,189.0,117.0,11352.0
2023-01-01 19:00:00+01:00,426.0,2455.0,52.0,200.0,1549.0,,5616.0,1317.0,,32531.0,0.0,114.0,12274.0
2023-01-01 20:00:00+01:00,428.0,2516.0,54.0,200.0,684.0,,5442.0,931.0,,32811.0,0.0,119.0,12555.0
2023-01-01 21:00:00+01:00,431.0,2454.0,55.0,200.0,3.0,,5087.0,867.0,,33051.0,0.0,117.0,12303.0
2023-01-01 22:00:00+01:00,431.0,2440.0,56.0,200.0,,133.0,4965.0,794.0,,33408.0,0.0,122.0,11955.0
2023-01-01 23:00:00+01:00,429.0,2442.0,56.0,200.0,54.0,,4828.0,796.0,,33164.0,0.0,125.0,11448.0
2023-01-02 00:00:00+01:00,430.0,2589.0,56.0,200.0,,225.0,4641.0,837.0,,33419.0,0.0,124.0,10994.0
2023-01-02 01:00:00+01:00,430.0,2658.0,56.0,200.0,,2387.0,4589.0,504.0,,33717.0,0.0,125.0,10402.0
2023-01-02 02:00:00+01:00,429.0,2673.0,56.0,200.0,,2908.0,4624.0,420.0,,32717.0,0.0,125.0,9985.0
2023-01-02 03:00:00+01:00,429.0,2684.0,56.0,200.0,,3306.0,4501.0,323.0,,32663.0,0.0,123.0,9358.0
2023-01-02 04:00:00+01:00,431.0,2669.0,55.0,200.0,,3437.0,4380.0,265.0,,33562.0,0.0,125.0,8449.0
2023-01-02 05:00:00+01:00,431.0,2686.0,55.0,200.0,,2076.0,4403.0,361.0,,35522.0,0.0,123.0,7235.0
2023-01-02 06:00:00+01:00,431.0,2746.0,53.0,200.0,,286.0,4629.0,991.0,,37149.0,0.0,122.0,6562.0
2023-01-02 07:00:00+01:00,430.0,2716.0,50.0,201.0,881.0,,5076.0,1249.0,,37903.0,0.0,121.0,6209.0
2023-01-02 08:00:00+01:00,430.0,2981.0,48.0,204.0,1597.0,,5566.0,1180.0,,38725.0,246.0,123.0,5625.0
2023-01-02 09:00:00+01:00,431.0,3029.0,43.0,203.0,1536.0,,5469.0,943.0,,39290.0,555.0,123.0,5320.0
2023-01-02 10:00:00+01:00,432.0,3254.0,39.0,204.0,1314.0,,5458.0,949.0,,39460.0,1302.0,120.0,4972.0
2023-01-02 11:00:00+01:00,433.0,3371.0,40.0,204.0,1560.0,,5408.0,968.0,,39831.0,2033.0,119.0,4890.0
2023-01-02 12:00:00+01:00,429.0,3391.0,41.0,204.0,1855.0,,5142.0,1077.0,,40222.0,2589.0,114.0,5185.0
2023-01-02 13:00:00+01:00,431.0,3358.0,41.0,204.0,1598.0,,5006.0,880.0,,40372.0,2735.0,112.0,5635.0
2023-01-02 14:00:00+01:00,427.0,3369.0,41.0,204.0,1232.0,,5003.0,1018.0,,40370.0,2199.0,107.0,5677.0
2023-01-02 15:00:00+01:00,422.0,3620.0,42.0,204.0,1735.0,,5084.0,926.0,,40548.0,1341.0,114.0,5306.0
2023-01-02 16:00:00+01:00,424.0,3499.0,43.0,204.0,1846.0,,5273.0,1290.0,,40813.0,535.0,119.0,4677.0
2023-01-02 17:00:00+01:00,428.0,3744.0,43.0,204.0,2342.0,,5713.0,1941.0,,41171.0,204.0,118.0,4244.0
2023-01-02 18:00:00+01:00,430.0,3672.0,44.0,204.0,2814.0,,6101.0,2300.0,,41330.0,182.0,120.0,4206.0
2023-01-02 19:00:00+01:00,428.0,3628.0,44.0,204.0,2940.0,,6011.0,1744.0,,41385.0,0.0,117.0,4417.0
2023-01-02 20:00:00+01:00,427.0,3322.0,44.0,204.0,2508.0,,5780.0,1158.0,,41401.0,0.0,119.0,4312.0
2023-01-02 21:00:00+01:00,426.0,3294.0,44.0,204.0,1605.0,,5582.0,590.0,,41152.0,0.0,118.0,4116.0
2023-01-02 22:00:00+01:00,426.0,3244.0,44.0,204.0,1046.0,,5433.0,475.0,,41085.0,0.0,118.0,3937.0
2023-01-02 23:00:00+01:00,427.0,3042.0,44.0,203.0,,417.0,5206.0,243.0,,41003.0,0.0,119.0,3902.0
2023-01-03 00:00:00+01:00,429.0,3137.0,41.0,202.0,,716.0,4913.0,327.0,,40939.0,0.0,118.0,3838.0
2023-01-03 01:00:00+01:00,429.0,3054.0,40.0,199.0,,1231.0,4858.0,106.0,,40852.0,0.0,121.0,4094.0
2023-01-03 02:00:00+01:00,426.0,3512.0,40.0,199.0,,1613.0,4813.0,207.0,,41115.0,0.0,119.0,4244.0
2023-01-03 03:00:00+01:00,425.0,3391.0,39.0,199.0,,2202.0,4628.0,108.0,,41087.0,0.0,120.0,4397.0
2023-01-03 04:00:00+01:00,418.0,3460.0,39.0,199.0,,2380.0,4643.0,156.0,,41173.0,0.0,119.0,4499.0
2023-01-03 05:00:00+01:00,430.0,3733.0,39.0,199.0,,1757.0,4790.0,515.0,,41193.0,0.0,117.0,4459.0
2023-01-03 06:00:00+01:00,430.0,4148.0,39.0,201.0,365.0,,5190.0,829.0,,41373.0,0.0,113.0,4584.0
2023-01-03 07:00:00+01:00,426.0,5090.0,40.0,203.0,1661.0,,5741.0,1357.0,,41567.0,0.0,111.0,4893.0
2023-01-03 08:00:00+01:00,424.0,5963.0,39.0,203.0,3568.0,,6139.0,1871.0,,41732.0,257.0,108.0,5167.0
2023-01-03 09:00:00+01:00,427.0,6289.0,40.0,203.0,3279.0,,6310.0,1958.0,,41805.0,785.0,110.0,5129.0
2023-01-03 10:00:00+01:00,412.0,6280.0,40.0,203.0,2699.0,,6188.0,2749.0,,41813.0,2089.0,110.0,5111.0
2023-01-03 11:00:00+01:00,411.0,6297.0,40.0,203.0,2264.0,,6066.0,2185.0,,41801.0,3502.0,113.0,5177.0
2023-01-03 12:00:00+01:00,414.0,6138.0,40.0,203.0,2046.0,,5829.0,2008.0,,41803.0,4158.0,120.0,5571.0
2023-01-03 13:00:00+01:00,419.0,5947.0,39.0,203.0,1653.0,,5721.0,1486.0,,41774.0,4096.0,128.0,6035.0
2023-01-03 14:00:00+01:00,420.0,6272.0,37.0,203.0,1954.0,,5723.0,1446.0,,41693.0,3356.0,133.0,6636.0
2023-01-03 15:00:00+01:00,441.0,6305.0,37.0,203.0,2106.0,,5810.0,1384.0,,41666.0,2199.0,133.0,7084.0
2023-01-03 16:00:00+01:00,450.0,6186.0,37.0,203.0,2651.0,,5849.0,1755.0,,41704.0,858.0,135.0,7504.0
2023-01-03 17:00:00+01:00,451.0,6193.0,38.0,203.0,2418.0,,5830.0,2063.0,,41681.0,224.0,130.0,8122.0
2023-01-03 18:00:00+01:00,455.0,6110.0,41.0,203.0,2717.0,,6092.0,2377.0,,41662.0,194.0,141.0,9191.0
2023-01-03 19:00:00+01:00,450.0,5919.0,41.0,203.0,2053.0,,5968.0,1579.0,,41646.0,0.0,132.0,10344.0
2023-01-03 20:00:00+01:00,432.0,4743.0,41.0,203.0,1361.0,,5631.0,944.0,,41566.0,0.0,131.0,11138.0
2023-01-03 21:00:00+01:00,420.0,3612.0,40.0,200.0,1014.0,,5489.0,752.0,,40988.0,0.0,130.0,11696.0
2023-01-03 22:00:00+01:00,419.0,2872.0,40.0,199.0,644.0,,5278.0,397.0,,40772.0,0.0,130.0,11803.0
2023-01-03 23:00:00+01:00,419.0,2774.0,41.0,199.0,,951.0,4872.0,361.0,,40411.0,0.0,133.0,12100.0
2023-01-04 00:00:00+01:00,423.0,2593.0,41.0,200.0,,2234.0,4673.0,213.0,,39796.0,0.0,135.0,12424.0
2023-01-04 01:00:00+01:00,425.0,2577.0,41.0,200.0,,2940.0,4383.0,49.0,,38820.0,0.0,132.0,12758.0
2023-01-04 02:00:00+01:00,424.0,2605.0,41.0,200.0,,3094.0,4279.0,,56.0,38267.0,0.0,134.0,12900.0
2023-01-04 03:00:00+01:00,423.0,2624.0,42.0,202.0,,3504.0,4198.0,26.0,,37215.0,0.0,135.0,12889.0
2023-01-04 04:00:00+01:00,422.0,2567.0,42.0,204.0,,3629.0,4190.0,135.0,,36649.0,0.0,134.0,13068.0
2023-01-04 05:00:00+01:00,424.0,2438.0,42.0,204.0,,3679.0,4161.0,209.0,,36248.0,0.0,133.0,13071.0
2023-01-04 06:00:00+01:00,422.0,2596.0,41.0,203.0,,3008.0,4336.0,311.0,,37213.0,0.0,129.0,13133.0
2023-01-04 07:00:00+01:00,424.0,2672.0,40.0,204.0,,921.0,4716.0,498.0,,39703.0,0.0,128.0,13579.0
2023-01-04 08:00:00+01:00,423.0,2673.0,40.0,204.0,,137.0,5250.0,655.0,,40975.0,312.0,126.0,13632.0
2023-01-04 09:00:00+01:00,419.0,2655.0,41.0,203.0,590.0,,5230.0,698.0,,41446.0,1075.0,128.0,13637.0
2023-01-04 10:00:00+01:00,421.0,2653.0,40.0,203.0,618.0,,5185.0,624.0,,41552.0,2606.0,127.0,13613.0
2023-01-04 11:00:00+01:00,418.0,2576.0,43.0,204.0,85.0,,4936.0,482.0,,41546.0,3781.0,127.0,13537.0
2023-01-04 12:00:00+01:00,407.0,2625.0,42.0,204.0,482.0,,4683.0,404.0,,41557.0,4104.0,129.0,13520.0
2023-01-04 13:00:00+01:00,409.0,2645.0,43.0,204.0,,108.0,4501.0,355.0,,41673.0,4055.0,130.0,13559.0
2023-01-04 14:00:00+01:00,417.0,2665.0,43.0,203.0,,695.0,4425.0,356.0,,41696.0,3339.0,132.0,13544.0
2023-01-04 15:00:00+01:00,424.0,2630.0,43.0,204.0,,445.0,4415.0,432.0,,41606.0,2066.0,129.0,13502.0
2023-01-04 16:00:00+01:00,420.0,2628.0,44.0,204.0,590.0,,4655.0,518.0,,41571.0,790.0,129.0,13302.0
2023-01-04 17:00:00+01:00,423.0,2597.0,47.0,204.0,974.0,,5119.0,649.0,,41559.0,230.0,130.0,13004.0
2023-01-04 18:00:00+01:00,422.0,2695.0,48.0,204.0,2131.0,,5557.0,1622.0,,41922.0,196.0,129.0,12637.0
2023-01-04 19:00:00+01:00,422.0,2927.0,49.0,204.0,2915.0,,5582.0,1213.0,,42017.0,0.0,131.0,12158.0
2023-01-04 20:00:00+01:00,422.0,2965.0,48.0,203.0,1486.0,,5256.0,593.0,,41765.0,0.0,134.0,12064.0
2023-01-04 21:00:00+01:00,423.0,3009.0,48.0,203.0,,867.0,4846.0,125.0,,41476.0,0.0,136.0,12329.0
2023-01-04 22:00:00+01:00,422.0,2882.0,49.0,204.0,,1865.0,4584.0,388.0,,41298.0,0.0,134.0,11946.0
2023-01-04 23:00:00+01:00,422.0,2832.0,49.0,203.0,,2189.0,4446.0,280.0,,41214.0,0.0,137.0,11520.0
2023-01-05 00:00:00+01:00,421.0,2604.0,52.0,203.0,,3359.0,4113.0,,49.0,40469.0,0.0,136.0,11065.0
2023-01-05 01:00:00+01:00,419.0,2678.0,52.0,200.0,,3506.0,3793.0,,60.0,39137.0,0.0,137.0,10443.0
2023-01-05 02:00:00+01:00,419.0,2728.0,53.0,200.0,,3496.0,3587.0,71.0,,39041.0,0.0,137.0,9841.0
2023-01-05 03:00:00+01:00,419.0,2705.0,53.0,200.0,,3544.0,3552.0,,64.0,38465.0,0.0,136.0,9182.0
2023-01-05 04:00:00+01:00,420.0,2634.0,54.0,200.0,,3638.0,3549.0,,98.0,38171.0,0.0,136.0,8608.0
2023-01-05 05:00:00+01:00,419.0,2566.0,53.0,200.0,,2761.0,3634.0,,82.0,39319.0,0.0,137.0,7867.0
2023-01-05 06:00:00+01:00,421.0,2678.0,52.0,202.0,,1549.0,4084.0,386.0,,40823.0,0.0,134.0,7162.0
2023-01-05 07:00:00+01:00,398.0,3097.0,51.0,204.0,386.0,,4605.0,739.0,,41802.0,0.0,133.0,6608.0
2023-01-05 08:00:00+01:00,330.0,4158.0,50.0,204.0,1434.0,,4903.0,1005.0,,42024.0,298.0,135.0,5728.0
2023-01-05 09:00:00+01:00,300.0,4839.0,50.0,204.0,1468.0,,5085.0,870.0,,42171.0,1033.0,124.0,4758.0
2023-01-05 10:00:00+01:00,302.0,5235.0,51.0,204.0,1564.0,,5183.0,1232.0,,42220.0,2403.0,122.0,4220.0
2023-01-05 11:00:00+01:00,303.0,5220.0,50.0,204.0,1398.0,,5361.0,1174.0,,42246.0,3456.0,125.0,4192.0
2023-01-05 12:00:00+01:00,303.0,5350.0,51.0,204.0,1340.0,,5245.0,1159.0,,42267.0,3917.0,124.0,4500.0
2023-01-05 13:00:00+01:00,306.0,5580.0,50.0,204.0,1648.0,,5154.0,1027.0,,42277.0,3850.0,125.0,4823.0
2023-01-05 14:00:00+01:00,307.0,5850.0,49.0,204.0,1620.0,,5114.0,1343.0,,42321.0,3303.0,123.0,4750.0
2023-01-05 15:00:00+01:00,307.0,6275.0,48.0,204.0,1837.0,,5118.0,1474.0,,42307.0,2112.0,127.0,4814.0
2023-01-05 16:00:00+01:00,305.0,6400.0,47.0,204.0,2432.0,,5308.0,1894.0,,42348.0,781.0,127.0,4655.0
2023-01-05 17:00:00+01:00,308.0,6524.0,47.0,203.0,3000.0,,5855.0,2045.0,,42443.0,220.0,126.0,4646.0
2023-01-05 18:00:00+01:00,307.0,6489.0,46.0,232.0,2227.0,,6174.0,2528.0,,42469.0,187.0,127.0,5059.0
2023-01-05 19:00:00+01:00,307.0,6205.0,45.0,240.0,2134.0,,5948.0,2288.0,,42445.0,0.0,126.0,5313.0
2023-01-05 20:00:00+01:00,309.0,6282.0,44.0,203.0,2089.0,,5655.0,1508.0,,42438.0,0.0,131.0,5311.0
2023-01-05 21:00:00+01:00,311.0,5879.0,43.0,203.0,1828.0,,5432.0,1019.0,,42453.0,0.0,129.0,5501.0
2023-01-05 22:00:00+01:00,311.0,4865.0,43.0,202.0,1258.0,,5300.0,842.0,,42374.0,0.0,130.0,5383.0
2023-01-05 23:00:00+01:00,309.0,4635.0,42.0,203.0,661.0,,5214.0,599.0,,42275.0,0.0,134.0,5770.0
2023-01-06 00:00:00+01:00,309.0,3153.0,40.0,203.0,,678.0,4641.0,232.0,,41727.0,0.0,131.0,6114.0
2023-01-06 01:00:00+01:00,312.0,2624.0,39.0,200.0,,2229.0,4299.0,59.0,,41232.0,0.0,133.0,6497.0
2023-01-06 02:00:00+01:00,312.0,2592.0,39.0,200.0,,2616.0,4037.0,,4.0,40765.0,0.0,134.0,6675.0
2023-01-06 03:00:00+01:00,313.0,2755.0,39.0,204.0,,2939.0,3955.0,26.0,,40459.0,0.0,135.0,6831.0
2023-01-06 04:00:00+01:00,310.0,2677.0,39.0,204.0,,3207.0,3915.0,20.0,,40772.0,0.0,137.0,7027.0
2023-01-06 05:00:00+01:00,308.0,2666.0,39.0,204.0,,3417.0,3977.0,73.0,,40777.0,0.0,139.0,7057.0
2023-01-06 06:00:00+01:00,307.0,2860.0,38.0,204.0,,2781.0,4220.0,309.0,,40878.0,0.0,138.0,6892.0
2023-01-06 07:00:00+01:00,305.0,3189.0,36.0,203.0,,663.0,4541.0,616.0,,40895.0,0.0,134.0,6845.0
2023-01-06 08:00:00+01:00,306.0,3468.0,36.0,203.0,988.0,,5032.0,1207.0,,41236.0,304.0,135.0,6605.0
2023-01-06 09:00:00+01:00,310.0,3520.0,37.0,203.0,1689.0,,5267.0,1571.0,,41643.0,974.0,134.0,6197.0
2023-01-06 10:00:00+01:00,314.0,3541.0,38.0,203.0,2227.0,,5478.0,1195.0,,41825.0,2280.0,133.0,6073.0
2023-01-06 11:00:00+01:00,313.0,3476.0,39.0,203.0,1565.0,,5537.0,1215.0,,41947.0,3418.0,121.0,6103.0
2023-01-06 12:00:00+01:00,311.0,3373.0,39.0,203.0,679.0,,5350.0,1063.0,,41890.0,3962.0,122.0,6105.0
2023-01-06 13:00:00+01:00,311.0,3450.0,39.0,204.0,258.0,,5037.0,959.0,,41893.0,3876.0,127.0,6093.0
2023-01-06 14:00:00+01:00,312.0,3824.0,39.0,204.0,367.0,,4936.0,845.0,,42264.0,3094.0,130.0,5758.0
2023-01-06 15:00:00+01:00,309.0,4604.0,35.0,204.0,1378.0,,4865.0,1105.0,,42903.0,2048.0,132.0,5639.0
2023-01-06 16:00:00+01:00,307.0,5291.0,34.0,203.0,1424.0,,5087.0,1093.0,,42828.0,839.0,136.0,5600.0
2023-01-06 17:00:00+01:00,311.0,5578.0,34.0,204.0,2035.0,,5785.0,1359.0,,42970.0,227.0,135.0,5855.0
2023-01-06 18:00:00+01:00,310.0,5523.0,34.0,204.0,2462.0,,6136.0,1965.0,,43064.0,190.0,139.0,6155.0
2023-01-06 19:00:00+01:00,312.0,5518.0,35.0,204.0,2166.0,,6055.0,1721.0,,43208.0,0.0,140.0,6648.0
2023-01-06 20:00:00+01:00,307.0,4984.0,36.0,203.0,1429.0,,5736.0,1166.0,,43444.0,0.0,139.0,7063.0
2023-01-06 21:00:00+01:00,302.0,3201.0,37.0,200.0,1200.0,,5386.0,825.0,,42695.0,0.0,138.0,7321.0
2023-01-06 22:00:00+01:00,306.0,2822.0,38.0,200.0,391.0,,5133.0,611.0,,42694.0,0.0,134.0,7354.0
2023-01-06 23:00:00+01:00,307.0,2521.0,39.0,200.0,,288.0,5050.0,550.0,,42708.0,0.0,135.0,7362.0
2023-01-07 00:00:00+01:00,304.0,2561.0,38.0,201.0,,1408.0,4677.0,454.0,,41434.0,0.0,134.0,7338.0
2023-01-07 01:00:00+01:00,303.0,2656.0,39.0,204.0,,2734.0,4470.0,451.0,,40515.0,0.0,133.0,7529.0
2023-01-07 02:00:00+01:00,301.0,2610.0,40.0,204.0,,3009.0,4201.0,397.0,,39916.0,0.0,131.0,7959.0
2023-01-07 03:00:00+01:00,301.0,2575.0,41.0,204.0,,3192.0,3848.0,357.0,,38554.0,0.0,131.0,8444.0
2023-01-07 04:00:00+01:00,300.0,2471.0,42.0,204.0,,3312.0,3733.0,393.0,,37743.0,0.0,133.0,8879.0
2023-01-07 05:00:00+01:00,301.0,2474.0,43.0,204.0,,3287.0,3742.0,392.0,,37105.0,0.0,134.0,9362.0
2023-01-07 06:00:00+01:00,300.0,2514.0,43.0,204.0,,3163.0,3780.0,410.0,,37122.0,0.0,131.0,9784.0
2023-01-07 07:00:00+01:00,302.0,2655.0,43.0,204.0,,2772.0,3946.0,533.0,,38364.0,0.0,131.0,10524.0
2023-01-07 08:00:00+01:00,300.0,2621.0,43.0,204.0,,2250.0,4197.0,808.0,,40165.0,294.0,131.0,11145.0
2023-01-07 09:00:00+01:00,299.0,2639.0,43.0,203.0,,1663.0,4546.0,1117.0,,41680.0,1060.0,130.0,11625.0
2023-01-07 10:00:00+01:00,297.0,2497.0,43.0,204.0,,825.0,4704.0,1046.0,,41592.0,2489.0,129.0,11874.0
2023-01-07 11:00:00+01:00,298.0,2457.0,42.0,204.0,,722.0,4664.0,831.0,,41545.0,3492.0,129.0,12443.0
2023-01-07 12:00:00+01:00,298.0,2556.0,40.0,204.0,,745.0,4550.0,714.0,,41390.0,3755.0,134.0,12934.0
2023-01-07 13:00:00+01:00,297.0,2596.0,39.0,204.0,,1209.0,4287.0,533.0,,40401.0,3513.0,131.0,13152.0
2023-01-07 14:00:00+01:00,298.0,2585.0,38.0,204.0,,1185.0,4202.0,836.0,,39931.0,2759.0,128.0,13158.0
2023-01-07 15:00:00+01:00,300.0,2633.0,38.0,204.0,128.0,,4175.0,1201.0,,39834.0,1609.0,127.0,13166.0
2023-01-07 16:00:00+01:00,298.0,2608.0,42.0,204.0,190.0,,4253.0,1177.0,,41103.0,612.0,129.0,13182.0
2023-01-07 17:00:00+01:00,300.0,2536.0,41.0,204.0,,220.0,4591.0,1121.0,,41233.0,214.0,131.0,13515.0
2023-01-07 18:00:00+01:00,301.0,2613.0,41.0,204.0,,6.0,4881.0,1188.0,,41152.0,190.0,131.0,13693.0
2023-01-07 19:00:00+01:00,301.0,2739.0,40.0,204.0,,191.0,4737.0,1123.0,,41352.0,0.0,130.0,13343.0
2023-01-07 20:00:00+01:00,300.0,2638.0,40.0,204.0,,1034.0,4234.0,1042.0,,40194.0,0.0,133.0,13127.0
2023-01-07 21:00:00+01:00,300.0,2465.0,40.0,203.0,,2138.0,4028.0,439.0,,39523.0,0.0,134.0,12684.0
2023-01-07 22:00:00+01:00,302.0,2490.0,40.0,203.0,,2551.0,3915.0,171.0,,38102.0,0.0,134.0,11848.0
2023-01-07 23:00:00+01:00,300.0,2517.0,41.0,203.0,,2779.0,3929.0,301.0,,36997.0,0.0,134.0,11593.0
2023-01-08 00:00:00+01:00,302.0,2608.0,41.0,204.0,,2835.0,3836.0,369.0,,35202.0,0.0,135.0,11056.0
2023-01-08 01:00:00+01:00,305.0,2566.0,41.0,203.0,,2469.0,3590.0,227.0,,33964.0,0.0,135.0,10977.0
2023-01-08 02:00:00+01:00,305.0,2554.0,41.0,204.0,,2919.0,3433.0,157.0,,33891.0,0.0,136.0,10531.0
2023-01-08 03:00:00+01:00,304.0,2533.0,41.0,204.0,,3532.0,3335.0,262.0,,33040.0,0.0,136.0,10328.0
2023-01-08 04:00:00+01:00,305.0,2378.0,40.0,204.0,,3579.0,3237.0,283.0,,32337.0,0.0,135.0,10145.0
2023-01-08 05:00:00+01:00,311.0,2523.0,42.0,209.0,,3552.0,3440.0,219.0,,33602.0,0.0,136.0,9943.0
2023-01-08 06:00:00+01:00,1649.0,13816.0,224.0,1116.0,,18716.0,18882.0,1658.0,,186157.0,0.0,717.0,52920.0
2023-01-08 07:00:00+01:00,303.0,2437.0,40.0,204.0,,2853.0,3624.0,366.0,,34739.0,0.0,130.0,10008.0
2023-01-08 08:00:00+01:00,301.0,2428.0,40.0,204.0,,2332.0,3983.0,866.0,,36958.0,249.0,134.0,10453.0
2023-01-08 09:00:00+01:00,302.0,2607.0,40.0,204.0,,1685.0,4090.0,1087.0,,38655.0,671.0,131.0,10177.0
2023-01-08 10:00:00+01:00,301.0,2593.0,40.0,204.0,,1163.0,4239.0,1036.0,,39660.0,1540.0,131.0,9964.0
2023-01-08 11:00:00+01:00,301.0,2547.0,41.0,204.0,,874.0,4524.0,945.0,,39607.0,2086.0,133.0,10242.0
2023-01-08 12:00:00+01:00,299.0,2629.0,41.0,204.0,,500.0,4731.0,900.0,,39631.0,2378.0,134.0,11041.0
2023-01-08 13:00:00+01:00,300.0,2719.0,41.0,204.0,,586.0,4488.0,943.0,,39967.0,2156.0,132.0,10839.0
2023-01-08 14:00:00+01:00,301.0,2720.0,42.0,204.0,,413.0,4390.0,1400.0,,40040.0,1798.0,131.0,10491.0
2023-01-08 15:00:00+01:00,300.0,2617.0,44.0,204.0,211.0,,4469.0,1255.0,,40078.0,1002.0,134.0,10386.0
2023-01-08 16:00:00+01:00,300.0,2629.0,44.0,204.0,825.0,,4468.0,858.0,,40400.0,473.0,136.0,9956.0
2023-01-08 17:00:00+01:00,300.0,2549.0,45.0,204.0,1271.0,,4795.0,1269.0,,40680.0,210.0,133.0,10126.0
2023-01-08 18:00:00+01:00,300.0,2658.0,45.0,204.0,3161.0,,5199.0,2052.0,,41320.0,187.0,130.0,10365.0
2023-01-08 19:00:00+01:00,301.0,2692.0,48.0,204.0,3511.0,,5231.0,2700.0,,41734.0,0.0,129.0,10004.0
2023-01-08 20:00:00+01:00,298.0,2654.0,51.0,204.0,1565.0,,5009.0,2275.0,,41716.0,0.0,130.0,10114.0
2023-01-08 21:00:00+01:00,298.0,2626.0,52.0,204.0,860.0,,4638.0,915.0,,41633.0,0.0,130.0,10724.0
2023-01-08 22:00:00+01:00,298.0,2542.0,53.0,203.0,384.0,,4501.0,1090.0,,41540.0,0.0,127.0,11491.0
2023-01-08 23:00:00+01:00,299.0,2521.0,54.0,203.0,,659.0,4443.0,636.0,,41111.0,0.0,127.0,12514.0
2023-01-09 00:00:00+01:00,301.0,2545.0,54.0,203.0,,2474.0,4359.0,453.0,,40150.0,0.0,127.0,13228.0
2023-01-09 01:00:00+01:00,304.0,2623.0,54.0,203.0,,3264.0,4292.0,592.0,,39986.0,0.0,131.0,13635.0
2023-01-09 02:00:00+01:00,303.0,2704.0,54.0,203.0,,3361.0,4278.0,599.0,,39253.0,0.0,132.0,13776.0
2023-01-09 03:00:00+01:00,302.0,2648.0,54.0,203.0,,3572.0,4231.0,511.0,,37665.0,0.0,131.0,14110.0
2023-01-09 04:00:00+01:00,304.0,2457.0,54.0,203.0,,3563.0,4131.0,524.0,,36628.0,0.0,135.0,14100.0
2023-01-09 05:00:00+01:00,298.0,2458.0,54.0,203.0,,2984.0,4136.0,646.0,,38495.0,0.0,141.0,14027.0
2023-01-09 06:00:00+01:00,303.0,3007.0,54.0,203.0,,1572.0,4616.0,1027.0,,40980.0,0.0,139.0,13545.0
2023-01-09 07:00:00+01:00,303.0,3648.0,54.0,204.0,818.0,,5143.0,1705.0,,42778.0,0.0,135.0,13336.0
2023-01-09 08:00:00+01:00,298.0,4439.0,54.0,204.0,2495.0,,5840.0,2160.0,,43874.0,322.0,125.0,12832.0
