,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
2023-02-06 16:00:00+01:00,309.0,8286.0,1099.0,240.0,180.0,,3859.0,2780.0,,44616.0,3021.0,122.0,5095.0
2023-02-06 17:00:00+01:00,305.0,8364.0,1177.0,239.0,1593.0,,4788.0,3870.0,,44735.0,811.0,116.0,5146.0
2023-02-06 18:00:00+01:00,307.0,8386.0,1190.0,240.0,2952.0,,5304.0,4493.0,,44810.0,272.0,112.0,5714.0
2023-02-06 19:00:00+01:00,305.0,8391.0,1182.0,240.0,3019.0,,5267.0,4978.0,,44834.0,0.0,112.0,6529.0
2023-02-06 20:00:00+01:00,310.0,8113.0,1157.0,239.0,1539.0,,4795.0,3834.0,,44861.0,0.0,119.0,6997.0
2023-02-06 21:00:00+01:00,310.0,6969.0,1101.0,239.0,504.0,,4131.0,2356.0,,44586.0,0.0,115.0,7162.0
2023-02-06 22:00:00+01:00,308.0,6286.0,959.0,239.0,324.0,,4167.0,1994.0,,43788.0,0.0,122.0,6783.0
2023-02-06 23:00:00+01:00,307.0,6184.0,951.0,239.0,650.0,,3909.0,2389.0,,43338.0,0.0,124.0,6493.0
2023-02-07 00:00:00+01:00,308.0,6105.0,934.0,240.0,,235.0,3507.0,2211.0,,43023.0,0.0,131.0,6681.0
2023-02-07 01:00:00+01:00,320.0,6090.0,934.0,240.0,,999.0,3319.0,1789.0,,43049.0,0.0,141.0,7080.0
2023-02-07 02:00:00+01:00,321.0,5809.0,936.0,240.0,,1311.0,3222.0,1542.0,,43120.0,0.0,141.0,7458.0
2023-02-07 03:00:00+01:00,320.0,5627.0,940.0,239.0,,2023.0,3195.0,1488.0,,43187.0,0.0,137.0,7557.0
2023-02-07 04:00:00+01:00,321.0,5817.0,959.0,240.0,,2620.0,3040.0,1715.0,,43341.0,0.0,139.0,7528.0
2023-02-07 05:00:00+01:00,320.0,5834.0,970.0,308.0,,1577.0,2975.0,1869.0,,43263.0,0.0,139.0,7432.0
2023-02-07 06:00:00+01:00,320.0,6105.0,870.0,501.0,677.0,,3861.0,2679.0,,43266.0,0.0,135.0,7441.0
2023-02-07 07:00:00+01:00,319.0,6485.0,857.0,503.0,2831.0,,4888.0,4075.0,,43342.0,288.0,136.0,7494.0
2023-02-07 08:00:00+01:00,320.0,6113.0,837.0,423.0,3388.0,,5355.0,4328.0,,44083.0,649.0,135.0,7214.0
2023-02-07 09:00:00+01:00,321.0,6083.0,845.0,369.0,2597.0,,5338.0,4069.0,,44102.0,2246.0,135.0,6506.0
2023-02-07 10:00:00+01:00,320.0,6021.0,808.0,294.0,754.0,,4602.0,2735.0,,43972.0,4359.0,125.0,6029.0
2023-02-07 11:00:00+01:00,321.0,5597.0,725.0,239.0,360.0,,4085.0,1536.0,,43880.0,5955.0,132.0,5607.0
2023-02-07 12:00:00+01:00,322.0,5271.0,355.0,239.0,,61.0,3825.0,1678.0,,43274.0,6897.0,131.0,5111.0
2023-02-07 13:00:00+01:00,322.0,5317.0,538.0,239.0,,573.0,3508.0,1906.0,,43153.0,7047.0,116.0,4890.0
2023-02-07 14:00:00+01:00,322.0,5435.0,543.0,239.0,,435.0,3466.0,1821.0,,42514.0,6551.0,113.0,4639.0
2023-02-07 15:00:00+01:00,323.0,6305.0,569.0,240.0,189.0,,3672.0,2501.0,,41341.0,4794.0,112.0,4400.0
2023-02-07 16:00:00+01:00,322.0,6275.0,549.0,239.0,1150.0,,4269.0,4074.0,,41258.0,2620.0,115.0,4304.0
2023-02-07 17:00:00+01:00,321.0,6303.0,571.0,241.0,1847.0,,4985.0,4678.0,,41454.0,714.0,113.0,4254.0
2023-02-07 18:00:00+01:00,322.0,6382.0,590.0,363.0,3442.0,,5728.0,5095.0,,42884.0,274.0,115.0,4603.0
2023-02-07 19:00:00+01:00,321.0,6341.0,613.0,370.0,3421.0,,5911.0,4873.0,,43304.0,0.0,119.0,5212.0
2023-02-07 20:00:00+01:00,321.0,6338.0,611.0,288.0,3498.0,,5594.0,4593.0,,43277.0,0.0,125.0,5615.0
2023-02-07 21:00:00+01:00,320.0,6639.0,609.0,239.0,2313.0,,4969.0,3400.0,,43294.0,0.0,133.0,5311.0
2023-02-07 22:00:00+01:00,320.0,6660.0,608.0,239.0,2013.0,,4566.0,2738.0,,43883.0,0.0,115.0,4744.0
2023-02-07 23:00:00+01:00,321.0,6724.0,614.0,239.0,1987.0,,4302.0,2252.0,,44625.0,0.0,113.0,4262.0
2023-02-08 00:00:00+01:00,322.0,6755.0,596.0,239.0,1265.0,,3967.0,1906.0,,44952.0,0.0,114.0,3824.0
2023-02-08 01:00:00+01:00,323.0,6800.0,565.0,239.0,652.0,,3797.0,1997.0,,44922.0,0.0,108.0,3594.0
2023-02-08 02:00:00+01:00,323.0,6731.0,554.0,239.0,370.0,,3602.0,2315.0,,44828.0,0.0,107.0,3517.0
2023-02-08 03:00:00+01:00,321.0,6773.0,584.0,239.0,199.0,,3499.0,2534.0,,44988.0,0.0,111.0,3335.0
2023-02-08 04:00:00+01:00,322.0,6998.0,621.0,239.0,1.0,,3457.0,1967.0,,45027.0,0.0,111.0,3219.0
2023-02-08 05:00:00+01:00,322.0,7075.0,588.0,239.0,183.0,,3519.0,2226.0,,44999.0,0.0,111.0,3446.0
2023-02-08 06:00:00+01:00,321.0,7259.0,587.0,539.0,1309.0,,4202.0,3649.0,,44926.0,0.0,108.0,3245.0
2023-02-08 07:00:00+01:00,320.0,7294.0,571.0,780.0,2828.0,,5137.0,4856.0,,44766.0,296.0,105.0,3369.0
