Country,Timestamp,Hydro Water Reservoir,Other,Solar,Wind Onshore
SE,2023-01-01,35551.0,566.0,0.0,41717.0
SE,2023-01-02,84983.0,714.0,0.0,27800.0
SE,2023-01-03,81860.0,828.0,0.0,18362.0
SE,2023-01-04,73672.0,894.0,0.0,14373.0
SE,2023-01-05,78661.0,1019.0,0.0,8617.0
SE,2023-01-06,83149.0,1013.0,0.0,8351.0
SE,2023-01-07,65124.0,1000.0,0.0,20354.0
SE,2023-01-08,41006.0,941.0,0.0,26446.0
SE,2023-01-09,72787.0,942.0,0.0,17432.0
SE,2023-01-10,84245.0,1057.0,0.0,4932.0
SE,2023-01-11,59879.0,1043.0,0.0,12801.0
SE,2023-01-12,58752.0,704.0,0.0,31501.0
SE,2023-01-13,74505.0,1022.0,0.0,18744.0
SE,2023-01-14,71087.0,946.0,0.0,8953.0
SE,2023-01-15,41654.0,712.0,0.0,12227.0
SE,2023-01-16,76642.0,816.0,0.0,11455.0
SE,2023-01-17,74982.0,912.0,0.0,24722.0
SE,2023-01-18,80887.0,1048.0,0.0,14119.0
SE,2023-01-19,92834.0,900.0,0.0,7320.0
SE,2023-01-20,81678.0,867.0,0.0,24882.0
SE,2023-01-21,75885.0,989.0,0.0,28651.0
SE,2023-01-22,71068.0,1005.0,0.0,39096.0
SE,2023-01-23,68702.0,840.0,0.0,44375.0
SE,2023-01-24,58476.0,961.0,0.0,37102.0
SE,2023-01-25,45078.0,859.0,0.0,40881.0
SE,2023-01-26,58918.0,1018.0,0.0,30552.0
SE,2023-01-27,56190.0,1093.0,0.0,42277.0
SE,2023-01-28,47035.0,979.0,0.0,44963.0
SE,2023-01-29,45099.0,989.0,0.0,28654.0
SE,2023-01-30,36167.0,1025.0,0.0,24141.0
SE,2023-01-31,69982.0,1013.0,0.0,20856.0
SE,2023-02-01,91301.0,1046.0,0.0,17242.0
SE,2023-02-02,85828.0,786.0,0.0,24461.0
SE,2023-02-03,98843.0,957.0,0.0,8251.0
SE,2023-02-04,78299.0,790.0,0.0,19804.0
SE,2023-02-05,63971.0,800.0,0.0,33753.0
SE,2023-02-06,74582.0,850.0,0.0,37810.0
SE,2023-02-07,75481.0,785.0,0.0,42755.0
SE,2023-02-08,51959.0,824.0,0.0,43920.0
SE,2023-02-09,35878.0,562.0,0.0,43379.0
SE,2023-02-10,17114.0,180.0,0.0,16282.0
