timestamp,Actual Load,country
2022-04-22 00:00:00+02:00,328166.0,SE
2022-04-23 00:00:00+02:00,314570.0,SE
2022-04-24 00:00:00+02:00,332480.0,SE
2022-04-25 00:00:00+02:00,360377.0,SE
2022-04-26 00:00:00+02:00,361572.0,SE
2022-04-27 00:00:00+02:00,375842.0,SE
2022-04-28 00:00:00+02:00,365392.0,SE
2022-04-29 00:00:00+02:00,359565.0,SE
2022-04-30 00:00:00+02:00,330996.0,SE
2022-05-01 00:00:00+02:00,312173.0,SE
2022-05-02 00:00:00+02:00,340615.0,SE
2022-05-03 00:00:00+02:00,349297.0,SE
2022-05-04 00:00:00+02:00,350777.0,SE
2022-05-05 00:00:00+02:00,342995.0,SE
2022-05-06 00:00:00+02:00,329656.0,SE
2022-05-07 00:00:00+02:00,297565.0,SE
2022-05-08 00:00:00+02:00,307769.0,SE
2022-05-09 00:00:00+02:00,333393.0,SE
2022-05-10 00:00:00+02:00,334168.0,SE
2022-05-11 00:00:00+02:00,338945.0,SE
2022-05-12 00:00:00+02:00,334324.0,SE
2022-05-13 00:00:00+02:00,327753.0,SE
2022-05-14 00:00:00+02:00,295467.0,SE
2022-05-15 00:00:00+02:00,290467.0,SE
2022-05-16 00:00:00+02:00,331215.0,SE
2022-05-17 00:00:00+02:00,330665.0,SE
2022-05-18 00:00:00+02:00,323432.0,SE
2022-05-19 00:00:00+02:00,320226.0,SE
2022-05-20 00:00:00+02:00,325437.0,SE
2022-05-21 00:00:00+02:00,296871.0,SE
2022-05-22 00:00:00+02:00,294507.0,SE
2022-05-23 00:00:00+02:00,324603.0,SE
2022-05-24 00:00:00+02:00,317726.0,SE
2022-05-25 00:00:00+02:00,317709.0,SE
2022-05-26 00:00:00+02:00,300261.0,SE
2022-05-27 00:00:00+02:00,310332.0,SE
2022-05-28 00:00:00+02:00,302327.0,SE
2022-05-29 00:00:00+02:00,295070.0,SE
2022-05-30 00:00:00+02:00,324513.0,SE
2022-05-31 00:00:00+02:00,327921.0,SE
2022-06-01 00:00:00+02:00,323305.0,SE
2022-06-02 00:00:00+02:00,329790.0,SE
2022-06-03 00:00:00+02:00,316963.0,SE
2022-06-04 00:00:00+02:00,281010.0,SE
2022-06-05 00:00:00+02:00,276739.0,SE
2022-06-06 00:00:00+02:00,282388.0,SE
2022-06-07 00:00:00+02:00,320132.0,SE
2022-06-08 00:00:00+02:00,321304.0,SE
2022-06-09 00:00:00+02:00,321025.0,SE
2022-06-10 00:00:00+02:00,309090.0,SE
2022-06-11 00:00:00+02:00,279577.0,SE
2022-06-12 00:00:00+02:00,282989.0,SE
2022-06-13 00:00:00+02:00,319984.0,SE
2022-06-14 00:00:00+02:00,313726.0,SE
2022-06-15 00:00:00+02:00,321337.0,SE
2022-06-16 00:00:00+02:00,316547.0,SE
2022-06-17 00:00:00+02:00,302677.0,SE
2022-06-18 00:00:00+02:00,274308.0,SE
2022-06-19 00:00:00+02:00,286129.0,SE
2022-06-20 00:00:00+02:00,315357.0,SE
2022-06-21 00:00:00+02:00,313234.0,SE
2022-06-22 00:00:00+02:00,322819.0,SE
2022-06-23 00:00:00+02:00,304242.0,SE
2022-06-24 00:00:00+02:00,264036.0,SE
2022-06-25 00:00:00+02:00,259800.0,SE
2022-06-26 00:00:00+02:00,269945.0,SE
2022-06-27 00:00:00+02:00,314577.0,SE
2022-06-28 00:00:00+02:00,316007.0,SE
2022-06-29 00:00:00+02:00,317176.0,SE
2022-06-30 00:00:00+02:00,319972.0,SE
2022-07-01 00:00:00+02:00,304295.0,SE
2022-07-02 00:00:00+02:00,271403.0,SE
2022-07-03 00:00:00+02:00,273297.0,SE
2022-07-04 00:00:00+02:00,304114.0,SE
2022-07-05 00:00:00+02:00,312793.0,SE
2022-07-06 00:00:00+02:00,312249.0,SE
2022-07-07 00:00:00+02:00,313830.0,SE
2022-07-08 00:00:00+02:00,300965.0,SE
2022-07-09 00:00:00+02:00,269868.0,SE
2022-07-10 00:00:00+02:00,272545.0,SE
2022-07-11 00:00:00+02:00,293543.0,SE
2022-07-12 00:00:00+02:00,292799.0,SE
2022-07-13 00:00:00+02:00,290949.0,SE
2022-07-14 00:00:00+02:00,291387.0,SE
2022-07-15 00:00:00+02:00,286023.0,SE
2022-07-16 00:00:00+02:00,267297.0,SE
2022-07-17 00:00:00+02:00,268523.0,SE
2022-07-18 00:00:00+02:00,284080.0,SE
2022-07-19 00:00:00+02:00,285543.0,SE
2022-07-20 00:00:00+02:00,284077.0,SE
2022-07-21 00:00:00+02:00,274654.0,SE
2022-07-22 00:00:00+02:00,276209.0,SE
2022-07-23 00:00:00+02:00,267986.0,SE
2022-07-24 00:00:00+02:00,258761.0,SE
2022-07-25 00:00:00+02:00,286164.0,SE
2022-07-26 00:00:00+02:00,279056.0,SE
2022-07-27 00:00:00+02:00,282236.0,SE
2022-07-28 00:00:00+02:00,276211.0,SE
2022-07-29 00:00:00+02:00,281022.0,SE
2022-07-30 00:00:00+02:00,260953.0,SE
2022-07-31 00:00:00+02:00,259543.0,SE
2022-08-01 00:00:00+02:00,280178.0,SE
2022-08-02 00:00:00+02:00,276358.0,SE
