Country,Timestamp,Fossil Gas,Hydro Water Reservoir,Other,Solar,Wind Onshore
SE,2021-01-01,0.0,0.0,0.0,0.0,5879.0
SE,2021-01-02,0.0,0.0,0.0,0.0,4156.0
SE,2021-01-03,0.0,0.0,0.0,0.0,19383.0
SE,2021-01-04,0.0,0.0,0.0,0.0,13108.0
SE,2021-01-05,0.0,0.0,0.0,0.0,3318.0
SE,2021-01-06,0.0,0.0,0.0,0.0,4392.0
SE,2021-01-07,0.0,0.0,0.0,0.0,4980.0
SE,2021-01-08,0.0,0.0,0.0,0.0,3302.0
SE,2021-01-09,0.0,0.0,0.0,0.0,23770.0
SE,2021-01-10,0.0,0.0,0.0,0.0,16141.0
SE,2021-01-11,0.0,0.0,0.0,0.0,22973.0
SE,2021-01-12,0.0,0.0,0.0,0.0,41424.0
SE,2021-01-13,0.0,0.0,0.0,0.0,35060.0
SE,2021-01-14,0.0,0.0,0.0,0.0,13243.0
SE,2021-01-15,0.0,0.0,0.0,0.0,41491.0
SE,2021-01-16,0.0,0.0,0.0,0.0,16974.0
SE,2021-01-17,0.0,0.0,0.0,0.0,18740.0
SE,2021-01-18,0.0,0.0,0.0,0.0,7415.0
SE,2021-01-19,0.0,0.0,0.0,0.0,6521.0
SE,2021-01-20,0.0,0.0,0.0,0.0,24930.0
SE,2021-01-21,0.0,0.0,0.0,0.0,55122.0
SE,2021-01-22,0.0,0.0,0.0,0.0,50127.0
SE,2021-01-23,0.0,0.0,0.0,0.0,22341.0
SE,2021-01-24,0.0,0.0,0.0,0.0,5313.0
SE,2021-01-25,0.0,0.0,0.0,0.0,11940.0
SE,2021-01-26,0.0,0.0,0.0,0.0,13568.0
SE,2021-01-27,0.0,0.0,0.0,0.0,14948.0
SE,2021-01-28,0.0,0.0,0.0,0.0,4820.0
SE,2021-01-29,0.0,0.0,0.0,0.0,4447.0
SE,2021-01-30,0.0,0.0,0.0,0.0,23034.0
SE,2021-01-31,0.0,0.0,0.0,0.0,21374.0
SE,2021-02-01,0.0,0.0,0.0,0.0,10063.0
SE,2021-02-02,0.0,0.0,0.0,0.0,6634.0
SE,2021-02-03,0.0,0.0,0.0,0.0,31306.0
SE,2021-02-04,0.0,0.0,0.0,0.0,41135.0
SE,2021-02-05,0.0,0.0,0.0,0.0,31550.0
SE,2021-02-06,0.0,0.0,0.0,0.0,31574.0
SE,2021-02-07,0.0,0.0,0.0,0.0,29242.0
SE,2021-02-08,0.0,0.0,0.0,0.0,15447.0
SE,2021-02-09,0.0,0.0,0.0,0.0,18016.0
SE,2021-02-10,0.0,0.0,0.0,0.0,22977.0
SE,2021-02-11,0.0,0.0,0.0,0.0,45232.0
SE,2021-02-12,0.0,0.0,0.0,0.0,66759.0
