Country,Timestamp,Hydro Water Reservoir,Nuclear,Other,Wind Onshore
SE,2019-09-14,100910.0,141753.0,12440.0,86125.0
SE,2019-09-15,74085.0,141235.0,12080.0,114017.0
SE,2019-09-16,155580.0,141548.0,12518.0,89808.0
SE,2019-09-17,164967.0,141427.0,11496.0,64324.0
SE,2019-09-18,175838.0,141219.0,14205.0,58608.0
SE,2019-09-19,189227.0,140820.0,18737.0,64095.0
SE,2019-09-20,193963.0,140638.0,18539.0,35710.0
SE,2019-09-21,123739.0,140212.0,18180.0,45314.0
SE,2019-09-22,122250.0,139858.0,17810.0,32587.0
SE,2019-09-23,192016.0,139882.0,17649.0,36530.0
SE,2019-09-24,217570.0,150150.0,18656.0,14238.0
SE,2019-09-25,207852.0,134936.0,18213.0,26691.0
SE,2019-09-26,185753.0,148777.0,17172.0,26900.0
SE,2019-09-27,156062.0,158845.0,15912.0,44196.0
SE,2019-09-28,98542.0,164015.0,14967.0,40432.0
SE,2019-09-29,106252.0,167890.0,15401.0,33956.0
SE,2019-09-30,143662.0,170633.0,16463.0,42858.0
SE,2019-10-01,152317.0,170698.0,20504.0,102206.0
SE,2019-10-02,169638.0,171253.0,20842.0,83318.0
SE,2019-10-03,181009.0,171484.0,22457.0,55249.0
SE,2019-10-04,197146.0,171403.0,23223.0,41871.0
SE,2019-10-05,188636.0,171354.0,22536.0,39593.0
SE,2019-10-06,175447.0,172073.0,21255.0,34083.0
SE,2019-10-07,215799.0,172133.0,22829.0,28299.0
SE,2019-10-08,190236.0,172198.0,21310.0,31477.0
SE,2019-10-09,191433.0,171382.0,22936.0,26306.0
SE,2019-10-10,182388.0,170363.0,21577.0,25059.0
SE,2019-10-11,165656.0,158695.0,20982.0,50586.0
SE,2019-10-12,139193.0,144648.0,20079.0,60012.0
SE,2019-10-13,161715.0,143272.0,18997.0,36126.0
SE,2019-10-14,197219.0,143201.0,20023.0,47498.0
SE,2019-10-15,210399.0,138794.0,19380.0,33256.0
SE,2019-10-16,207500.0,155365.0,19819.0,26955.0
SE,2019-10-17,192263.0,174125.0,18617.0,23510.0
SE,2019-10-18,190535.0,161449.0,21008.0,24951.0
SE,2019-10-19,151689.0,169748.0,19224.0,66218.0
SE,2019-10-20,159925.0,191467.0,18908.0,33515.0
SE,2019-10-21,210222.0,196628.0,19761.0,23240.0
SE,2019-10-22,166700.0,196951.0,21051.0,109479.0
SE,2019-10-23,186264.0,195767.0,20681.0,77649.0
SE,2019-10-24,190592.0,195764.0,21097.0,52682.0
SE,2019-10-25,169505.0,197134.0,21561.0,98052.0
SE,2019-10-26,141029.0,197307.0,21204.0,83001.0
SE,2019-10-27,178971.0,205548.0,22678.0,42295.0
SE,2019-10-28,222541.0,197067.0,24148.0,43377.0
SE,2019-10-29,225693.0,196866.0,24817.0,59390.0
SE,2019-10-30,221076.0,197469.0,25398.0,53257.0
SE,2019-10-31,218547.0,197655.0,27061.0,74337.0
SE,2019-11-01,225249.0,197650.0,27638.0,38620.0
SE,2019-11-02,190327.0,188697.0,27653.0,30108.0
SE,2019-11-03,205160.0,182543.0,28368.0,62496.0
SE,2019-11-04,220150.0,182363.0,28679.0,66195.0
SE,2019-11-05,233275.0,182202.0,31670.0,51906.0
SE,2019-11-06,244017.0,182380.0,32178.0,26429.0
SE,2019-11-07,243947.0,182496.0,30507.0,17088.0
SE,2019-11-08,236621.0,182390.0,29415.0,28714.0
SE,2019-11-09,184084.0,182601.0,28270.0,50926.0
SE,2019-11-10,180800.0,182331.0,29375.0,57475.0
SE,2019-11-11,225037.0,182159.0,30903.0,46829.0
SE,2019-11-12,212936.0,170999.0,31565.0,67036.0
SE,2019-11-13,229978.0,169477.0,29400.0,34587.0
SE,2019-11-14,236465.0,178413.0,29048.0,13859.0
SE,2019-11-15,218812.0,181071.0,29309.0,45563.0
SE,2019-11-16,187214.0,181800.0,27981.0,63251.0
SE,2019-11-17,175622.0,181802.0,26275.0,43594.0
SE,2019-11-18,217948.0,181258.0,28059.0,58176.0
SE,2019-11-19,203367.0,188064.0,25761.0,70192.0
SE,2019-11-20,229298.0,194892.0,27374.0,41687.0
SE,2019-11-21,203057.0,191314.0,27643.0,67210.0
SE,2019-11-22,211849.0,196531.0,28506.0,64697.0
SE,2019-11-23,174166.0,196731.0,26476.0,48418.0
SE,2019-11-24,187518.0,196653.0,27577.0,43479.0
SE,2019-11-25,246278.0,196535.0,29726.0,20090.0
SE,2019-11-26,242420.0,196549.0,28695.0,19033.0
SE,2019-11-27,231643.0,196295.0,29822.0,31546.0
SE,2019-11-28,219431.0,196247.0,28525.0,48994.0
SE,2019-11-29,213704.0,196247.0,30680.0,106651.0
SE,2019-11-30,189026.0,196181.0,31894.0,101120.0
SE,2019-12-01,189140.0,196322.0,31065.0,105127.0
SE,2019-12-02,230250.0,195881.0,32150.0,102939.0
SE,2019-12-03,233884.0,185667.0,30755.0,102781.0
SE,2019-12-04,210871.0,181338.0,28921.0,118718.0
