Country,Timestamp,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
FR,2023-01-01,10200.0,60263.0,1173.0,4828.0,7075.0,116502.0,19416.0,661758.0,17235.0,3035.0,246546.0
FR,2023-01-02,10292.0,75239.0,1122.0,4863.0,28409.0,124078.0,22632.0,924810.0,13921.0,2868.0,145615.0
FR,2023-01-03,10277.0,117425.0,948.0,4838.0,34453.0,132371.0,28920.0,993816.0,21718.0,2955.0,162816.0
FR,2023-01-04,10101.0,64329.0,1047.0,4875.0,9871.0,113606.0,10835.0,968784.0,22554.0,3148.0,311326.0
FR,2023-01-05,8261.0,111476.0,1176.0,4931.0,28324.0,116966.0,23203.0,994305.0,21560.0,3121.0,150199.0
FR,2023-01-06,7424.0,87210.0,898.0,4867.0,20258.0,119455.0,19785.0,1006717.0,21212.0,3211.0,155869.0
FR,2023-01-07,7201.0,61706.0,980.0,4889.0,318.0,102290.0,17035.0,956947.0,19987.0,3153.0,272301.0
FR,2023-01-08,8583.0,73146.0,1231.0,5810.0,11788.0,116575.0,23768.0,1067662.0,12750.0,3762.0,294795.0
FR,2023-01-09,7201.0,93400.0,1311.0,4872.0,30347.0,129243.0,38295.0,1020506.0,23083.0,2969.0,300822.0
FR,2023-01-10,7327.0,86376.0,1070.0,4845.0,28482.0,141618.0,47694.0,1051298.0,25321.0,2876.0,246561.0
FR,2023-01-11,7242.0,66206.0,1106.0,4851.0,20844.0,136280.0,28517.0,1026032.0,19112.0,2853.0,272432.0
FR,2023-01-12,6711.0,62405.0,970.0,4664.0,16285.0,126258.0,20505.0,962096.0,19475.0,2561.0,320019.0
FR,2023-01-13,7019.0,69589.0,1241.0,4870.0,25510.0,135763.0,29207.0,1004138.0,24478.0,3009.0,271509.0
FR,2023-01-14,7719.0,58664.0,954.0,4834.0,1857.0,125238.0,22848.0,942044.0,19951.0,3435.0,290066.0
FR,2023-01-15,7872.0,59697.0,1154.0,4843.0,2614.0,116289.0,20821.0,846952.0,23532.0,3367.0,293065.0
FR,2023-01-16,7912.0,118326.0,1078.0,4865.0,18131.0,134941.0,52823.0,1028551.0,16198.0,2830.0,271575.0
FR,2023-01-17,7161.0,179998.0,1146.0,4874.0,22826.0,142434.0,73295.0,1037067.0,16739.0,2759.0,82847.0
FR,2023-01-18,7912.0,164232.0,1365.0,5166.0,20106.0,142079.0,74672.0,1032962.0,27903.0,2697.0,91381.0
FR,2023-01-19,8208.0,135235.0,11623.0,12702.0,27911.0,150584.0,97117.0,943820.0,21420.0,4089.0,56514.0
FR,2023-01-20,8981.0,190622.0,15013.0,6649.0,23120.0,149792.0,98579.0,992616.0,31549.0,3108.0,80290.0
FR,2023-01-21,10685.0,188189.0,15114.0,4872.0,5772.0,122653.0,55419.0,996017.0,32737.0,3165.0,164773.0
FR,2023-01-22,10617.0,188651.0,15864.0,4866.0,15178.0,119347.0,70772.0,1011738.0,24797.0,2868.0,108446.0
FR,2023-01-23,10891.0,207926.0,16916.0,17408.0,40411.0,137432.0,100021.0,1015460.0,18878.0,2487.0,134902.0
FR,2023-01-24,10791.0,211686.0,27607.0,11598.0,39341.0,136435.0,98135.0,1016821.0,23486.0,2447.0,115287.0
FR,2023-01-25,10788.0,216317.0,32555.0,17240.0,30679.0,137085.0,97786.0,1023740.0,20695.0,2559.0,43528.0
FR,2023-01-26,10720.0,208842.0,36274.0,6480.0,20827.0,128547.0,88002.0,1046642.0,24202.0,2626.0,102662.0
FR,2023-01-27,10680.0,197485.0,38048.0,4899.0,21027.0,125258.0,87802.0,1042984.0,25525.0,2799.0,172023.0
FR,2023-01-28,10460.0,203510.0,10221.0,4899.0,14753.0,102955.0,67347.0,1050753.0,21905.0,3069.0,107378.0
FR,2023-01-29,10386.0,195433.0,1037.0,4896.0,9720.0,83763.0,54283.0,1045477.0,35592.0,3000.0,52729.0
FR,2023-01-30,10700.0,173153.0,1603.0,6513.0,26769.0,102066.0,82344.0,1015807.0,35549.0,2883.0,122511.0
FR,2023-01-31,8578.0,131974.0,1261.0,5430.0,10852.0,103755.0,70383.0,1018314.0,33997.0,3529.0,105591.0
FR,2023-02-01,7677.0,158595.0,1310.0,5737.0,8134.0,91619.0,64733.0,1041473.0,33120.0,2892.0,173694.0
FR,2023-02-02,10243.0,178520.0,1284.0,5752.0,11428.0,84223.0,52144.0,1061891.0,39768.0,2845.0,143103.0
FR,2023-02-03,11138.0,146435.0,1154.0,5754.0,5820.0,76632.0,29635.0,1082011.0,44910.0,2935.0,132980.0
FR,2023-02-04,10965.0,176322.0,1254.0,5749.0,5139.0,67805.0,27316.0,1087944.0,36940.0,3237.0,65041.0
FR,2023-02-05,10489.0,100525.0,1600.0,5709.0,4048.0,58369.0,16010.0,1069348.0,34505.0,3167.0,163304.0
FR,2023-02-06,8857.0,178561.0,22130.0,5743.0,23215.0,88458.0,59887.0,1071786.0,48975.0,2913.0,137007.0
FR,2023-02-07,7688.0,145676.0,17385.0,7011.0,30467.0,102182.0,69645.0,1035889.0,42394.0,3046.0,141372.0
FR,2023-02-08,7601.0,167191.0,13669.0,7622.0,25809.0,100243.0,73816.0,1079753.0,54109.0,2634.0,65024.0
FR,2023-02-09,6576.0,171621.0,12454.0,8615.0,25668.0,89202.0,61440.0,954959.0,51141.0,2318.0,24692.0
