Country,Timestamp,Wind Onshore
SE,2019-01-01,37831.0
SE,2019-01-02,35056.0
SE,2019-01-03,25800.0
SE,2019-01-04,27234.0
SE,2019-01-05,7341.0
SE,2019-01-06,26818.0
SE,2019-01-07,20696.0
SE,2019-01-08,26494.0
SE,2019-01-09,31092.0
SE,2019-01-10,34480.0
SE,2019-01-11,45641.0
SE,2019-01-12,24494.0
SE,2019-01-13,21351.0
SE,2019-01-14,43338.0
SE,2019-01-15,23960.0
SE,2019-01-16,7041.0
SE,2019-01-17,20570.0
SE,2019-01-18,34080.0
SE,2019-01-19,32411.0
SE,2019-01-20,17887.0
SE,2019-01-21,3609.0
SE,2019-01-22,4751.0
SE,2019-01-23,6960.0
SE,2019-01-24,13750.0
SE,2019-01-25,7740.0
SE,2019-01-26,8381.0
SE,2019-01-27,8153.0
SE,2019-01-28,11730.0
SE,2019-01-29,6085.0
SE,2019-01-30,5706.0
SE,2019-01-31,5863.0
SE,2019-02-01,10448.0
SE,2019-02-02,19194.0
SE,2019-02-03,22768.0
SE,2019-02-04,7784.0
SE,2019-02-05,7947.0
SE,2019-02-06,16878.0
SE,2019-02-07,14016.0
SE,2019-02-08,8453.0
SE,2019-02-09,11188.0
SE,2019-02-10,6871.0
SE,2019-02-11,32894.0
SE,2019-02-12,33230.0
SE,2019-02-13,35120.0
SE,2019-02-14,39099.0
SE,2019-02-15,34695.0
SE,2019-02-16,39638.0
SE,2019-02-17,22252.0
SE,2019-02-18,29195.0
SE,2019-02-19,24191.0
SE,2019-02-20,27737.0
SE,2019-02-21,12575.0
SE,2019-02-22,34275.0
SE,2019-02-23,33838.0
SE,2019-02-24,39800.0
SE,2019-02-25,38159.0
SE,2019-02-26,30692.0
SE,2019-02-27,46023.0
SE,2019-02-28,29073.0
SE,2019-03-01,19344.0
SE,2019-03-02,29276.0
SE,2019-03-03,12549.0
SE,2019-03-04,5565.0
SE,2019-03-05,13060.0
SE,2019-03-06,13494.0
SE,2019-03-07,10705.0
SE,2019-03-08,25289.0
SE,2019-03-09,24757.0
SE,2019-03-10,32405.0
SE,2019-03-11,33588.0
SE,2019-03-12,16102.0
SE,2019-03-13,33772.0
SE,2019-03-14,10437.0
SE,2019-03-15,1733.0
SE,2019-03-16,5687.0
SE,2019-03-17,23601.0
SE,2019-03-18,31705.0
SE,2019-03-19,22995.0
SE,2019-03-20,35950.0
SE,2019-03-21,38165.0
SE,2019-03-22,33758.0
SE,2019-03-23,45566.0
SE,2019-03-24,37782.0
SE,2019-03-25,31181.0
SE,2019-03-26,14542.0
SE,2019-03-27,27460.0
SE,2019-03-28,41924.0
SE,2019-03-29,43118.0
SE,2019-03-30,29756.0
SE,2019-03-31,39556.0
SE,2019-04-01,31397.0
SE,2019-04-02,24948.0
SE,2019-04-03,17095.0
SE,2019-04-04,8267.0
SE,2019-04-05,13800.0
SE,2019-04-06,12355.0
SE,2019-04-07,22590.0
SE,2019-04-08,40145.0
SE,2019-04-09,37613.0
SE,2019-04-10,20312.0
SE,2019-04-11,5166.0
SE,2019-04-12,2152.0
SE,2019-04-13,1311.0
SE,2019-04-14,1200.0
SE,2019-04-15,756.0
SE,2019-04-16,1435.0
SE,2019-04-17,2937.0
SE,2019-04-18,7505.0
SE,2019-04-19,15911.0
SE,2019-04-20,9363.0
SE,2019-04-21,9028.0
SE,2019-04-22,9022.0
SE,2019-04-23,14754.0
SE,2019-04-24,14174.0
SE,2019-04-25,14788.0
SE,2019-04-26,4247.0
SE,2019-04-27,10489.0
SE,2019-04-28,7603.0
SE,2019-04-29,6813.0
SE,2019-04-30,10999.0
SE,2019-05-01,15214.0
SE,2019-05-02,26560.0
SE,2019-05-03,22145.0
SE,2019-05-04,15047.0
SE,2019-05-05,7898.0
SE,2019-05-06,7190.0
SE,2019-05-07,10713.0
SE,2019-05-08,12997.0
SE,2019-05-09,20651.0
SE,2019-05-10,16614.0
SE,2019-05-11,6009.0
SE,2019-05-12,42544.0
SE,2019-05-13,31541.0
SE,2019-05-14,14916.0
SE,2019-05-15,5743.0
SE,2019-05-16,4058.0
SE,2019-05-17,2448.0
SE,2019-05-18,4966.0
SE,2019-05-19,4340.0
SE,2019-05-20,1773.0
SE,2019-05-21,2426.0
SE,2019-05-22,7189.0
SE,2019-05-23,18256.0
SE,2019-05-24,3769.0
SE,2019-05-25,3623.0
SE,2019-05-26,8106.0
SE,2019-05-27,5939.0
SE,2019-05-28,4562.0
SE,2019-05-29,25365.0
SE,2019-05-30,31667.0
SE,2019-05-31,43441.0
SE,2019-06-01,14591.0
SE,2019-06-02,14065.0
SE,2019-06-03,23808.0
SE,2019-06-04,15379.0
SE,2019-06-05,9982.0
SE,2019-06-06,11672.0
SE,2019-06-07,15944.0
SE,2019-06-08,9376.0
SE,2019-06-09,21082.0
SE,2019-06-10,21872.0
SE,2019-06-11,6829.0
SE,2019-06-12,9204.0
SE,2019-06-13,16923.0
SE,2019-06-14,4372.0
SE,2019-06-15,3144.0
SE,2019-06-16,5680.0
SE,2019-06-17,10138.0
SE,2019-06-18,15465.0
SE,2019-06-19,6841.0
SE,2019-06-20,16717.0
SE,2019-06-21,10768.0
SE,2019-06-22,33570.0
SE,2019-06-23,17424.0
SE,2019-06-24,13087.0
SE,2019-06-25,4358.0
SE,2019-06-26,10580.0
SE,2019-06-27,39424.0
SE,2019-06-28,26275.0
SE,2019-06-29,34110.0
SE,2019-06-30,15761.0
SE,2019-07-01,20766.0
SE,2019-07-02,23101.0
SE,2019-07-03,15074.0
SE,2019-07-04,7808.0
SE,2019-07-05,20261.0
SE,2019-07-06,9786.0
SE,2019-07-07,7505.0
SE,2019-07-08,21717.0
SE,2019-07-09,11990.0
SE,2019-07-10,5393.0
SE,2019-07-11,2593.0
SE,2019-07-12,2444.0
SE,2019-07-13,3160.0
SE,2019-07-14,8232.0
SE,2019-07-15,14490.0
SE,2019-07-16,17762.0
SE,2019-07-17,2215.0
SE,2019-07-18,7130.0
SE,2019-07-19,10299.0
SE,2019-07-20,9183.0
SE,2019-07-21,17670.0
SE,2019-07-22,4016.0
SE,2019-07-23,2570.0
SE,2019-07-24,3184.0
SE,2019-07-25,5463.0
SE,2019-07-26,4758.0
SE,2019-07-27,2041.0
SE,2019-07-28,8031.0
SE,2019-07-29,8507.0
SE,2019-07-30,11686.0
SE,2019-07-31,5516.0
SE,2019-08-01,4139.0
SE,2019-08-02,8857.0
SE,2019-08-03,2763.0
SE,2019-08-04,2233.0
SE,2019-08-05,2986.0
SE,2019-08-06,4269.0
SE,2019-08-07,6714.0
SE,2019-08-08,3467.0
SE,2019-08-09,2894.0
SE,2019-08-10,17554.0
SE,2019-08-11,15865.0
SE,2019-08-12,10703.0
SE,2019-08-13,6719.0
SE,2019-08-14,14588.0
SE,2019-08-15,18878.0
SE,2019-08-16,10624.0
SE,2019-08-17,22988.0
SE,2019-08-18,22754.0
SE,2019-08-19,15040.0
SE,2019-08-20,16443.0
SE,2019-08-21,10242.0
SE,2019-08-22,12653.0
SE,2019-08-23,13775.0
SE,2019-08-24,11159.0
SE,2019-08-25,19500.0
SE,2019-08-26,8863.0
SE,2019-08-27,9744.0
SE,2019-08-28,13507.0
SE,2019-08-29,23967.0
SE,2019-08-30,16101.0
SE,2019-08-31,24924.0
SE,2019-09-01,32451.0
SE,2019-09-02,11770.0
SE,2019-09-03,10103.0
SE,2019-09-04,12262.0
SE,2019-09-05,29147.0
SE,2019-09-06,19704.0
SE,2019-09-07,6599.0
SE,2019-09-08,4005.0
SE,2019-09-09,6509.0
SE,2019-09-10,9080.0
SE,2019-09-11,17972.0
SE,2019-09-12,22783.0
SE,2019-09-13,37551.0
SE,2019-09-14,29003.0
SE,2019-09-15,19287.0
SE,2019-09-16,14135.0
SE,2019-09-17,13602.0
SE,2019-09-18,19497.0
SE,2019-09-19,28307.0
SE,2019-09-20,11717.0
SE,2019-09-21,22146.0
SE,2019-09-22,5818.0
SE,2019-09-23,6803.0
SE,2019-09-24,1243.0
SE,2019-09-25,3282.0
SE,2019-09-26,4657.0
SE,2019-09-27,6927.0
SE,2019-09-28,14292.0
SE,2019-09-29,9902.0
SE,2019-09-30,11345.0
SE,2019-10-01,37792.0
SE,2019-10-02,32255.0
SE,2019-10-03,19461.0
SE,2019-10-04,12958.0
SE,2019-10-05,11905.0
SE,2019-10-06,15702.0
SE,2019-10-07,11371.0
SE,2019-10-08,10287.0
SE,2019-10-09,6940.0
SE,2019-10-10,6210.0
SE,2019-10-11,3239.0
SE,2019-10-12,3465.0
SE,2019-10-13,8046.0
SE,2019-10-14,2642.0
SE,2019-10-15,3244.0
SE,2019-10-16,9889.0
SE,2019-10-17,9395.0
SE,2019-10-18,6460.0
SE,2019-10-19,14798.0
SE,2019-10-20,10727.0
SE,2019-10-21,9571.0
SE,2019-10-22,41603.0
SE,2019-10-23,23037.0
SE,2019-10-24,18637.0
SE,2019-10-25,30322.0
SE,2019-10-26,24944.0
SE,2019-10-27,7337.0
SE,2019-10-28,19897.0
SE,2019-10-29,25910.0
SE,2019-10-30,25705.0
SE,2019-10-31,39257.0
SE,2019-11-01,13129.0
SE,2019-11-02,8563.0
SE,2019-11-03,16218.0
SE,2019-11-04,4534.0
SE,2019-11-05,4411.0
SE,2019-11-06,4317.0
SE,2019-11-07,5036.0
SE,2019-11-08,5766.0
SE,2019-11-09,20792.0
SE,2019-11-10,26185.0
SE,2019-11-11,10010.0
SE,2019-11-12,22636.0
SE,2019-11-13,14431.0
SE,2019-11-14,4086.0
SE,2019-11-15,6529.0
SE,2019-11-16,8460.0
SE,2019-11-17,10269.0
SE,2019-11-18,10411.0
SE,2019-11-19,29116.0
SE,2019-11-20,13284.0
SE,2019-11-21,16630.0
SE,2019-11-22,17167.0
SE,2019-11-23,10222.0
SE,2019-11-24,8822.0
SE,2019-11-25,4389.0
SE,2019-11-26,4671.0
SE,2019-11-27,11023.0
SE,2019-11-28,13080.0
SE,2019-11-29,35190.0
SE,2019-11-30,49572.0
SE,2019-12-01,51791.0
SE,2019-12-02,51927.0
SE,2019-12-03,42029.0
SE,2019-12-04,44143.0
SE,2019-12-05,49125.0
SE,2019-12-06,31145.0
SE,2019-12-07,33822.0
SE,2019-12-08,26131.0
SE,2019-12-09,31372.0
SE,2019-12-10,36252.0
SE,2019-12-11,52742.0
SE,2019-12-12,36563.0
SE,2019-12-13,20164.0
SE,2019-12-14,29360.0
SE,2019-12-15,13154.0
SE,2019-12-16,4044.0
SE,2019-12-17,7707.0
SE,2019-12-18,19905.0
SE,2019-12-19,28189.0
SE,2019-12-20,9902.0
SE,2019-12-21,12334.0
SE,2019-12-22,4964.0
SE,2019-12-23,1730.0
SE,2019-12-24,1564.0
SE,2019-12-25,2942.0
SE,2019-12-26,11593.0
SE,2019-12-27,9743.0
SE,2019-12-28,40152.0
SE,2019-12-29,51221.0
SE,2019-12-30,60226.0
